Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
38,5.28,4.97,4.73,4.65,4.65,4.73,5.84,6.78,7.49,7.57,7.57,7.49,7.49,7.49,7.33,7.41,7.81,7.89,7.89,7.57,7.18,6.55,5.76,4.97,1
39,46.07,43.32,41.26,40.57,40.57,41.26,50.89,59.14,65.33,66.02,66.02,65.33,65.33,65.33,63.95,64.64,68.08,68.77,68.77,66.02,62.58,57.08,50.20,43.32,1
40,40.26,37.86,36.05,35.45,35.45,36.05,44.47,51.68,57.09,57.69,57.69,57.09,57.09,57.09,55.88,56.49,59.49,60.09,60.09,57.69,54.68,49.88,43.87,37.86,1
41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
43,3.38,3.18,3.03,2.98,2.98,3.03,3.73,4.34,4.79,4.85,4.85,4.79,4.79,4.79,4.69,4.74,5.00,5.05,5.05,4.85,4.59,4.19,3.68,3.18,1
44,14.05,13.22,12.59,12.38,12.38,12.59,15.52,18.04,19.93,20.14,20.14,19.93,19.93,19.93,19.51,19.72,20.77,20.98,20.98,20.14,19.09,17.41,15.31,13.22,1
45,4.02,3.78,3.60,3.54,3.54,3.60,4.44,5.15,5.69,5.75,5.75,5.69,5.69,5.69,5.57,5.63,5.93,5.99,5.99,5.75,5.45,4.97,4.38,3.78,1
46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
48,42.69,40.14,38.23,37.59,37.59,38.23,47.15,54.80,60.53,61.17,61.17,60.53,60.53,60.53,59.26,59.90,63.08,63.72,63.72,61.17,57.98,52.89,46.51,40.14,1
49,10.36,9.74,9.27,9.12,9.12,9.27,11.44,13.29,14.68,14.84,14.84,14.68,14.68,14.68,14.37,14.53,15.30,15.46,15.46,14.84,14.07,12.83,11.28,9.74,1
50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
52,6.87,6.46,6.15,6.05,6.05,6.15,7.59,8.82,9.74,9.84,9.84,9.74,9.74,9.74,9.53,9.64,10.15,10.25,10.25,9.84,9.33,8.51,7.48,6.46,1
53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
54,0.32,0.30,0.28,0.28,0.28,0.28,0.35,0.41,0.45,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.47,0.47,0.47,0.45,0.43,0.39,0.35,0.30,1
55,53.79,50.58,48.17,47.36,47.36,48.17,59.41,69.04,76.27,77.07,77.07,76.27,76.27,76.27,74.66,75.46,79.48,80.28,80.28,77.07,73.05,66.63,58.60,50.58,1
56,79.78,75.02,71.45,70.26,70.26,71.45,88.12,102.41,113.12,114.32,114.32,113.12,113.12,113.12,110.74,111.93,117.89,119.08,119.08,114.32,108.36,98.83,86.93,75.02,1
57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
58,162.73,153.02,145.73,143.30,143.30,145.73,179.74,208.88,230.74,233.17,233.17,230.74,230.74,230.74,225.89,228.31,240.46,242.89,242.89,233.17,221.03,201.60,177.31,153.02,1
59,5.28,4.97,4.73,4.65,4.65,4.73,5.84,6.78,7.49,7.57,7.57,7.49,7.49,7.49,7.33,7.41,7.81,7.89,7.89,7.57,7.18,6.55,5.76,4.97,1
60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
61,48.93,46.01,43.81,43.08,43.08,43.81,54.04,62.80,69.37,70.10,70.10,69.37,69.37,69.37,67.91,68.64,72.29,73.02,73.02,70.10,66.45,60.61,53.31,46.01,1
62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
63,17.75,16.69,15.90,15.63,15.63,15.90,19.61,22.79,25.17,25.44,25.44,25.17,25.17,25.17,24.64,24.91,26.23,26.50,26.50,25.44,24.11,21.99,19.34,16.69,1
64,71.12,66.87,63.69,62.63,62.63,63.69,78.55,91.28,100.84,101.90,101.90,100.84,100.84,100.84,98.72,99.78,105.08,106.15,106.15,101.90,96.59,88.10,77.49,66.87,1
65,12.68,11.92,11.36,11.17,11.17,11.36,14.01,16.28,17.98,18.17,18.17,17.98,17.98,17.98,17.60,17.79,18.74,18.93,18.93,18.17,17.22,15.71,13.82,11.92,1
66,13.74,12.92,12.30,12.10,12.10,12.30,15.17,17.63,19.48,19.68,19.68,19.48,19.48,19.48,19.07,19.27,20.30,20.50,20.50,19.68,18.66,17.02,14.97,12.92,1
67,1.06,0.99,0.95,0.93,0.93,0.95,1.17,1.36,1.50,1.51,1.51,1.50,1.50,1.50,1.47,1.48,1.56,1.58,1.58,1.51,1.44,1.31,1.15,0.99,1
68,56.11,52.76,50.25,49.41,49.41,50.25,61.97,72.02,79.56,80.40,80.40,79.56,79.56,79.56,77.89,78.72,82.91,83.75,83.75,80.40,76.21,69.51,61.14,52.76,1
69,21.98,20.67,19.68,19.36,19.36,19.68,24.28,28.21,31.17,31.49,31.49,31.17,31.17,31.17,30.51,30.84,32.48,32.81,32.81,31.49,29.85,27.23,23.95,20.67,1
70,11.20,10.53,10.03,9.86,9.86,10.03,12.37,14.38,15.88,16.05,16.05,15.88,15.88,15.88,15.55,15.72,16.55,16.72,16.72,16.05,15.21,13.88,12.20,10.53,1
71,73.34,68.96,65.67,64.58,64.58,65.67,81.00,94.13,103.98,105.08,105.08,103.98,103.98,103.98,101.80,102.89,108.36,109.46,109.46,105.08,99.61,90.85,79.90,68.96,1
72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
74,62.14,58.43,55.64,54.72,54.72,55.64,68.63,79.76,88.10,89.03,89.03,88.10,88.10,88.10,86.25,87.17,91.81,92.74,92.74,89.03,84.39,76.97,67.70,58.43,1
75,26.63,25.04,23.85,23.45,23.45,23.85,29.41,34.18,37.76,38.16,38.16,37.76,37.76,37.76,36.96,37.36,39.35,39.75,39.75,38.16,36.17,32.99,29.01,25.04,1
76,6.23,5.86,5.58,5.49,5.49,5.58,6.89,8.00,8.84,8.93,8.93,8.84,8.84,8.84,8.65,8.75,9.21,9.31,9.31,8.93,8.47,7.72,6.79,5.86,1
77,46.18,43.42,41.35,40.66,40.66,41.35,51.00,59.27,65.48,66.17,66.17,65.48,65.48,65.48,64.10,64.79,68.23,68.92,68.92,66.17,62.72,57.21,50.31,43.42,1
78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
80,34.24,32.19,30.66,30.15,30.15,30.66,37.81,43.95,48.55,49.06,49.06,48.55,48.55,48.55,47.52,48.04,50.59,51.10,51.10,49.06,46.50,42.41,37.30,32.19,1
81,34.24,32.19,30.66,30.15,30.15,30.66,37.81,43.95,48.55,49.06,49.06,48.55,48.55,48.55,47.52,48.04,50.59,51.10,51.10,49.06,46.50,42.41,37.30,32.19,1
82,11.94,11.23,10.69,10.52,10.52,10.69,13.19,15.33,16.93,17.11,17.11,16.93,16.93,16.93,16.57,16.75,17.64,17.82,17.82,17.11,16.22,14.79,13.01,11.23,1
83,83.48,78.50,74.76,73.51,73.51,74.76,92.20,107.15,118.37,119.61,119.61,118.37,118.37,118.37,115.88,117.12,123.35,124.60,124.60,119.61,113.38,103.42,90.96,78.50,1
84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
85,0.74,0.70,0.66,0.65,0.65,0.66,0.82,0.95,1.05,1.06,1.06,1.05,1.05,1.05,1.03,1.04,1.09,1.10,1.10,1.06,1.00,0.92,0.81,0.70,1
86,51.57,48.49,46.18,45.41,45.41,46.18,56.96,66.19,73.12,73.89,73.89,73.12,73.12,73.12,71.58,72.35,76.20,76.97,76.97,73.89,70.04,63.88,56.19,48.49,1
87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
88,15.64,14.71,14.01,13.77,13.77,14.01,17.27,20.07,22.18,22.41,22.41,22.18,22.18,22.18,21.71,21.94,23.11,23.34,23.34,22.41,21.24,19.37,17.04,14.71,1
89,27.69,26.03,24.79,24.38,24.38,24.79,30.58,35.54,39.26,39.67,39.67,39.26,39.26,39.26,38.43,38.84,40.91,41.32,41.32,39.67,37.60,34.30,30.17,26.03,1
90,0.21,0.20,0.19,0.19,0.19,0.19,0.23,0.27,0.30,0.30,0.30,0.30,0.30,0.30,0.29,0.30,0.31,0.32,0.32,0.30,0.29,0.26,0.23,0.20,1
91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
92,33.60,31.60,30.09,29.59,29.59,30.09,37.11,43.13,47.65,48.15,48.15,47.65,47.65,47.65,46.64,47.15,49.65,50.15,50.15,48.15,45.64,41.63,36.61,31.60,1
93,2.11,1.99,1.89,1.86,1.86,1.89,2.33,2.71,3.00,3.03,3.03,3.00,3.00,3.00,2.93,2.97,3.12,3.15,3.15,3.03,2.87,2.62,2.30,1.99,1
94,19.23,18.08,17.22,16.94,16.94,17.22,21.24,24.69,27.27,27.56,27.56,27.27,27.27,27.27,26.70,26.98,28.42,28.70,28.70,27.56,26.12,23.83,20.95,18.08,1
95,60.44,56.84,54.13,53.23,53.23,54.13,66.76,77.59,85.70,86.61,86.61,85.70,85.70,85.70,83.90,84.80,89.31,90.22,90.22,86.61,82.10,74.88,65.86,56.84,1
96,0.95,0.89,0.85,0.84,0.84,0.85,1.05,1.22,1.35,1.36,1.36,1.35,1.35,1.35,1.32,1.33,1.41,1.42,1.42,1.36,1.29,1.18,1.04,0.89,1
97,60.97,57.33,54.60,53.69,53.69,54.60,67.34,78.26,86.45,87.36,87.36,86.45,86.45,86.45,84.63,85.54,90.09,91.00,91.00,87.36,82.81,75.53,66.43,57.33,1
98,10.04,9.44,8.99,8.84,8.84,8.99,11.09,12.89,14.23,14.38,14.38,14.23,14.23,14.23,13.93,14.08,14.83,14.98,14.98,14.38,13.63,12.44,10.94,9.44,1
99,37.83,35.57,33.88,33.31,33.31,33.88,41.78,48.56,53.64,54.21,54.21,53.64,53.64,53.64,52.51,53.08,55.90,56.46,56.46,54.21,51.38,46.86,41.22,35.57,1
100,66.57,62.60,59.62,58.62,58.62,59.62,73.53,85.45,94.40,95.39,95.39,94.40,94.40,94.40,92.41,93.40,98.37,99.36,99.36,95.39,90.42,82.47,72.54,62.60,1
101,18.28,17.19,16.37,16.10,16.10,16.37,20.19,23.47,25.92,26.19,26.19,25.92,25.92,25.92,25.38,25.65,27.01,27.29,27.29,26.19,24.83,22.65,19.92,17.19,1
102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
103,13.31,12.52,11.92,11.72,11.72,11.92,14.71,17.09,18.88,19.08,19.08,18.88,18.88,18.88,18.48,18.68,19.67,19.87,19.87,19.08,18.08,16.49,14.51,12.52,1
104,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
105,38.99,36.67,34.92,34.34,34.34,34.92,43.07,50.05,55.29,55.87,55.87,55.29,55.29,55.29,54.12,54.71,57.62,58.20,58.20,55.87,52.96,48.30,42.48,36.67,1
106,61.50,57.83,55.08,54.16,54.16,55.08,67.93,78.94,87.20,88.12,88.12,87.20,87.20,87.20,85.37,86.29,90.87,91.79,91.79,88.12,83.53,76.19,67.01,57.83,1
107,113.07,106.32,101.26,99.57,99.57,101.26,124.88,145.13,160.32,162.01,162.01,160.32,160.32,160.32,156.95,158.63,167.07,168.76,168.76,162.01,153.57,140.07,123.19,106.32,1
108,12.89,12.12,11.55,11.35,11.35,11.55,14.24,16.55,18.28,18.47,18.47,18.28,18.28,18.28,17.89,18.09,19.05,19.24,19.24,18.47,17.51,15.97,14.05,12.12,1
109,71.65,67.37,64.16,63.09,63.09,64.16,79.13,91.96,101.59,102.66,102.66,101.59,101.59,101.59,99.45,100.52,105.86,106.93,106.93,102.66,97.31,88.76,78.06,67.37,1
110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
111,40.90,38.45,36.62,36.01,36.01,36.62,45.17,52.49,57.99,58.60,58.60,57.99,57.99,57.99,56.76,57.38,60.43,61.04,61.04,58.60,55.54,50.66,44.56,38.45,1
112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
114,14.16,13.31,12.68,12.47,12.47,12.68,15.64,18.18,20.08,20.29,20.29,20.08,20.08,20.08,19.65,19.87,20.92,21.13,21.13,20.29,19.23,17.54,15.43,13.31,1
115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
117,15.75,14.81,14.10,13.87,13.87,14.10,17.39,20.21,22.33,22.56,22.56,22.33,22.33,22.33,21.86,22.09,23.27,23.50,23.50,22.56,21.39,19.51,17.16,14.81,1
118,2.11,1.99,1.89,1.86,1.86,1.89,2.33,2.71,3.00,3.03,3.03,3.00,3.00,3.00,2.93,2.97,3.12,3.15,3.15,3.03,2.87,2.62,2.30,1.99,1
119,42.90,40.34,38.42,37.78,37.78,38.42,47.39,55.07,60.83,61.47,61.47,60.83,60.83,60.83,59.55,60.19,63.39,64.03,64.03,61.47,58.27,53.15,46.74,40.34,1
120,23.25,21.86,20.82,20.47,20.47,20.82,25.68,29.84,32.96,33.31,33.31,32.96,32.96,32.96,32.27,32.62,34.35,34.70,34.70,33.31,31.58,28.80,25.33,21.86,1
121,21.98,20.67,19.68,19.36,19.36,19.68,24.28,28.21,31.17,31.49,31.49,31.17,31.17,31.17,30.51,30.84,32.48,32.81,32.81,31.49,29.85,27.23,23.95,20.67,1
122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
123,12.68,11.92,11.36,11.17,11.17,11.36,14.01,16.28,17.98,18.17,18.17,17.98,17.98,17.98,17.60,17.79,18.74,18.93,18.93,18.17,17.22,15.71,13.82,11.92,1
124,8.45,7.95,7.57,7.44,7.44,7.57,9.34,10.85,11.99,12.11,12.11,11.99,11.99,11.99,11.73,11.86,12.49,12.62,12.62,12.11,11.48,10.47,9.21,7.95,1
125,11.73,11.03,10.50,10.33,10.33,10.50,12.96,15.06,16.63,16.81,16.81,16.63,16.63,16.63,16.28,16.46,17.33,17.51,17.51,16.81,15.93,14.53,12.78,11.03,1
126,0.21,0.20,0.19,0.19,0.19,0.19,0.23,0.27,0.30,0.30,0.30,0.30,0.30,0.30,0.29,0.30,0.31,0.32,0.32,0.30,0.29,0.26,0.23,0.20,1
127,15.53,14.61,13.91,13.68,13.68,13.91,17.16,19.94,22.03,22.26,22.26,22.03,22.03,22.03,21.56,21.79,22.95,23.18,23.18,22.26,21.10,19.24,16.92,14.61,1
128,14.58,13.71,13.06,12.84,12.84,13.06,16.11,18.72,20.68,20.89,20.89,20.68,20.68,20.68,20.24,20.46,21.55,21.77,21.77,20.89,19.81,18.07,15.89,13.71,1
129,20.18,18.98,18.07,17.77,17.77,18.07,22.29,25.91,28.62,28.92,28.92,28.62,28.62,28.62,28.02,28.32,29.82,30.12,30.12,28.92,27.41,25.00,21.99,18.98,1
130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
131,126.07,118.54,112.90,111.01,111.01,112.90,139.24,161.82,178.75,180.63,180.63,178.75,178.75,178.75,174.99,176.87,186.28,188.16,188.16,180.63,171.22,156.17,137.36,118.54,1
132,9.93,9.34,8.90,8.75,8.75,8.90,10.97,12.75,14.08,14.23,14.23,14.08,14.08,14.08,13.79,13.94,14.68,14.83,14.83,14.23,13.49,12.31,10.82,9.34,1
133,2.85,2.68,2.56,2.51,2.51,2.56,3.15,3.66,4.05,4.09,4.09,4.05,4.05,4.05,3.96,4.00,4.22,4.26,4.26,4.09,3.88,3.53,3.11,2.68,1
134,106.83,100.46,95.67,94.08,94.08,95.67,118.00,137.13,151.48,153.08,153.08,151.48,151.48,151.48,148.29,149.89,157.86,159.45,159.45,153.08,145.10,132.35,116.40,100.46,1
135,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
