Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
34,0.00,18.00,12.60,12.60,12.60,12.60,0,137,0,2,2,0.00,35.74,39.61,45.85,6.00,6.00,6.00,0.00
35,0.00,18.00,12.60,12.60,12.60,12.60,1,137,0,4,4,0.00,40.78,44.93,54.49,6.00,6.00,6.00,0.00
36,0.00,5.30,3.71,3.71,3.71,3.71,0,155,0,1,1,0.00,37.26,41.11,47.94,1.77,1.77,1.77,0.00
37,0.00,17.90,12.53,12.53,12.53,12.53,1,158,0,2,2,0.00,37.39,39.92,47.25,5.97,5.97,5.97,0.00
38,0.00,17.90,12.53,12.53,12.53,12.53,1,158,0,1,1,0.00,27.32,30.73,33.58,5.97,5.97,5.97,0.00
39,0.00,30.00,21.00,21.00,21.00,21.00,0,176,0,2,2,0.00,38.65,43.36,47.83,10.00,10.00,10.00,0.00
40,0.00,11.00,7.70,7.70,7.70,7.70,0,187,0,2,2,0.00,34.83,37.45,41.80,3.67,3.67,3.67,0.00
41,0.00,11.00,7.70,7.70,7.70,7.70,0,187,0,4,4,0.00,36.60,40.40,48.92,3.67,3.67,3.67,0.00
42,0.00,30.00,21.00,21.00,21.00,21.00,0,190,0,1,1,0.00,50.89,57.59,65.47,10.00,10.00,10.00,0.00
43,0.00,23.50,16.45,16.45,16.45,16.45,1,192,0,4,4,0.00,41.29,45.21,54.99,7.83,7.83,7.83,0.00
44,0.00,15.00,10.50,10.50,10.50,10.50,1,194,0,1,1,0.00,50.22,55.31,64.18,5.00,5.00,5.00,0.00
45,0.00,15.00,10.50,10.50,10.50,10.50,1,194,0,4,4,0.00,35.56,39.68,45.49,5.00,5.00,5.00,0.00
46,0.00,11.94,8.36,8.36,8.36,8.36,0,217,0,4,4,0.00,33.45,37.29,41.93,3.98,3.98,3.98,0.00
47,0.00,6.00,4.20,4.20,4.20,4.20,0,224,0,2,2,0.00,43.47,46.95,54.98,2.00,2.00,2.00,0.00
48,0.00,7.50,5.25,5.25,5.25,5.25,0,227,0,1,1,0.00,28.65,31.85,34.38,2.50,2.50,2.50,0.00
49,0.00,33.50,23.45,23.45,23.45,23.45,0,236,0,1,1,0.00,42.38,47.17,57.65,11.17,11.17,11.17,0.00
50,0.00,24.30,17.01,17.01,17.01,17.01,0,236,0,4,4,0.00,33.32,36.20,42.28,8.10,8.10,8.10,0.00
51,0.00,8.00,5.60,5.60,5.60,5.60,0,238,0,2,2,0.00,66.68,72.13,83.40,2.67,2.67,2.67,0.00
52,0.00,36.00,25.20,25.20,25.20,25.20,1,238,0,4,4,0.00,47.37,53.65,56.16,12.00,12.00,12.00,0.00
53,0.00,1.00,0.70,0.70,0.70,0.70,0,246,0,1,1,0.00,13.34,14.68,18.33,0.33,0.33,0.33,0.00
54,0.00,31.00,21.70,21.70,21.70,21.70,0,246,0,1,1,0.00,39.02,43.28,51.50,10.33,10.33,10.33,0.00
55,0.00,31.00,21.70,21.70,21.70,21.70,0,246,0,2,2,0.00,51.96,55.96,66.42,10.33,10.33,10.33,0.00
56,0.00,31.00,21.70,21.70,21.70,21.70,0,246,0,2,2,0.00,38.78,42.96,48.28,10.33,10.33,10.33,0.00
57,0.00,26.00,18.20,18.20,18.20,18.20,1,256,0,4,4,0.00,43.79,46.93,55.15,8.67,8.67,8.67,0.00
58,0.00,26.00,18.20,18.20,18.20,18.20,1,256,0,1,1,0.00,53.19,58.07,62.47,8.67,8.67,8.67,0.00
59,0.00,30.00,21.00,21.00,21.00,21.00,1,258,0,2,2,0.00,55.54,60.38,70.54,10.00,10.00,10.00,0.00
60,0.00,8.00,5.60,5.60,5.60,5.60,0,261,0,4,4,0.00,49.48,53.74,60.99,2.67,2.67,2.67,0.00
61,0.00,12.60,8.82,8.82,8.82,8.82,0,269,0,1,1,0.00,48.49,52.39,62.70,4.20,4.20,4.20,0.00
62,0.00,11.60,8.12,8.12,8.12,8.12,0,282,0,4,4,0.00,46.42,48.98,57.92,3.87,3.87,3.87,0.00
63,0.00,25.30,17.71,17.71,17.71,17.71,0,295,0,2,2,0.00,30.03,32.90,36.57,8.43,8.43,8.43,0.00
64,0.00,12.00,8.40,8.40,8.40,8.40,1,296,0,1,1,0.00,44.28,49.46,56.69,4.00,4.00,4.00,0.00
65,0.00,15.00,10.50,10.50,10.50,10.50,0,305,0,4,4,0.00,46.22,52.70,64.13,5.00,5.00,5.00,0.00
66,0.00,25.80,18.06,18.06,18.06,18.06,1,312,0,4,4,0.00,20.96,23.16,27.94,8.60,8.60,8.60,0.00
67,0.00,49.60,34.72,34.72,34.72,34.72,1,312,0,1,1,0.00,48.37,52.20,63.16,16.53,16.53,16.53,0.00
68,0.00,0.00,0.00,0.00,0.00,0.00,0,317,0,4,4,0.00,49.17,53.71,63.20,0.00,0.00,0.00,0.00
69,0.00,0.00,0.00,0.00,0.00,0.00,0,317,0,1,1,0.00,35.24,40.23,45.32,0.00,0.00,0.00,0.00
70,0.00,10.80,7.56,7.56,7.56,7.56,0,319,0,4,4,0.00,45.02,48.40,56.47,3.60,3.60,3.60,0.00
71,0.00,11.00,7.70,7.70,7.70,7.70,0,325,0,2,2,0.00,44.89,51.09,59.09,3.67,3.67,3.67,0.00
72,0.00,25.00,17.50,17.50,17.50,17.50,0,332,0,4,4,0.00,41.95,46.40,56.62,8.33,8.33,8.33,0.00
73,0.00,25.00,17.50,17.50,17.50,17.50,0,333,0,4,4,0.00,44.40,49.31,54.60,8.33,8.33,8.33,0.00
74,0.00,13.00,9.10,9.10,9.10,9.10,1,336,0,1,1,0.00,32.50,35.22,42.58,4.33,4.33,4.33,0.00
75,0.00,21.00,14.70,14.70,14.70,14.70,0,338,0,2,2,0.00,42.37,48.82,54.74,7.00,7.00,7.00,0.00
76,0.00,2.00,1.40,1.40,1.40,1.40,0,338,0,4,4,0.00,49.41,54.28,65.93,0.67,0.67,0.67,0.00
77,0.00,2.30,1.61,1.61,1.61,1.61,0,345,0,1,1,0.00,25.49,27.93,29.48,0.77,0.77,0.77,0.00
78,0.00,19.50,13.65,13.65,13.65,13.65,0,345,0,2,2,0.00,47.21,52.68,66.95,6.50,6.50,6.50,0.00
79,0.00,22.00,15.40,15.40,15.40,15.40,0,348,0,1,1,0.00,22.78,24.15,28.01,7.33,7.33,7.33,0.00
80,0.00,12.00,8.40,8.40,8.40,8.40,0,357,0,2,2,0.00,53.22,56.52,61.75,4.00,4.00,4.00,0.00
81,0.00,12.00,8.40,8.40,8.40,8.40,0,357,0,2,2,0.00,48.59,54.80,59.94,4.00,4.00,4.00,0.00
82,0.00,130.00,91.00,91.00,91.00,91.00,1,364,0,4,4,0.00,36.59,41.40,48.69,43.33,43.33,43.33,0.00
83,0.00,2.70,1.89,1.89,1.89,1.89,0,391,0,1,1,0.00,43.87,48.23,54.07,0.90,0.90,0.90,0.00
84,0.00,18.00,12.60,12.60,12.60,12.60,0,409,0,1,1,0.00,36.49,38.27,42.77,6.00,6.00,6.00,0.00
85,0.00,10.00,7.00,7.00,7.00,7.00,0,411,0,1,1,0.00,32.48,35.51,44.67,3.33,3.33,3.33,0.00
86,0.00,11.50,8.05,8.05,8.05,8.05,0,411,0,4,4,0.00,37.00,39.13,44.21,3.83,3.83,3.83,0.00
87,0.00,12.00,8.40,8.40,8.40,8.40,0,431,0,4,4,0.00,42.36,48.10,54.79,4.00,4.00,4.00,0.00
88,0.00,34.25,23.98,23.98,23.98,23.98,0,440,0,1,1,0.00,32.69,35.63,40.69,11.42,11.42,11.42,0.00
89,0.00,25.00,17.50,17.50,17.50,17.50,1,447,0,1,1,0.00,36.07,40.36,43.95,8.33,8.33,8.33,0.00
90,0.00,2.40,1.68,1.68,1.68,1.68,0,462,0,2,2,0.00,33.28,35.54,42.86,0.80,0.80,0.80,0.00
91,0.00,16.00,11.20,11.20,11.20,11.20,0,462,0,4,4,0.00,35.75,40.10,46.75,5.33,5.33,5.33,0.00
92,1.00,27.00,18.90,18.90,18.90,18.90,1,464,0,4,4,91.69,28.71,31.99,36.49,8.67,8.67,8.67,0.00
93,1.00,27.00,18.90,18.90,18.90,18.90,1,464,0,2,2,68.85,30.34,33.60,42.08,8.67,8.67,8.67,0.00
94,1.00,48.00,33.60,33.60,33.60,33.60,0,466,0,4,4,90.04,48.95,56.07,62.43,15.67,15.67,15.67,0.00
95,0.00,10.00,7.00,7.00,7.00,7.00,0,470,0,2,2,0.00,53.88,61.47,74.90,3.33,3.33,3.33,0.00
96,0.00,9.00,6.30,6.30,6.30,6.30,0,470,0,1,1,0.00,32.99,34.93,41.18,3.00,3.00,3.00,0.00
97,0.00,27.00,18.90,18.90,18.90,18.90,0,479,0,2,2,0.00,38.76,42.24,46.75,9.00,9.00,9.00,0.00
98,0.00,27.00,18.90,18.90,18.90,18.90,0,479,0,4,4,0.00,37.94,41.49,50.10,9.00,9.00,9.00,0.00
99,0.00,27.00,18.90,18.90,18.90,18.90,0,479,0,4,4,0.00,30.22,32.57,35.82,9.00,9.00,9.00,0.00
100,0.00,23.40,16.38,16.38,16.38,16.38,0,491,0,1,1,0.00,36.54,41.07,45.41,7.80,7.80,7.80,0.00
101,0.00,4.00,2.80,2.80,2.80,2.80,0,508,0,1,1,0.00,20.95,22.18,26.14,1.33,1.33,1.33,0.00
102,0.00,10.00,7.00,7.00,7.00,7.00,0,519,0,4,4,0.00,47.24,51.65,58.79,3.33,3.33,3.33,0.00
103,0.00,12.00,8.40,8.40,8.40,8.40,0,520,0,4,4,0.00,35.49,38.17,42.48,4.00,4.00,4.00,0.00
104,0.00,8.00,5.60,5.60,5.60,5.60,1,530,0,2,2,0.00,39.20,41.66,47.05,2.67,2.67,2.67,0.00
105,0.00,8.00,5.60,5.60,5.60,5.60,1,530,0,4,4,0.00,46.00,51.94,55.74,2.67,2.67,2.67,0.00
106,0.00,8.00,5.60,5.60,5.60,5.60,1,530,0,1,1,0.00,3.54,3.98,4.17,2.67,2.67,2.67,0.00
107,0.00,12.00,8.40,8.40,8.40,8.40,0,537,0,2,2,0.00,42.55,44.11,52.00,4.00,4.00,4.00,0.00
108,0.00,24.00,16.80,16.80,16.80,16.80,1,537,0,1,1,0.00,34.50,38.26,39.67,8.00,8.00,8.00,0.00
109,0.00,9.00,6.30,6.30,6.30,6.30,0,546,0,4,4,0.00,20.93,22.40,24.76,3.00,3.00,3.00,0.00
110,0.00,12.00,8.40,8.40,8.40,8.40,0,548,0,1,1,0.00,44.36,50.61,53.26,4.00,4.00,4.00,0.00
111,0.00,12.00,8.40,8.40,8.40,8.40,0,570,0,4,4,0.00,46.79,51.76,61.06,4.00,4.00,4.00,0.00
112,0.00,30.00,21.00,21.00,21.00,21.00,0,570,0,1,1,0.00,30.12,34.36,42.82,10.00,10.00,10.00,0.00
113,0.00,11.50,8.05,8.05,8.05,8.05,0,570,0,2,2,0.00,50.67,55.43,62.75,3.83,3.83,3.83,0.00
114,0.00,16.00,11.20,11.20,11.20,11.20,1,583,0,4,4,0.00,22.78,25.15,29.26,5.33,5.33,5.33,0.00
115,0.00,9.00,6.30,6.30,6.30,6.30,0,585,0,1,1,0.00,46.13,50.07,58.98,3.00,3.00,3.00,0.00
116,0.00,9.50,6.65,6.65,6.65,6.65,0,586,0,4,4,0.00,22.55,25.04,27.66,3.17,3.17,3.17,0.00
117,0.00,1.00,0.70,0.70,0.70,0.70,0,589,0,2,2,0.00,34.16,37.94,47.94,0.33,0.33,0.33,0.00
118,0.00,21.00,14.70,14.70,14.70,14.70,0,593,0,2,2,0.00,29.98,33.86,36.31,7.00,7.00,7.00,0.00
119,0.00,6.10,4.27,4.27,4.27,4.27,0,600,0,1,1,0.00,44.64,48.71,54.79,2.03,2.03,2.03,0.00
120,0.00,45.00,31.50,31.50,31.50,31.50,1,610,0,4,4,0.00,40.12,45.59,53.72,15.00,15.00,15.00,0.00
121,0.00,45.00,31.50,31.50,31.50,31.50,0,610,0,2,2,0.00,56.47,65.00,73.20,15.00,15.00,15.00,0.00
122,0.00,12.00,8.40,8.40,8.40,8.40,0,612,0,4,4,0.00,39.22,41.43,48.64,4.00,4.00,4.00,0.00
123,0.00,12.00,8.40,8.40,8.40,8.40,0,612,0,1,1,0.00,54.41,59.32,64.30,4.00,4.00,4.00,0.00
124,0.00,12.00,8.40,8.40,8.40,8.40,0,612,0,4,4,0.00,51.71,56.61,63.73,4.00,4.00,4.00,0.00
125,0.00,35.00,24.50,24.50,24.50,24.50,0,613,0,4,4,0.00,45.77,48.95,60.63,11.67,11.67,11.67,0.00
126,0.00,11.50,8.05,8.05,8.05,8.05,0,613,0,4,4,0.00,42.15,46.29,49.35,3.83,3.83,3.83,0.00
127,0.00,8.30,5.81,5.81,5.81,5.81,0,624,0,1,1,0.00,21.56,23.84,27.91,2.77,2.77,2.77,0.00
128,0.00,7.30,5.11,5.11,5.11,5.11,0,633,0,4,4,0.00,41.72,45.29,55.65,2.43,2.43,2.43,0.00
129,0.00,15.00,10.50,10.50,10.50,10.50,0,636,0,2,2,0.00,53.48,59.92,71.44,5.00,5.00,5.00,0.00
130,0.00,15.00,10.50,10.50,10.50,10.50,1,636,0,4,4,0.00,26.55,28.69,34.96,5.00,5.00,5.00,0.00
131,0.00,239.00,167.30,167.30,167.30,167.30,1,646,0,1,1,0.00,31.13,33.21,39.16,79.67,79.67,79.67,0.00
132,0.00,7.00,4.90,4.90,4.90,4.90,0,657,0,2,2,0.00,26.24,28.66,34.08,2.33,2.33,2.33,0.00
133,0.00,12.00,8.40,8.40,8.40,8.40,0,675,0,2,2,0.00,40.06,44.09,55.24,4.00,4.00,4.00,0.00
134,0.00,12.00,8.40,8.40,8.40,8.40,1,675,0,2,2,0.00,63.55,71.70,79.28,4.00,4.00,4.00,0.00
135,0.00,7.50,5.25,5.25,5.25,5.25,0,676,0,1,1,0.00,61.99,67.61,75.83,2.50,2.50,2.50,0.00
136,0.00,24.00,16.80,16.80,16.80,16.80,0,676,0,2,2,0.00,32.80,36.07,42.36,8.00,8.00,8.00,0.00
137,0.00,6.60,4.62,4.62,4.62,4.62,0,684,0,4,4,0.00,29.18,32.30,38.39,2.20,2.20,2.20,0.00
138,0.00,12.00,8.40,8.40,8.40,8.40,0,685,0,2,2,0.00,21.06,22.85,25.46,4.00,4.00,4.00,0.00
139,0.00,9.00,6.30,6.30,6.30,6.30,1,689,0,1,1,0.00,38.36,42.75,45.84,3.00,3.00,3.00,0.00
140,0.00,9.00,6.30,6.30,6.30,6.30,1,689,0,1,1,0.00,38.75,42.44,48.34,3.00,3.00,3.00,0.00
141,0.00,11.00,7.70,7.70,7.70,7.70,0,689,0,2,2,0.00,40.44,44.69,53.99,3.67,3.67,3.67,0.00
142,0.00,11.00,7.70,7.70,7.70,7.70,1,689,0,1,1,0.00,49.18,53.48,61.73,3.67,3.67,3.67,0.00
143,0.00,32.35,22.64,22.64,22.64,22.64,0,700,0,2,2,0.00,55.78,65.48,73.75,10.78,10.78,10.78,0.00
144,0.00,12.00,8.40,8.40,8.40,8.40,0,700,0,4,4,0.00,38.40,39.71,46.69,4.00,4.00,4.00,0.00
145,0.00,21.00,14.70,14.70,14.70,14.70,0,700,0,4,4,0.00,42.87,46.78,51.02,7.00,7.00,7.00,0.00
146,0.00,37.00,25.90,25.90,25.90,25.90,1,704,0,4,4,0.00,30.38,33.06,39.42,12.33,12.33,12.33,0.00
147,0.00,37.00,25.90,25.90,25.90,25.90,1,704,0,2,2,0.00,41.26,45.55,54.45,12.33,12.33,12.33,0.00
148,0.00,37.00,25.90,25.90,25.90,25.90,1,703,0,4,4,0.00,43.91,50.15,57.01,12.33,12.33,12.33,0.00
149,0.00,37.00,25.90,25.90,25.90,25.90,1,703,0,4,4,0.00,50.52,56.61,62.34,12.33,12.33,12.33,0.00
150,0.00,37.00,25.90,25.90,25.90,25.90,1,702,0,4,4,0.00,55.37,59.98,70.84,12.33,12.33,12.33,0.00
151,0.00,37.00,25.90,25.90,25.90,25.90,1,702,0,4,4,0.00,39.76,44.20,51.70,12.33,12.33,12.33,0.00
152,0.00,4.00,2.80,2.80,2.80,2.80,0,710,0,1,1,0.00,52.66,59.20,68.59,1.33,1.33,1.33,0.00
153,0.00,4.00,2.80,2.80,2.80,2.80,0,710,0,1,1,0.00,42.31,47.09,53.75,1.33,1.33,1.33,0.00
154,0.00,5.70,3.99,3.99,3.99,3.99,1,710,0,4,4,0.00,40.09,43.98,48.97,1.90,1.90,1.90,0.00
155,0.00,8.50,5.95,5.95,5.95,5.95,0,710,0,4,4,0.00,35.83,39.44,45.81,2.83,2.83,2.83,0.00
156,0.00,19.50,13.65,13.65,13.65,13.65,0,737,0,2,2,0.00,60.45,66.15,73.00,6.50,6.50,6.50,0.00
157,0.00,39.00,27.30,27.30,27.30,27.30,1,738,0,4,4,0.00,52.36,57.73,64.17,13.00,13.00,13.00,0.00
158,0.00,11.50,8.05,8.05,8.05,8.05,1,739,0,4,4,0.00,56.83,62.94,74.88,3.83,3.83,3.83,0.00
159,0.00,32.00,22.40,22.40,22.40,22.40,1,739,0,1,1,0.00,48.59,53.21,60.28,10.67,10.67,10.67,0.00
160,0.00,12.00,8.40,8.40,8.40,8.40,0,741,0,1,1,0.00,50.01,55.97,63.78,4.00,4.00,4.00,0.00
161,0.00,32.00,22.40,22.40,22.40,22.40,0,741,0,1,1,0.00,43.69,47.57,52.79,10.67,10.67,10.67,0.00
162,0.00,5.00,3.50,3.50,3.50,3.50,0,742,0,4,4,0.00,52.09,58.65,65.23,1.67,1.67,1.67,0.00
163,0.00,6.70,4.69,4.69,4.69,4.69,0,749,0,4,4,0.00,50.12,57.10,62.33,2.23,2.23,2.23,0.00
164,0.00,5.60,3.92,3.92,3.92,3.92,0,749,0,1,1,0.00,41.00,46.41,49.67,1.87,1.87,1.87,0.00
165,0.00,26.60,18.62,18.62,18.62,18.62,1,750,0,2,2,0.00,50.17,55.54,66.97,8.87,8.87,8.87,0.00
166,1.00,7.00,4.90,4.90,4.90,4.90,1,751,0,1,1,84.40,29.09,31.35,34.58,2.00,2.00,2.00,0.00
167,0.00,5.00,3.50,3.50,3.50,3.50,0,756,0,4,4,0.00,46.71,51.99,53.92,1.67,1.67,1.67,0.00
168,0.00,23.50,16.45,16.45,16.45,16.45,0,763,0,1,1,0.00,46.92,51.60,57.74,7.83,7.83,7.83,0.00
169,0.00,6.00,4.20,4.20,4.20,4.20,0,765,0,1,1,0.00,43.65,46.23,55.38,2.00,2.00,2.00,0.00
170,0.00,6.00,4.20,4.20,4.20,4.20,0,766,0,4,4,0.00,55.56,63.06,76.52,2.00,2.00,2.00,0.00
171,0.00,37.50,26.25,26.25,26.25,26.25,1,765,0,2,2,0.00,45.64,52.21,57.41,12.50,12.50,12.50,0.00
172,0.00,37.50,26.25,26.25,26.25,26.25,1,766,0,2,2,0.00,42.43,47.34,55.37,12.50,12.50,12.50,0.00
173,0.00,0.60,0.42,0.42,0.42,0.42,0,767,0,4,4,0.00,44.64,48.63,58.60,0.20,0.20,0.20,0.00
174,0.00,26.10,18.27,18.27,18.27,18.27,0,767,0,2,2,0.00,43.87,49.12,59.27,8.70,8.70,8.70,0.00
175,0.00,1.60,1.12,1.12,1.12,1.12,0,767,0,1,1,0.00,36.71,41.24,49.64,0.53,0.53,0.53,0.00
176,0.00,1.10,0.77,0.77,0.77,0.77,0,767,0,4,4,0.00,39.51,41.24,45.21,0.37,0.37,0.37,0.00
177,0.00,37.50,26.25,26.25,26.25,26.25,0,771,0,4,4,0.00,45.86,48.41,53.92,12.50,12.50,12.50,0.00
178,0.00,34.00,23.80,23.80,23.80,23.80,1,771,0,4,4,0.00,41.29,44.49,47.16,11.33,11.33,11.33,0.00
179,0.00,8.00,5.60,5.60,5.60,5.60,0,791,0,2,2,0.00,54.05,60.37,69.91,2.67,2.67,2.67,0.00
180,0.00,15.00,10.50,10.50,10.50,10.50,0,791,0,4,4,0.00,32.37,35.64,38.98,5.00,5.00,5.00,0.00
181,0.00,19.00,13.30,13.30,13.30,13.30,0,792,0,2,2,0.00,35.62,39.26,46.12,6.33,6.33,6.33,0.00
182,0.00,31.00,21.70,21.70,21.70,21.70,1,806,0,2,2,0.00,41.23,45.30,50.54,10.33,10.33,10.33,0.00
183,0.00,31.00,21.70,21.70,21.70,21.70,1,806,0,2,2,0.00,45.40,50.99,61.25,10.33,10.33,10.33,0.00
184,0.00,31.00,21.70,21.70,21.70,21.70,1,807,0,1,1,0.00,33.04,36.74,45.13,10.33,10.33,10.33,0.00
185,0.00,31.00,21.70,21.70,21.70,21.70,1,807,0,2,2,0.00,53.13,57.29,66.10,10.33,10.33,10.33,0.00
186,0.00,31.00,21.70,21.70,21.70,21.70,1,808,0,4,4,0.00,27.42,30.50,33.24,10.33,10.33,10.33,0.00
187,0.00,31.00,21.70,21.70,21.70,21.70,1,808,0,2,2,0.00,53.27,58.39,69.64,10.33,10.33,10.33,0.00
188,0.00,40.80,28.56,28.56,28.56,28.56,1,812,0,4,4,0.00,35.19,39.94,47.12,13.60,13.60,13.60,0.00
189,1.00,32.00,22.40,22.40,22.40,22.40,1,820,0,1,1,66.04,37.46,42.62,46.84,10.33,10.33,10.33,0.00
190,1.00,32.00,22.40,22.40,22.40,22.40,0,820,0,2,2,67.11,37.19,39.81,45.43,10.33,10.33,10.33,0.00
191,1.00,32.00,22.40,22.40,22.40,22.40,1,821,0,2,2,62.66,33.76,37.51,43.97,10.33,10.33,10.33,0.00
192,1.00,32.00,22.40,22.40,22.40,22.40,1,821,0,4,4,62.71,41.17,46.72,53.25,10.33,10.33,10.33,0.00
193,1.00,32.00,22.40,22.40,22.40,22.40,1,821,0,4,4,78.39,39.78,43.23,51.36,10.33,10.33,10.33,0.00
194,1.00,32.00,22.40,22.40,22.40,22.40,1,821,0,2,2,72.67,33.21,37.18,46.19,10.33,10.33,10.33,0.00
195,0.00,13.00,9.10,9.10,9.10,9.10,0,831,0,1,1,0.00,36.36,40.22,47.25,4.33,4.33,4.33,0.00
196,0.00,7.00,4.90,4.90,4.90,4.90,0,831,0,2,2,0.00,28.41,31.78,36.70,2.33,2.33,2.33,0.00
197,0.00,2.40,1.68,1.68,1.68,1.68,0,834,0,1,1,0.00,44.18,50.00,59.97,0.80,0.80,0.80,0.00
198,0.00,27.00,18.90,18.90,18.90,18.90,1,835,0,1,1,0.00,42.05,47.62,56.47,9.00,9.00,9.00,0.00
199,0.00,20.00,14.00,14.00,14.00,14.00,0,836,0,1,1,0.00,55.83,61.03,72.01,6.67,6.67,6.67,0.00
