Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
54,2.20,11.00,7.70,7.70,7.70,7.70,1,287,0,1,1,176.11,59.09,66.12,72.47,2.93,2.93,2.93,0.00
55,1.80,9.00,6.30,6.30,6.30,6.30,1,287,0,4,4,149.89,57.55,62.56,71.95,2.40,2.40,2.40,0.00
56,2.48,12.40,8.68,8.68,8.68,8.68,1,604,0,2,2,150.80,37.28,40.46,45.25,3.31,3.31,3.31,0.00
57,5.06,25.30,17.71,17.71,17.71,17.71,1,132,0,2,2,275.82,52.90,59.38,65.03,6.75,6.75,6.75,1200.00
58,0.00,2.30,1.61,1.61,1.61,1.61,0,1165,0,2,2,0.00,37.68,40.53,47.78,0.77,0.77,0.77,0.00
59,0.00,3.00,2.10,2.10,2.10,2.10,1,1945,0,4,4,0.00,44.29,50.76,59.22,1.00,1.00,1.00,0.00
60,1.80,9.00,6.30,6.30,6.30,6.30,1,2151,0,4,4,114.11,32.77,36.17,39.29,2.40,2.40,2.40,0.00
61,2.80,14.00,9.80,9.80,9.80,9.80,1,383,0,1,1,220.15,43.91,48.00,53.58,3.73,3.73,3.73,0.00
62,2.80,14.00,9.80,9.80,9.80,9.80,1,382,0,4,4,195.72,56.60,59.73,67.16,3.73,3.73,3.73,0.00
63,2.56,12.80,8.96,8.96,8.96,8.96,1,2169,0,4,4,180.48,48.74,54.81,58.95,3.41,3.41,3.41,0.00
64,7.80,39.00,27.30,27.30,27.30,27.30,1,1563,0,4,4,598.28,28.20,30.40,35.97,10.40,10.40,10.40,3000.00
65,6.00,30.00,21.00,21.00,21.00,21.00,1,80,0,2,2,471.18,37.91,40.74,43.14,8.00,8.00,8.00,1600.00
66,1.20,6.00,4.20,4.20,4.20,4.20,1,104,0,2,2,72.53,34.50,37.60,44.82,1.60,1.60,1.60,0.00
67,2.20,11.00,7.70,7.70,7.70,7.70,1,147,0,2,2,153.48,27.47,31.22,36.52,2.93,2.93,2.93,0.00
68,2.40,12.00,8.40,8.40,8.40,8.40,1,1889,0,4,4,112.70,27.23,29.27,32.20,3.20,3.20,3.20,0.00
69,2.40,12.00,8.40,8.40,8.40,8.40,1,1889,0,4,4,152.34,58.81,63.36,75.63,3.20,3.20,3.20,0.00
70,0.00,5.00,3.50,3.50,3.50,3.50,1,1608,0,1,1,0.00,51.08,57.15,64.12,1.67,1.67,1.67,0.00
71,3.45,17.25,12.08,12.08,12.08,12.08,0,1353,0,1,1,195.52,22.48,24.45,28.52,4.60,4.60,4.60,0.00
72,7.56,37.80,26.46,26.46,26.46,26.46,1,1674,0,2,2,610.44,30.26,32.89,36.15,10.08,10.08,10.08,1700.00
73,7.56,37.80,26.46,26.46,26.46,26.46,1,1676,0,4,4,583.91,49.09,53.14,60.20,10.08,10.08,10.08,1900.00
74,7.56,37.80,26.46,26.46,26.46,26.46,1,1675,0,4,4,581.36,34.91,38.71,43.90,10.08,10.08,10.08,1800.00
75,1.38,6.90,4.83,4.83,4.83,4.83,1,1339,0,2,2,110.42,29.77,32.80,37.05,1.84,1.84,1.84,0.00
76,44.00,45.00,31.50,31.50,31.50,31.50,1,2022,0,4,4,2858.64,35.88,38.63,39.73,0.33,0.33,0.33,6800.00
77,44.00,45.00,31.50,31.50,31.50,31.50,1,2022,0,2,2,2806.20,29.27,32.82,38.62,0.33,0.33,0.33,8000.00
78,5.98,29.90,20.93,20.93,20.93,20.93,1,1962,0,2,2,363.51,33.99,37.40,42.06,7.97,7.97,7.97,1100.00
79,2.74,13.70,9.59,9.59,9.59,9.59,1,1963,0,2,2,171.90,42.22,47.33,53.32,3.65,3.65,3.65,0.00
80,4.16,20.80,14.56,14.56,14.56,14.56,1,1381,0,4,4,300.47,49.49,56.73,62.96,5.55,5.55,5.55,0.00
81,1.66,8.30,5.81,5.81,5.81,5.81,1,262,0,4,4,117.05,47.04,51.77,55.33,2.21,2.21,2.21,0.00
82,4.74,23.70,16.59,16.59,16.59,16.59,1,1974,0,4,4,276.92,26.41,28.15,32.22,6.32,6.32,6.32,0.00
83,4.74,23.70,16.59,16.59,16.59,16.59,1,1975,0,4,4,370.51,51.48,57.77,64.86,6.32,6.32,6.32,1500.00
84,4.74,23.70,16.59,16.59,16.59,16.59,1,1976,0,1,1,352.35,38.38,42.23,52.82,6.32,6.32,6.32,0.00
85,4.74,23.70,16.59,16.59,16.59,16.59,1,1973,0,2,2,379.71,33.73,37.04,41.59,6.32,6.32,6.32,0.00
86,3.40,17.00,11.90,11.90,11.90,11.90,1,598,0,1,1,300.05,46.18,50.74,56.69,4.53,4.53,4.53,0.00
87,1.40,7.00,4.90,4.90,4.90,4.90,0,598,0,2,2,84.03,25.51,28.85,32.46,1.87,1.87,1.87,0.00
88,3.40,17.00,11.90,11.90,11.90,11.90,1,598,0,1,1,266.92,50.11,54.58,62.56,4.53,4.53,4.53,0.00
89,4.80,24.00,16.80,16.80,16.80,16.80,1,846,0,2,2,329.68,34.00,38.58,46.70,6.40,6.40,6.40,0.00
90,4.80,24.00,16.80,16.80,16.80,16.80,1,844,0,2,2,379.80,48.63,54.49,65.53,6.40,6.40,6.40,1300.00
91,4.80,24.00,16.80,16.80,16.80,16.80,1,847,0,2,2,345.03,56.62,61.93,64.79,6.40,6.40,6.40,1500.00
92,4.80,24.00,16.80,16.80,16.80,16.80,1,845,0,1,1,440.13,31.49,34.88,40.42,6.40,6.40,6.40,0.00
93,3.60,18.00,12.60,12.60,12.60,12.60,1,1525,0,1,1,247.86,42.08,46.86,49.95,4.80,4.80,4.80,0.00
94,3.60,18.00,12.60,12.60,12.60,12.60,0,1778,0,2,2,324.13,38.73,41.69,48.99,4.80,4.80,4.80,1000.00
95,5.80,29.00,20.30,20.30,20.30,20.30,1,899,0,1,1,407.72,42.79,45.71,49.41,7.73,7.73,7.73,1200.00
96,5.80,29.00,20.30,20.30,20.30,20.30,1,900,0,4,4,452.12,47.19,53.01,61.40,7.73,7.73,7.73,1000.00
97,11.00,55.00,38.50,38.50,38.50,38.50,1,1724,0,2,2,782.99,34.68,37.52,40.77,14.67,14.67,14.67,3100.00
98,2.00,10.00,7.00,7.00,7.00,7.00,0,668,0,2,2,125.03,31.20,33.08,37.57,2.67,2.67,2.67,0.00
99,2.40,12.00,8.40,8.40,8.40,8.40,0,1251,0,1,1,182.04,36.23,39.51,44.70,3.20,3.20,3.20,0.00
100,0.00,2.00,1.40,1.40,1.40,1.40,0,1251,0,2,2,0.00,28.42,30.58,37.07,0.67,0.67,0.67,0.00
101,0.00,2.00,1.40,1.40,1.40,1.40,1,1589,0,1,1,0.00,38.74,43.38,45.03,0.67,0.67,0.67,0.00
102,6.20,31.00,21.70,21.70,21.70,21.70,1,346,0,4,4,399.12,25.98,27.54,30.88,8.27,8.27,8.27,1000.00
103,6.20,31.00,21.70,21.70,21.70,21.70,1,345,0,4,4,431.97,64.25,71.55,87.19,8.27,8.27,8.27,1000.00
104,6.20,31.00,21.70,21.70,21.70,21.70,1,345,0,4,4,376.40,20.44,22.96,27.74,8.27,8.27,8.27,0.00
105,6.20,31.00,21.70,21.70,21.70,21.70,1,347,0,2,2,404.08,31.03,32.99,38.94,8.27,8.27,8.27,1000.00
106,6.20,31.00,21.70,21.70,21.70,21.70,1,347,0,4,4,431.75,49.90,54.39,63.27,8.27,8.27,8.27,1300.00
107,6.20,31.00,21.70,21.70,21.70,21.70,1,346,0,4,4,501.91,50.96,57.86,67.56,8.27,8.27,8.27,0.00
108,4.80,24.00,16.80,16.80,16.80,16.80,1,890,0,1,1,383.08,44.54,47.99,56.35,6.40,6.40,6.40,0.00
109,4.80,24.00,16.80,16.80,16.80,16.80,1,886,0,2,2,307.70,29.82,34.18,39.16,6.40,6.40,6.40,0.00
110,4.80,24.00,16.80,16.80,16.80,16.80,1,888,0,4,4,411.92,62.38,70.57,79.40,6.40,6.40,6.40,1300.00
111,4.80,24.00,16.80,16.80,16.80,16.80,1,885,0,1,1,310.62,44.06,46.82,52.16,6.40,6.40,6.40,0.00
112,4.80,24.00,16.80,16.80,16.80,16.80,1,887,0,2,2,357.94,52.96,58.22,66.47,6.40,6.40,6.40,1000.00
113,4.80,24.00,16.80,16.80,16.80,16.80,1,889,0,2,2,380.64,44.69,50.70,57.28,6.40,6.40,6.40,1300.00
114,4.70,23.50,16.45,16.45,16.45,16.45,1,323,0,1,1,255.24,18.05,19.84,22.11,6.27,6.27,6.27,1000.00
115,5.40,27.00,18.90,18.90,18.90,18.90,1,1792,0,2,2,322.79,27.78,30.09,34.79,7.20,7.20,7.20,1200.00
116,5.40,27.00,18.90,18.90,18.90,18.90,1,1792,0,1,1,356.25,49.63,51.03,58.39,7.20,7.20,7.20,1100.00
117,6.40,32.00,22.40,22.40,22.40,22.40,1,2189,0,2,2,462.11,41.07,45.39,49.13,8.53,8.53,8.53,1800.00
118,4.00,20.02,14.01,14.01,14.01,14.01,1,1663,0,1,1,272.26,27.45,31.08,34.45,5.34,5.34,5.34,0.00
119,4.07,20.35,14.24,14.24,14.24,14.24,1,1663,0,2,2,312.13,34.65,37.62,43.95,5.43,5.43,5.43,1100.00
120,9.00,45.00,31.50,31.50,31.50,31.50,1,256,0,4,4,481.59,49.60,55.17,61.94,12.00,12.00,12.00,1100.00
121,9.00,45.00,31.50,31.50,31.50,31.50,1,256,0,4,4,427.25,31.93,35.44,42.49,12.00,12.00,12.00,0.00
122,0.00,1.74,1.22,1.22,1.22,1.22,1,1904,0,2,2,0.00,39.95,44.53,50.64,0.58,0.58,0.58,0.00
123,4.00,20.00,14.00,14.00,14.00,14.00,1,367,0,1,1,294.14,41.75,44.59,52.42,5.33,5.33,5.33,0.00
124,44.00,239.00,167.30,167.30,167.30,167.30,1,687,0,1,1,3388.93,58.40,67.20,79.70,65.00,65.00,65.00,13800.00
125,82.00,169.00,118.30,118.30,118.30,118.30,0,686,0,2,2,5514.85,21.78,23.68,27.68,29.00,29.00,29.00,6600.00
126,82.00,169.00,118.30,118.30,118.30,118.30,0,689,0,1,1,5625.90,36.25,39.73,47.68,29.00,29.00,29.00,18600.00
127,44.00,239.00,167.30,167.30,167.30,167.30,1,688,0,4,4,3127.37,57.66,61.27,63.37,65.00,65.00,65.00,6300.00
128,47.80,239.00,167.30,167.30,167.30,167.30,1,272,0,4,4,3056.07,37.85,41.65,48.85,63.73,63.73,63.73,10400.00
129,2.40,12.00,8.40,8.40,8.40,8.40,1,1959,0,2,2,157.99,36.91,40.99,47.09,3.20,3.20,3.20,0.00
130,0.00,4.00,2.80,2.80,2.80,2.80,1,1959,0,4,4,0.00,43.59,50.18,50.18,1.33,1.33,1.33,0.00
131,10.80,54.00,37.80,37.80,37.80,37.80,1,1371,0,2,2,623.79,47.87,52.22,57.51,14.40,14.40,14.40,1200.00
132,1.40,7.00,4.90,4.90,4.90,4.90,1,1726,0,2,2,72.79,37.00,39.14,43.67,1.87,1.87,1.87,0.00
133,4.20,21.00,14.70,14.70,14.70,14.70,0,1100,0,4,4,362.66,34.98,38.61,43.15,5.60,5.60,5.60,1100.00
134,0.00,2.00,1.40,1.40,1.40,1.40,0,1758,0,2,2,0.00,42.39,46.44,53.33,0.67,0.67,0.67,0.00
135,1.60,8.00,5.60,5.60,5.60,5.60,1,1758,0,4,4,119.33,41.88,46.23,50.83,2.13,2.13,2.13,0.00
136,1.60,8.00,5.60,5.60,5.60,5.60,1,1758,0,1,1,120.88,28.82,31.42,35.94,2.13,2.13,2.13,0.00
137,1.78,8.90,6.23,6.23,6.23,6.23,1,1161,0,4,4,147.86,43.86,47.81,53.93,2.37,2.37,2.37,0.00
138,4.40,22.00,15.40,15.40,15.40,15.40,1,1160,0,4,4,288.62,42.24,45.59,55.19,5.87,5.87,5.87,0.00
139,2.40,12.00,8.40,8.40,8.40,8.40,1,1117,0,4,4,160.77,26.41,28.89,32.30,3.20,3.20,3.20,0.00
140,3.20,16.00,11.20,11.20,11.20,11.20,1,1380,0,2,2,239.96,50.94,57.59,65.15,4.27,4.27,4.27,0.00
141,3.36,16.80,11.76,11.76,11.76,11.76,1,1380,0,2,2,207.51,27.46,29.91,34.32,4.48,4.48,4.48,0.00
142,1.34,6.70,4.69,4.69,4.69,4.69,1,315,0,2,2,111.50,10.75,12.06,13.81,1.79,1.79,1.79,0.00
143,1.12,5.60,3.92,3.92,3.92,3.92,1,315,0,1,1,84.09,46.55,50.82,59.44,1.49,1.49,1.49,0.00
144,2.00,10.00,7.00,7.00,7.00,7.00,1,2109,0,1,1,126.93,52.27,57.71,65.99,2.67,2.67,2.67,0.00
145,2.00,10.00,7.00,7.00,7.00,7.00,1,2109,0,4,4,143.74,44.01,47.33,53.18,2.67,2.67,2.67,0.00
146,4.68,23.40,16.38,16.38,16.38,16.38,1,205,0,4,4,309.27,35.91,40.18,46.82,6.24,6.24,6.24,0.00
147,5.20,26.00,18.20,18.20,18.20,18.20,1,1961,0,1,1,349.84,61.53,67.25,74.35,6.93,6.93,6.93,1000.00
148,5.20,26.00,18.20,18.20,18.20,18.20,1,1961,0,4,4,363.11,20.28,22.47,25.65,6.93,6.93,6.93,1000.00
149,0.00,2.50,1.75,1.75,1.75,1.75,1,2092,0,1,1,0.00,34.17,36.83,43.54,0.83,0.83,0.83,0.00
150,2.20,11.00,7.70,7.70,7.70,7.70,1,2092,0,4,4,167.98,33.17,35.42,38.51,2.93,2.93,2.93,0.00
151,6.00,30.00,21.00,21.00,21.00,21.00,1,2216,0,1,1,374.57,37.86,41.83,48.35,8.00,8.00,8.00,1100.00
152,6.00,30.00,21.00,21.00,21.00,21.00,1,2216,0,2,2,463.09,33.30,37.42,44.65,8.00,8.00,8.00,1500.00
153,8.60,43.00,30.10,30.10,30.10,30.10,0,873,0,2,2,575.83,40.96,44.24,53.26,11.47,11.47,11.47,2000.00
154,7.60,38.00,26.60,26.60,26.60,26.60,0,874,0,2,2,404.49,31.38,34.53,39.02,10.13,10.13,10.13,0.00
155,4.62,23.10,16.17,16.17,16.17,16.17,1,1504,0,2,2,343.13,51.20,57.71,70.66,6.16,6.16,6.16,0.00
156,4.62,23.10,16.17,16.17,16.17,16.17,1,1504,0,4,4,251.16,54.21,58.78,69.24,6.16,6.16,6.16,0.00
157,3.60,18.00,12.60,12.60,12.60,12.60,1,182,0,2,2,238.77,39.21,43.11,50.90,4.80,4.80,4.80,0.00
158,2.04,10.20,7.14,7.14,7.14,7.14,1,715,0,2,2,164.14,45.99,51.38,60.19,2.72,2.72,2.72,0.00
159,5.20,26.00,18.20,18.20,18.20,18.20,1,1112,0,1,1,427.44,34.19,38.05,43.24,6.93,6.93,6.93,0.00
160,2.30,11.50,8.05,8.05,8.05,8.05,1,2091,0,2,2,155.30,56.36,62.25,73.89,3.07,3.07,3.07,0.00
161,2.30,11.50,8.05,8.05,8.05,8.05,1,2091,0,2,2,151.43,58.13,64.24,72.24,3.07,3.07,3.07,0.00
162,2.60,13.00,9.10,9.10,9.10,9.10,1,1688,0,4,4,178.96,32.39,35.41,43.05,3.47,3.47,3.47,0.00
163,2.40,12.00,8.40,8.40,8.40,8.40,1,1688,0,1,1,123.73,34.32,37.75,44.25,3.20,3.20,3.20,0.00
164,8.00,40.00,28.00,28.00,28.00,28.00,1,785,0,1,1,725.50,43.94,49.70,58.58,10.67,10.67,10.67,1500.00
165,8.00,40.00,28.00,28.00,28.00,28.00,1,787,0,2,2,497.84,50.70,54.73,63.47,10.67,10.67,10.67,0.00
166,8.00,40.00,28.00,28.00,28.00,28.00,1,786,0,2,2,675.21,49.53,54.16,63.48,10.67,10.67,10.67,1600.00
167,2.40,12.00,8.40,8.40,8.40,8.40,1,1600,0,4,4,165.35,34.63,38.54,46.79,3.20,3.20,3.20,0.00
168,2.40,12.00,8.40,8.40,8.40,8.40,1,1600,0,1,1,197.46,53.21,58.72,69.22,3.20,3.20,3.20,0.00
169,1.60,8.00,5.60,5.60,5.60,5.60,1,336,0,1,1,142.73,41.53,45.56,53.38,2.13,2.13,2.13,0.00
170,3.00,15.00,10.50,10.50,10.50,10.50,1,336,0,4,4,232.39,19.16,21.79,24.22,4.00,4.00,4.00,0.00
171,3.80,19.00,13.30,13.30,13.30,13.30,1,335,0,1,1,350.54,41.77,44.40,48.31,5.07,5.07,5.07,1400.00
172,2.12,10.60,7.42,7.42,7.42,7.42,1,1775,0,4,4,134.00,41.19,43.59,48.96,2.83,2.83,2.83,0.00
173,4.28,21.40,14.98,14.98,14.98,14.98,1,1984,0,1,1,330.73,47.48,53.32,66.26,5.71,5.71,5.71,1200.00
174,7.80,39.00,27.30,27.30,27.30,27.30,0,1913,0,4,4,478.24,44.88,48.52,53.57,10.40,10.40,10.40,1900.00
175,17.40,87.00,60.90,60.90,60.90,60.90,1,1996,0,2,2,1006.79,23.44,26.99,30.89,23.20,23.20,23.20,3200.00
176,15.00,75.00,52.50,52.50,52.50,52.50,1,501,0,1,1,979.41,61.36,66.19,76.62,20.00,20.00,20.00,2400.00
177,15.00,75.00,52.50,52.50,52.50,52.50,1,502,0,2,2,912.11,32.78,36.47,43.66,20.00,20.00,20.00,3200.00
178,15.00,75.00,52.50,52.50,52.50,52.50,1,501,0,2,2,924.18,50.59,55.55,60.84,20.00,20.00,20.00,2200.00
179,15.00,75.00,52.50,52.50,52.50,52.50,1,502,0,2,2,1115.27,52.32,55.72,63.68,20.00,20.00,20.00,2700.00
180,8.28,41.40,28.98,28.98,28.98,28.98,0,551,0,4,4,533.41,41.76,47.58,59.37,11.04,11.04,11.04,1400.00
181,1.34,6.68,4.68,4.68,4.68,4.68,1,35,0,2,2,86.20,34.50,37.95,43.09,1.78,1.78,1.78,0.00
182,3.00,15.00,10.50,10.50,10.50,10.50,1,269,0,2,2,198.82,52.34,58.75,67.87,4.00,4.00,4.00,0.00
183,3.00,15.00,10.50,10.50,10.50,10.50,1,269,0,1,1,182.20,37.64,40.98,47.41,4.00,4.00,4.00,1000.00
184,0.00,1.00,0.70,0.70,0.70,0.70,1,2077,0,4,4,0.00,51.32,55.34,62.85,0.33,0.33,0.33,0.00
185,0.00,1.00,0.70,0.70,0.70,0.70,1,2077,0,1,1,0.00,37.72,42.56,47.44,0.33,0.33,0.33,0.00
186,0.00,1.00,0.70,0.70,0.70,0.70,1,2077,0,2,2,0.00,25.92,28.55,36.35,0.33,0.33,0.33,0.00
187,0.00,1.70,1.19,1.19,1.19,1.19,1,1092,0,2,2,0.00,39.94,43.50,50.50,0.57,0.57,0.57,0.00
188,4.52,22.60,15.82,15.82,15.82,15.82,1,1092,0,4,4,287.71,34.42,37.94,43.61,6.03,6.03,6.03,0.00
189,3.00,15.00,10.50,10.50,10.50,10.50,1,137,0,4,4,198.13,35.42,37.72,43.37,4.00,4.00,4.00,0.00
190,5.00,50.00,35.00,35.00,35.00,35.00,1,652,0,2,2,335.53,20.55,23.35,27.42,15.00,15.00,15.00,0.00
191,4.70,23.50,16.45,16.45,16.45,16.45,1,86,0,4,4,294.49,56.71,62.13,70.59,6.27,6.27,6.27,0.00
192,0.00,0.00,0.00,0.00,0.00,0.00,0,142,0,4,4,0.00,20.84,22.79,25.40,0.00,0.00,0.00,0.00
193,0.00,0.00,0.00,0.00,0.00,0.00,0,142,0,4,4,0.00,41.28,44.10,49.48,0.00,0.00,0.00,0.00
194,4.20,21.00,14.70,14.70,14.70,14.70,0,655,0,2,2,305.21,31.76,35.30,45.42,5.60,5.60,5.60,0.00
195,1.92,9.60,6.72,6.72,6.72,6.72,1,2201,0,2,2,148.25,48.18,51.99,62.20,2.56,2.56,2.56,0.00
196,5.00,25.00,17.50,17.50,17.50,17.50,1,152,0,1,1,395.55,43.81,47.64,58.39,6.67,6.67,6.67,0.00
