Line,Source,Target,Reactance,Flow Limit (MW),Vulnerable?,Zone
164,148,143,0.07789100,427,1,1
165,153,181,0.05696100,373,1,1
166,171,147,0.09638000,290,1,1
167,176,170,0.01318000,377,1,1
168,170,140,0.02593000,446,1,1
169,171,168,0.07621900,362,1,1
170,170,152,0.05225000,305,1,1
171,146,135,0.03252100,385,1,1
172,147,134,0.03188000,457,1,1
173,165,147,0.00331000,446,1,1
174,166,146,0.00331000,446,1,1
175,154,143,0.07685900,373,1,1
176,160,148,0.03465100,427,1,1
177,149,141,0.04130000,427,1,1
178,169,141,0.00721100,373,1,1
179,169,160,0.04483100,373,1,1
180,177,136,0.01655000,373,1,1
181,179,178,0.03697900,373,1,1
182,181,174,0.01778900,381,1,1
183,158,138,0.02696000,1150,1,1
184,164,139,0.01733000,915,1,1
185,162,163,0.01574000,1621,1,1
186,172,151,0.04326000,693,1,1
187,188,193,0.14253900,351,1,1
188,198,203,0.16014000,274,1,1
189,189,208,0.11132000,274,1,1
190,191,194,0.05919000,373,1,1
191,193,182,0.02114100,747,1,1
192,202,204,0.05578900,274,1,1
193,190,201,0.04196100,274,1,1
194,208,183,0.04236000,366,1,1
195,200,184,0.01548000,1358,1,1
196,186,192,0.02583000,831,1,1
197,195,187,0.02475000,1358,1,1
198,205,199,0.01768000,831,1,1
199,186,205,0.01569000,831,1,1
200,187,206,0.01569000,831,1,1
201,390,1,0.06612000,160,1,1
202,391,2,0.06612000,160,1,1
203,246,245,0.04727300,300,1,1
204,246,29,0.03678000,426,1,1
205,248,3,0.06736000,160,1,1
206,249,3,0.06736000,160,1,1
207,275,4,0.06901000,160,1,1
208,276,5,0.06901000,160,1,1
209,339,6,0.06859900,160,1,1
210,339,7,0.06859900,160,1,1
211,340,9,0.06188000,250,1,1
212,351,11,0.06775000,160,1,1
213,352,11,0.06775000,160,1,1
214,353,12,0.06775000,160,1,1
215,359,13,0.05244000,330,1,1
216,366,15,0.05244000,330,1,1
217,383,17,0.06839100,160,1,1
218,382,18,0.06839100,160,1,1
219,388,19,0.06901000,160,1,1
220,389,20,0.06901000,160,1,1
221,395,21,0.06612000,160,1,1
222,396,22,0.06612000,160,1,1
223,401,23,0.06901000,160,1,1
224,402,23,0.06901000,160,1,2
225,403,24,0.06797900,160,1,1
226,404,24,0.06901000,160,1,1
227,410,25,0.06188000,250,1,1
228,462,30,0.06818000,160,1,1
229,486,31,0.06119000,250,1,1
230,487,31,0.06119000,250,1,1
231,543,32,0.07107000,160,1,1
232,570,34,0.06901000,160,1,1
233,571,34,0.06901000,160,1,1
234,584,35,0.06680000,160,1,2
235,584,35,0.06680000,160,1,2
236,589,36,0.06715100,160,1,2
237,609,38,0.07808100,160,1,2
238,613,39,0.06615900,160,1,2
239,661,43,0.06775000,160,1,2
240,663,47,0.06946100,160,1,2
241,665,49,0.06052000,250,1,2
242,692,50,0.06052000,250,1,2
243,693,50,0.06156000,250,1,2
244,711,51,0.06615900,160,1,2
245,727,54,0.06235000,250,1,2
246,730,53,0.05984000,250,1,2
247,737,56,0.06839100,160,1,2
248,755,61,0.06775000,160,1,2
249,754,61,0.06775000,160,1,2
250,765,62,0.06783100,160,1,2
251,764,63,0.06831000,160,1,2
252,774,64,0.06080000,250,1,2
253,775,65,0.06235000,250,1,2
254,803,66,0.06753900,160,1,2
255,828,68,0.06762000,160,1,2
256,850,69,0.06777100,160,1,1
257,880,72,0.06797900,160,1,2
258,897,75,0.06921100,160,1,2
259,998,82,0.06269000,250,1,1
260,999,82,0.06269000,250,1,1
261,1088,83,0.06694000,160,1,1
262,1089,83,0.06653100,160,1,1
263,1111,84,0.06550000,160,1,2
264,1110,85,0.07045000,160,1,2
265,1186,88,0.06983100,160,1,2
266,1187,89,0.06777100,160,1,2
267,1232,94,0.06736000,160,1,2
268,1231,95,0.06694000,160,1,2
269,1246,96,0.06839100,160,1,2
270,1254,100,0.06694000,160,1,2
271,1253,101,0.06694000,160,1,2
272,1285,102,0.06756000,160,1,2
273,1284,103,0.06756000,160,1,2
274,1287,104,0.06653100,160,1,2
275,1362,105,0.06859900,160,1,2
276,1350,106,0.09359900,160,1,2
277,1352,107,0.09277100,160,1,2
278,1387,108,0.06715100,160,1,2
279,1393,110,0.06570000,160,1,2
280,1433,111,0.06756000,160,1,2
281,1572,113,0.06756000,160,1,2
282,1632,115,0.06269000,250,1,2
283,1634,115,0.06294000,250,1,2
284,1677,116,0.06736000,160,1,2
285,1687,119,0.06674000,160,1,2
286,1795,120,0.05988000,250,1,2
287,1797,122,0.06119000,250,1,2
288,1798,123,0.06269000,250,1,2
289,1823,124,0.06694000,160,1,2
290,1843,125,0.06859900,160,1,2
291,1842,126,0.06818000,160,1,2
292,1863,129,0.06756000,160,1,2
293,1864,130,0.06550000,160,1,2
294,1933,134,0.06250000,160,1,1
295,1955,136,0.06818000,160,1,1
296,1956,136,0.06818000,160,1,1
297,1979,137,0.06688000,160,1,1
298,1981,138,0.06206000,250,1,1
299,1982,139,0.06206000,250,1,1
300,1987,140,0.06688000,160,1,1
301,2013,141,0.06688000,160,1,1
302,2019,143,0.06653100,160,1,1
303,2020,143,0.06653100,160,1,1
304,2081,144,0.06818000,160,1,1
305,2082,144,0.06818000,160,1,1
306,2097,146,0.06851000,160,1,1
307,2096,147,0.23140100,80,1,1
308,2098,2096,0.45247900,80,1,1
309,2098,147,0.22624000,80,1,1
310,2108,148,0.06135900,160,1,1
311,2150,152,0.05930000,160,1,1
312,2158,153,0.05930000,160,1,1
313,2159,154,0.05930000,160,1,1
314,2175,156,0.09277100,160,1,1
315,2176,155,0.06694000,160,1,1
316,2181,160,0.06135900,160,1,1
317,2182,160,0.06859900,160,1,1
318,2213,162,0.06188000,330,1,1
319,2216,163,0.06188000,330,1,1
320,2217,163,0.05931000,250,1,1
321,2218,165,0.07033100,160,1,1
322,2237,168,0.05930000,160,1,1
323,2238,168,0.05930000,160,1,1
324,2239,169,0.10601000,100,1,1
325,2240,169,0.10601000,100,1,1
326,2242,171,0.05930000,160,1,1
327,2241,172,0.06188000,330,1,1
328,2242,172,0.06206000,250,1,1
329,2255,174,0.06653100,160,1,1
330,2256,175,0.06775000,160,1,1
331,2261,176,0.05228900,160,1,1
332,2325,177,0.06818000,160,1,1
333,2326,178,0.06818000,160,1,1
334,2430,179,0.06632000,160,1,1
335,2452,181,0.06632000,160,1,1
336,2451,181,0.06632000,160,1,1
337,2473,182,0.06584900,160,1,1
338,2497,185,0.05969000,250,1,1
339,2506,186,0.06437000,250,1,1
340,2507,187,0.06437000,250,1,1
341,2510,189,0.18657000,120,1,1
342,2511,188,0.06694000,160,1,1
343,2527,190,0.06671100,160,1,1
344,2529,191,0.06671100,160,1,1
345,2528,192,0.04206000,330,1,1
346,2535,193,0.06736000,160,1,1
347,2536,194,0.06736000,160,1,1
348,2600,196,0.05411000,330,1,1
349,2603,197,0.06756000,160,1,1
350,2604,198,0.06756000,160,1,1
351,2669,199,0.04206000,330,1,1
352,2689,202,0.10620000,100,1,1
353,2688,201,0.06750000,160,1,1
354,2706,203,0.06736000,160,1,1
355,2706,204,0.06671100,160,1,1
356,2726,205,0.05969000,250,1,1
357,2727,205,0.05969000,250,1,1
358,2729,207,0.06797900,160,1,1
359,2730,208,0.06775000,160,1,1
360,2592,346,0.10132200,90,1,1
361,2087,289,0.06124000,102,1,1
362,2122,312,0.06281000,111,1,1
363,1932,416,0.10860300,108,1,1
364,2069,221,0.10504100,87,1,1
365,2383,522,0.10396700,87,1,1
366,1262,242,0.08099200,120,1,1
367,1272,435,0.07106600,90,0,2
368,672,377,0.08387600,90,1,2
369,624,402,0.13024800,90,1,2
370,770,460,0.09008300,90,1,2
371,824,1278,0.07933900,69,1,2
372,673,1578,0.06033100,58,1,2
373,737,1657,0.13966900,137,1,2
374,763,1360,0.05371900,69,1,2
375,1741,593,0.04909100,90,1,2
376,2207,1148,0.06612400,90,1,1
377,2423,1147,0.12066100,67,0,1
378,2429,981,0.02727300,90,1,1
379,2660,2157,0.18429800,50,1,1
380,2493,2363,0.06074400,69,1,1
381,2695,2016,0.05115700,90,1,1
382,2681,2218,0.09668600,120,1,1
383,2617,2218,0.20008300,120,1,1
384,2622,2219,0.11520700,120,1,1
385,2575,2096,0.08760300,120,1,1
386,2567,1937,0.10743800,120,1,1
387,2587,2219,0.18322300,137,1,1
388,1691,786,0.06446300,58,1,2
389,2657,2206,0.07438000,137,1,1
390,660,449,0.32396700,133,1,2
391,1290,2079,0.05041300,57,1,1
392,522,1212,0.11322300,90,1,1
393,660,460,0.05314100,120,1,2
394,661,252,0.13050400,90,1,2
395,509,1014,0.02975200,137,1,1
396,2541,2394,0.08925600,90,1,1
397,758,377,0.04504100,137,1,2
398,706,330,0.10148800,90,1,2
399,691,449,0.13024800,90,1,2
400,2559,254,0.12644600,76,1,1
401,2592,240,0.06719000,76,1,1
402,724,476,0.05570300,137,1,2
403,824,1671,0.04298400,69,1,2
404,1771,705,0.04049600,120,1,2
405,1709,705,0.03387600,69,1,2
406,1595,736,0.06281000,90,1,2
407,756,330,0.07528900,90,1,2
408,2679,369,0.11900800,76,1,1
409,2464,333,0.09504100,69,1,1
410,661,467,0.18586800,133,1,2
411,708,445,0.09668600,34,1,2
412,2547,2337,0.07190100,69,1,1
413,654,1018,0.05867800,137,1,2
414,2591,2394,0.09917300,69,1,1
415,2588,344,0.06760300,13,0,1
416,1520,2139,0.03719000,114,1,1
417,425,354,0.02867800,133,1,1
418,314,220,0.06355400,133,1,1
419,561,517,0.02206600,133,1,1
420,424,561,0.01801700,133,1,1
421,561,565,0.00949600,133,0,1
422,343,339,0.06106600,120,0,1
423,342,340,0.06190100,120,1,1
424,385,339,0.04487600,120,1,1
425,473,340,0.05958700,120,1,1
426,261,401,0.05851200,90,0,1
427,262,402,0.06124000,90,0,2
428,456,340,0.00776900,137,1,1
429,477,401,0.07612400,90,1,1
430,517,456,0.04396700,137,1,1
431,423,345,0.07157000,90,1,1
432,367,239,0.05991700,90,1,1
433,422,237,0.07966900,133,1,1
434,477,272,0.12165300,90,1,1
435,459,447,0.19074400,90,1,1
436,462,253,0.10008300,133,1,1
437,285,275,0.06455400,133,0,1
438,300,276,0.06876000,133,0,2
439,327,389,0.07736400,120,1,1
440,328,327,0.00801700,120,1,1
441,331,259,0.08281000,90,1,1
442,373,276,0.07446300,133,1,2
443,573,427,0.09512400,133,1,1
444,386,312,0.04455400,133,1,1
445,335,238,0.07685900,120,1,1
446,382,324,0.10347100,133,1,1
447,383,370,0.08314100,90,1,1
448,370,286,0.07975200,133,1,1
449,387,354,0.02024800,90,1,1
450,415,371,0.12132200,133,1,1
451,533,462,0.07322300,133,1,1
452,581,325,0.10455400,90,1,1
453,462,223,0.08263600,133,1,1
454,461,475,0.15504100,133,1,1
455,451,423,0.07809900,133,1,1
456,288,399,0.02281000,133,1,1
457,490,452,0.04438000,137,1,1
458,534,291,0.05272700,120,1,1
459,271,317,0.03041300,133,1,1
460,317,349,0.01933900,137,1,1
461,564,516,0.01471100,133,0,1
462,211,353,0.01933900,137,1,1
463,211,358,0.01991700,137,1,1
464,548,353,0.01082600,133,1,1
465,557,502,0.02066100,120,1,1
466,558,503,0.02066100,120,1,1
467,503,493,0.01776900,133,1,1
468,494,352,0.01900800,133,1,1
469,543,354,0.02694200,120,1,1
470,531,352,0.03396700,120,1,1
471,525,353,0.02719000,120,1,1
472,541,530,0.00942100,120,1,1
473,535,560,0.02528900,120,1,1
474,490,353,0.00512400,133,1,1
475,491,353,0.00668600,133,1,1
476,535,524,0.04801600,120,1,1
477,538,548,0.03966900,133,1,1
478,536,535,0.01057800,120,1,1
479,537,534,0.01057800,120,1,1
480,558,542,0.01760300,120,1,1
481,558,500,0.00305800,120,1,1
482,538,502,0.00694200,133,1,1
483,517,340,0.04446300,133,1,1
484,563,274,0.01579300,120,1,1
485,526,274,0.03471100,120,1,1
486,339,273,0.02825600,120,1,1
487,336,273,0.00528900,120,1,1
488,534,336,0.01958700,120,1,1
489,550,337,0.03214900,120,1,1
490,539,495,0.00165300,109,1,1
491,495,560,0.00720700,120,1,1
492,531,560,0.00354500,120,1,1
493,352,359,0.03917400,133,1,1
494,518,359,0.01413200,133,1,1
495,348,506,0.03562000,133,1,1
496,557,348,0.00148800,133,1,1
497,544,271,0.01165300,133,1,1
498,503,418,0.00586800,95,1,1
499,353,575,0.01694200,133,1,1
500,352,515,0.01281000,133,1,1
501,523,543,0.00190100,98,1,1
502,530,525,0.00793400,120,1,1
503,545,491,0.00991700,133,1,1
504,506,576,0.00174400,133,1,1
505,541,534,0.01066100,120,1,1
506,550,500,0.02462800,120,1,1
507,547,530,0.02231400,133,1,1
508,547,534,0.01893400,133,1,1
509,532,531,0.00686000,133,1,1
510,535,532,0.04132200,133,1,1
511,518,576,0.01139700,133,1,1
512,349,507,0.00148800,133,1,1
513,520,575,0.00694200,133,1,1
514,519,514,0.00785100,133,1,1
515,558,544,0.00991700,133,1,1
516,557,220,0.02975200,120,1,1
517,535,504,0.03876000,120,1,1
518,501,337,0.05355400,120,1,1
519,504,501,0.00851200,120,1,1
520,542,517,0.02206600,120,1,1
521,549,516,0.01231400,120,1,1
522,546,401,0.06355400,133,1,1
523,524,402,0.04017400,120,1,1
524,516,496,0.02785100,133,1,1
525,517,399,0.06644600,133,1,1
526,543,540,0.00371900,109,1,1
527,339,563,0.01331400,120,1,1
528,528,523,0.00231400,98,1,1
529,419,529,0.00231400,98,1,1
530,549,526,0.01099200,120,1,1
531,507,358,0.01272700,133,1,1
532,467,330,0.10785100,133,1,2
533,355,293,0.06975200,133,1,1
534,408,341,0.12000000,90,1,2
535,580,463,0.07628100,90,1,1
536,521,424,0.03719000,120,1,1
537,408,252,0.03124000,90,1,2
538,463,447,0.09586800,90,1,1
539,378,239,0.03075200,90,1,1
540,413,378,0.01966900,90,1,1
541,253,231,0.02982600,133,1,1
542,420,231,0.02544600,133,1,1
543,448,447,0.02090900,133,1,1
544,521,433,0.03925600,90,1,1
545,555,434,0.13933900,90,1,1
546,527,521,0.01157000,90,0,1
547,481,212,0.08272700,90,0,1
548,425,421,0.01420700,120,1,1
549,422,383,0.19198300,133,1,1
550,512,239,0.00925600,133,1,1
551,382,379,0.01298400,133,1,1
552,566,380,0.05512400,133,1,1
553,554,551,0.01933900,90,1,1
554,473,290,0.03041300,133,1,1
555,417,345,0.10124000,90,1,1
556,380,382,0.01446300,133,1,1
557,417,379,0.01206600,90,1,1
558,383,381,0.12860300,133,1,1
559,381,335,0.05586800,120,1,1
560,555,335,0.13512400,120,1,1
561,499,335,0.12768600,133,1,1
562,315,371,0.06405000,133,1,1
563,387,223,0.10818200,90,1,1
564,266,421,0.01090900,133,1,1
565,266,420,0.01132200,133,1,1
566,556,212,0.06843000,90,0,1
567,557,496,0.01736400,120,1,1
568,527,481,0.05743800,90,0,1
569,451,239,0.04298400,90,1,1
570,290,281,0.02917400,133,1,1
571,355,342,0.07520700,133,1,1
572,447,293,0.03793400,133,1,1
573,512,315,0.02256200,90,1,1
574,497,239,0.01139700,133,1,1
575,449,448,0.02074400,133,1,2
576,316,314,0.02281000,133,1,1
577,566,393,0.06479300,133,1,1
578,551,393,0.08462800,90,1,1
579,580,499,0.01752100,133,1,1
580,244,382,0.05661200,133,0,1
581,361,244,0.08809900,133,0,1
582,341,472,0.07157000,133,1,1
583,497,288,0.04471100,133,1,1
584,413,371,0.01752100,133,1,1
585,291,401,0.01776900,120,1,1
586,452,402,0.03420700,137,1,1
587,280,385,0.01851200,133,1,1
588,321,311,0.00727300,120,1,1
589,310,275,0.00958700,120,1,1
590,318,304,0.01661200,120,1,1
591,432,275,0.04636400,120,1,1
592,510,276,0.01487600,120,1,1
593,329,275,0.02272700,133,1,1
594,303,241,0.00281000,120,1,1
595,308,241,0.02636400,120,1,1
596,478,308,0.01387600,120,1,1
597,305,309,0.01190100,120,1,1
598,579,307,0.00198300,120,1,1
599,305,579,0.00991700,120,1,1
600,570,307,0.01644600,123,1,1
601,562,326,0.02387600,120,1,1
602,297,562,0.00644600,120,1,1
603,570,562,0.01818200,120,1,1
604,442,306,0.01239700,120,1,1
605,442,389,0.01793400,120,1,1
606,571,478,0.01298400,120,1,1
607,570,443,0.02263600,120,1,1
608,389,236,0.03628100,120,1,1
609,311,236,0.04701700,120,1,1
610,322,306,0.01612400,120,1,1
611,334,276,0.02801700,120,1,1
612,323,306,0.00860300,120,1,1
613,326,323,0.00033100,120,1,1
614,334,303,0.01124000,120,1,1
615,309,297,0.00677700,120,1,1
616,468,259,0.03231400,120,1,1
617,443,468,0.04785100,120,1,1
618,310,304,0.01371900,120,1,1
619,229,570,0.00429800,11,0,1
620,284,275,0.05198400,120,1,1
621,388,284,0.04668600,120,1,1
622,388,347,0.01017400,120,1,1
623,230,571,0.00429800,11,0,1
624,511,310,0.00825600,120,1,1
625,329,319,0.02471100,120,1,1
626,511,319,0.00818200,120,1,1
627,426,347,0.01446300,120,1,1
628,466,389,0.02537200,120,1,1
629,466,321,0.03057900,120,1,1
630,388,318,0.04115700,120,1,1
631,302,388,0.01975200,120,1,1
632,292,388,0.03860300,120,1,1
633,292,302,0.01809900,120,1,1
634,571,386,0.07214900,120,1,1
635,510,311,0.01256200,120,1,1
636,570,432,0.01495900,120,1,1
637,298,571,0.01520700,120,0,1
638,483,403,0.08867800,120,1,1
639,428,258,0.08223100,120,0,1
640,440,428,0.00471100,120,0,1
641,412,404,0.02139700,120,1,1
642,479,462,0.03544600,90,1,1
643,582,219,0.02612400,90,1,1
644,582,356,0.03768600,90,1,1
645,569,328,0.04652900,120,1,1
646,283,234,0.03038800,183,1,1
647,572,464,0.05387600,91,1,1
648,569,446,0.03272700,90,1,1
649,446,416,0.07331400,120,1,1
650,394,416,0.01256200,90,0,1
651,569,296,0.04363600,120,1,1
652,444,296,0.07942200,120,1,1
653,486,453,0.02628100,120,1,1
654,453,444,0.06181800,120,1,1
655,372,285,0.01347100,133,0,1
656,376,483,0.08512400,133,1,2
657,454,372,0.13263600,133,0,1
658,498,455,0.00843000,133,0,1
659,277,464,0.03727300,90,1,1
660,441,482,0.01247900,90,1,1
661,484,441,0.01174400,90,1,1
662,488,483,0.01612400,90,1,1
663,489,485,0.00834700,69,1,1
664,461,325,0.09471100,90,1,1
665,430,373,0.10603300,90,1,2
666,440,436,0.00785100,120,0,1
667,482,224,0.03893400,120,1,1
668,470,404,0.03479300,114,1,1
669,470,224,0.03198300,114,1,1
670,508,487,0.04214900,133,1,1
671,486,243,0.00942100,120,1,1
672,438,391,0.02420700,183,1,1
673,390,232,0.04446300,120,1,1
674,439,264,0.01111600,183,1,1
675,391,213,0.06380200,120,1,1
676,233,376,0.01157000,133,1,2
677,400,360,0.09314100,120,1,2
678,232,214,0.02214900,120,1,1
679,412,213,0.07247900,120,1,1
680,577,430,0.04768600,120,1,2
681,577,445,0.06331400,120,1,2
682,574,214,0.06694200,120,1,1
683,356,272,0.02793400,120,1,1
684,406,403,0.01586800,120,1,1
685,461,228,0.02768600,120,0,1
686,406,390,0.13701700,120,1,1
687,301,484,0.07893400,120,0,1
688,390,265,0.01272700,183,1,1
689,391,264,0.01206600,183,1,1
690,234,245,0.05314900,183,1,1
691,438,245,0.00719000,229,1,1
692,282,265,0.02272700,183,1,1
693,391,257,0.06314100,133,0,1
694,228,498,0.11719000,120,0,1
695,222,277,0.09347100,90,1,1
696,522,487,0.06247900,133,1,1
697,332,325,0.02322300,90,1,1
698,569,572,0.03933900,120,1,1
699,233,360,0.09438000,120,1,2
700,219,479,0.05933900,90,1,1
701,476,400,0.06438000,120,1,2
702,568,522,0.07933900,133,1,1
703,568,277,0.07281000,133,1,1
704,398,409,0.02619800,90,0,1
705,396,392,0.02544600,133,1,1
706,397,362,0.03000000,120,0,1
707,411,363,0.05405000,133,0,1
708,409,267,0.06438000,133,1,1
709,559,294,0.01867800,133,1,1
710,559,267,0.05387600,133,1,1
711,559,457,0.03495900,133,0,1
712,312,295,0.08743800,133,1,1
713,263,237,0.06272700,133,1,1
714,375,263,0.06495900,133,1,1
715,465,410,0.08223100,133,1,1
716,225,465,0.02298400,133,1,1
717,397,251,0.07413200,133,1,1
718,431,368,0.12760300,133,1,1
719,469,392,0.06024800,133,1,1
720,469,415,0.09966900,133,1,1
721,458,295,0.02950400,133,0,1
722,581,294,0.06380200,90,1,1
723,480,240,0.07157000,133,1,1
724,414,395,0.00619800,133,1,1
725,429,395,0.01710700,90,1,1
726,268,397,0.01000000,133,1,1
727,396,365,0.03099200,133,0,1
728,410,364,0.03462800,133,0,1
729,407,357,0.01298400,133,1,1
730,367,237,0.15900800,90,1,1
731,578,240,0.10420700,133,1,1
732,429,409,0.01603300,133,1,1
733,368,235,0.03000000,133,1,1
734,235,237,0.02214900,133,1,1
735,295,289,0.04298400,120,1,1
736,411,357,0.03776900,133,1,1
737,410,397,0.04115700,133,1,1
738,431,410,0.14528900,133,1,1
739,411,395,0.07429800,120,1,1
740,480,333,0.07239700,133,1,1
741,533,268,0.13371900,133,1,1
742,346,375,0.03157000,90,1,1
743,475,251,0.06694200,133,1,1
744,578,225,0.10124000,133,1,1
745,414,407,0.00818200,133,1,1
746,217,215,0.02256200,133,1,1
747,227,366,0.11628100,90,1,1
748,227,209,0.17736400,90,1,1
749,269,227,0.09000000,90,1,1
750,278,218,0.08719000,133,1,1
751,513,278,0.09124000,133,1,1
752,256,255,0.01991700,133,1,1
753,567,324,0.08190100,133,1,1
754,370,320,0.03380200,90,1,1
755,226,286,0.08214900,133,1,1
756,374,247,0.08966900,90,1,1
757,474,248,0.02387600,133,1,1
758,471,210,0.11710700,133,1,1
759,279,324,0.01214900,133,1,1
760,249,247,0.04272700,90,1,1
761,256,249,0.06314100,90,1,1
762,218,215,0.00851200,133,1,1
