Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
43,9.91,9.32,8.87,8.73,8.73,8.87,10.94,12.72,14.05,14.20,14.20,14.05,14.05,14.05,13.75,13.90,14.64,14.79,14.79,14.20,13.46,12.28,10.80,9.32,1
44,20.80,19.55,18.62,18.31,18.31,18.62,22.97,26.69,29.49,29.80,29.80,29.49,29.49,29.49,28.87,29.18,30.73,31.04,31.04,29.80,28.25,25.76,22.66,19.55,1
45,17.33,16.30,15.52,15.26,15.26,15.52,19.14,22.24,24.57,24.83,24.83,24.57,24.57,24.57,24.06,24.31,25.61,25.87,25.87,24.83,23.54,21.47,18.88,16.30,1
46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
55,10.40,9.78,9.31,9.16,9.16,9.31,11.48,13.35,14.74,14.90,14.90,14.74,14.74,14.74,14.43,14.59,15.36,15.52,15.52,14.90,14.12,12.88,11.33,9.78,1
56,9.91,9.32,8.87,8.73,8.73,8.87,10.94,12.72,14.05,14.20,14.20,14.05,14.05,14.05,13.75,13.90,14.64,14.79,14.79,14.20,13.46,12.28,10.80,9.32,1
57,10.40,9.78,9.31,9.16,9.16,9.31,11.48,13.35,14.74,14.90,14.90,14.74,14.74,14.74,14.43,14.59,15.36,15.52,15.52,14.90,14.12,12.88,11.33,9.78,1
58,9.91,9.32,8.87,8.73,8.73,8.87,10.94,12.72,14.05,14.20,14.20,14.05,14.05,14.05,13.75,13.90,14.64,14.79,14.79,14.20,13.46,12.28,10.80,9.32,1
59,145.16,136.49,129.99,127.83,127.83,129.99,160.32,186.32,205.82,207.99,207.99,205.82,205.82,205.82,201.49,203.65,214.49,216.65,216.65,207.99,197.15,179.82,158.16,136.49,1
60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
70,6.17,5.80,5.53,5.44,5.44,5.53,6.82,7.92,8.75,8.84,8.84,8.75,8.75,8.75,8.57,8.66,9.12,9.21,9.21,8.84,8.38,7.65,6.72,5.80,1
71,7.20,6.77,6.45,6.34,6.34,6.45,7.95,9.24,10.21,10.32,10.32,10.21,10.21,10.21,10.00,10.10,10.64,10.75,10.75,10.32,9.78,8.92,7.85,6.77,1
72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
78,23.40,22.00,20.95,20.60,20.60,20.95,25.84,30.03,33.17,33.52,33.52,33.17,33.17,33.17,32.48,32.82,34.57,34.92,34.92,33.52,31.78,28.98,25.49,22.00,1
79,7.80,7.33,6.98,6.87,6.87,6.98,8.61,10.01,11.06,11.17,11.17,11.06,11.06,11.06,10.83,10.94,11.52,11.64,11.64,11.17,10.59,9.66,8.50,7.33,1
80,8.95,8.42,8.01,7.88,7.88,8.01,9.88,11.49,12.69,12.82,12.82,12.69,12.69,12.69,12.42,12.56,13.22,13.36,13.36,12.82,12.16,11.09,9.75,8.42,1
81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
82,30.33,28.52,27.16,26.71,26.71,27.16,33.50,38.93,43.00,43.46,43.46,43.00,43.00,43.00,42.10,42.55,44.81,45.27,45.27,43.46,41.19,37.57,33.04,28.52,1
83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
86,32.84,30.87,29.40,28.91,28.91,29.40,36.27,42.15,46.56,47.05,47.05,46.56,46.56,46.56,45.58,46.07,48.52,49.01,49.01,47.05,44.60,40.68,35.78,30.87,1
87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
98,13.89,13.06,12.44,12.23,12.23,12.44,15.34,17.83,19.69,19.90,19.90,19.69,19.69,19.69,19.28,19.48,20.52,20.73,20.73,19.90,18.86,17.20,15.13,13.06,1
99,6.73,6.33,6.02,5.92,5.92,6.02,7.43,8.64,9.54,9.64,9.64,9.54,9.54,9.54,9.34,9.44,9.94,10.04,10.04,9.64,9.14,8.33,7.33,6.33,1
100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
101,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
102,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
103,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
104,12.13,11.41,10.86,10.68,10.68,10.86,13.40,15.57,17.20,17.38,17.38,17.20,17.20,17.20,16.84,17.02,17.93,18.11,18.11,17.38,16.48,15.03,13.22,11.41,1
105,12.13,11.41,10.86,10.68,10.68,10.86,13.40,15.57,17.20,17.38,17.38,17.20,17.20,17.20,16.84,17.02,17.93,18.11,18.11,17.38,16.48,15.03,13.22,11.41,1
106,6.07,5.70,5.43,5.34,5.34,5.43,6.70,7.79,8.60,8.69,8.69,8.60,8.60,8.60,8.42,8.51,8.96,9.05,9.05,8.69,8.24,7.51,6.61,5.70,1
107,6.93,6.52,6.21,6.10,6.10,6.21,7.66,8.90,9.83,9.93,9.93,9.83,9.83,9.83,9.62,9.73,10.24,10.35,10.35,9.93,9.42,8.59,7.55,6.52,1
108,0.90,0.85,0.81,0.80,0.80,0.81,1.00,1.16,1.28,1.30,1.30,1.28,1.28,1.28,1.26,1.27,1.34,1.35,1.35,1.30,1.23,1.12,0.99,0.85,1
109,1.09,1.03,0.98,0.96,0.96,0.98,1.20,1.40,1.55,1.56,1.56,1.55,1.55,1.55,1.51,1.53,1.61,1.63,1.63,1.56,1.48,1.35,1.19,1.03,1
110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
114,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
117,6.93,6.52,6.21,6.10,6.10,6.21,7.66,8.90,9.83,9.93,9.93,9.83,9.83,9.83,9.62,9.73,10.24,10.35,10.35,9.93,9.42,8.59,7.55,6.52,1
118,4.77,4.48,4.27,4.20,4.20,4.27,5.26,6.12,6.76,6.83,6.83,6.76,6.76,6.76,6.62,6.69,7.04,7.11,7.11,6.83,6.47,5.90,5.19,4.48,1
119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
120,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
121,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
122,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
125,15.89,14.95,14.23,14.00,14.00,14.23,17.56,20.40,22.54,22.77,22.77,22.54,22.54,22.54,22.06,22.30,23.49,23.72,23.72,22.77,21.59,19.69,17.32,14.95,1
126,24.67,23.20,22.09,21.72,21.72,22.09,27.25,31.66,34.98,35.35,35.35,34.98,34.98,34.98,34.24,34.61,36.45,36.82,36.82,35.35,33.51,30.56,26.88,23.20,1
127,24.26,22.81,21.73,21.37,21.37,21.73,26.80,31.14,34.40,34.76,34.76,34.40,34.40,34.40,33.68,34.04,35.85,36.21,36.21,34.76,32.95,30.06,26.44,22.81,1
128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
131,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
132,2.60,2.44,2.33,2.29,2.29,2.33,2.87,3.34,3.69,3.72,3.72,3.69,3.69,3.69,3.61,3.65,3.84,3.88,3.88,3.72,3.53,3.22,2.83,2.44,1
133,1.73,1.63,1.55,1.53,1.53,1.55,1.91,2.22,2.46,2.48,2.48,2.46,2.46,2.46,2.41,2.43,2.56,2.59,2.59,2.48,2.35,2.15,1.89,1.63,1
134,13.39,12.59,11.99,11.79,11.79,11.99,14.78,17.18,18.98,19.18,19.18,18.98,18.98,18.98,18.58,18.78,19.78,19.98,19.98,19.18,18.18,16.58,14.58,12.59,1
135,4.55,4.28,4.08,4.01,4.01,4.08,5.03,5.84,6.46,6.52,6.52,6.46,6.46,6.46,6.32,6.39,6.73,6.80,6.80,6.52,6.18,5.64,4.96,4.28,1
