Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
30,125.00,220.00,154.00,154.00,154.00,154.00,1,94,0,4,4,10429.76,56.87,61.63,69.76,31.67,31.67,31.67,10900.00
31,140.00,225.00,157.50,157.50,157.50,157.50,1,94,0,1,1,8801.04,48.22,52.26,63.05,28.33,28.33,28.33,30800.00
32,130.00,225.00,157.50,157.50,157.50,157.50,1,95,0,1,1,8019.50,33.33,37.10,46.72,31.67,31.67,31.67,18900.00
33,125.00,225.00,157.50,157.50,157.50,157.50,1,95,0,1,1,5787.21,44.68,49.55,54.04,33.33,33.33,33.33,19700.00
34,130.00,225.00,157.50,157.50,157.50,157.50,1,95,0,2,2,6681.01,49.66,54.86,64.01,31.67,31.67,31.67,30500.00
35,220.00,383.00,268.10,268.10,268.10,268.10,1,98,0,2,2,13506.33,45.20,50.70,55.70,54.33,54.33,54.33,39100.00
36,220.00,380.00,266.00,266.00,266.00,266.00,1,98,0,4,4,16632.32,38.81,42.64,48.68,53.33,53.33,53.33,79700.00
37,0.00,12.00,8.40,8.40,8.40,8.40,1,115,0,1,1,0.00,40.33,43.64,48.01,4.00,4.00,4.00,0.00
38,0.00,6.00,4.20,4.20,4.20,4.20,1,115,0,1,1,0.00,37.74,41.42,44.46,2.00,2.00,2.00,0.00
39,120.00,225.00,157.50,157.50,157.50,157.50,0,121,0,2,2,7123.79,41.06,43.99,48.21,35.00,35.00,35.00,16600.00
40,120.00,225.00,157.50,157.50,157.50,157.50,1,122,0,4,4,8799.46,43.03,46.79,51.24,35.00,35.00,35.00,25700.00
41,70.00,120.00,84.00,84.00,84.00,84.00,1,123,0,2,2,3248.41,38.04,41.47,48.53,16.67,16.67,16.67,12700.00
42,70.00,120.00,84.00,84.00,84.00,84.00,1,124,0,2,2,4760.32,47.65,51.85,59.04,16.67,16.67,16.67,17100.00
43,70.00,120.00,84.00,84.00,84.00,84.00,0,134,0,4,4,3820.60,35.50,39.16,42.21,16.67,16.67,16.67,11000.00
44,70.00,120.00,84.00,84.00,84.00,84.00,1,135,0,4,4,4220.48,50.38,55.61,60.00,16.67,16.67,16.67,21000.00
45,80.00,110.00,77.00,77.00,77.00,77.00,1,136,0,2,2,4554.38,55.73,61.92,67.73,10.00,10.00,10.00,11500.00
46,135.00,215.00,150.50,150.50,150.50,150.50,1,144,0,2,2,9836.57,52.83,58.28,67.65,26.67,26.67,26.67,23900.00
47,135.00,215.00,150.50,150.50,150.50,150.50,1,145,0,2,2,9960.28,42.81,47.36,53.38,26.67,26.67,26.67,33600.00
48,135.00,225.00,157.50,157.50,157.50,157.50,1,145,0,1,1,8432.25,31.08,33.46,39.04,30.00,30.00,30.00,31200.00
49,135.00,225.00,157.50,157.50,157.50,157.50,1,146,0,1,1,9897.24,45.18,50.83,57.81,30.00,30.00,30.00,21200.00
50,135.00,220.00,154.00,154.00,154.00,154.00,1,146,0,1,1,11272.15,39.92,43.39,48.93,28.33,28.33,28.33,11500.00
51,0.00,135.00,94.50,94.50,94.50,94.50,0,152,0,2,2,0.00,23.61,25.45,27.66,45.00,45.00,45.00,0.00
52,0.00,135.00,94.50,94.50,94.50,94.50,0,152,0,1,1,0.00,54.01,61.88,74.77,45.00,45.00,45.00,0.00
53,0.00,135.00,94.50,94.50,94.50,94.50,0,153,0,4,4,0.00,57.59,62.02,69.40,45.00,45.00,45.00,0.00
54,0.00,135.00,94.50,94.50,94.50,94.50,0,153,0,1,1,0.00,46.29,51.73,57.42,45.00,45.00,45.00,0.00
55,94.00,120.00,84.00,84.00,84.00,84.00,1,154,0,2,2,7827.56,35.76,38.54,45.82,8.67,8.67,8.67,26900.00
56,94.00,120.00,84.00,84.00,84.00,84.00,1,155,0,1,1,5715.89,47.90,55.45,62.07,8.67,8.67,8.67,21400.00
57,94.00,120.00,84.00,84.00,84.00,84.00,0,155,0,4,4,5123.84,49.38,53.31,62.15,8.67,8.67,8.67,6500.00
58,40.00,50.00,35.00,35.00,35.00,35.00,0,169,0,2,2,2808.87,17.47,19.44,23.17,3.33,3.33,3.33,9200.00
59,80.00,120.00,84.00,84.00,84.00,84.00,0,170,0,4,4,6206.69,22.27,24.84,27.28,13.33,13.33,13.33,18100.00
60,45.00,50.00,35.00,35.00,35.00,35.00,0,170,0,2,2,2852.76,31.04,35.30,41.36,1.67,1.67,1.67,6300.00
61,100.00,232.00,162.40,162.40,162.40,162.40,1,172,0,4,4,7862.58,46.77,53.72,55.83,44.00,44.00,44.00,19500.00
62,135.00,205.00,143.50,143.50,143.50,143.50,0,172,0,4,4,9436.46,40.37,44.96,53.41,23.33,23.33,23.33,29800.00
63,135.00,205.00,143.50,143.50,143.50,143.50,0,173,0,1,1,9517.51,40.87,45.47,53.55,23.33,23.33,23.33,22800.00
64,90.00,222.00,155.40,155.40,155.40,155.40,0,173,0,2,2,6903.19,39.53,45.13,52.66,44.00,44.00,44.00,21000.00
65,90.00,222.00,155.40,155.40,155.40,155.40,1,174,0,4,4,7067.67,49.27,52.73,58.82,44.00,44.00,44.00,18600.00
66,90.00,222.00,155.40,155.40,155.40,155.40,1,175,0,2,2,5439.72,44.82,49.41,54.81,44.00,44.00,44.00,7200.00
67,100.00,232.00,162.40,162.40,162.40,162.40,1,175,0,1,1,6976.51,31.33,34.04,38.58,44.00,44.00,44.00,22900.00
68,104.00,261.00,182.70,182.70,182.70,182.70,1,180,0,2,2,4883.60,44.94,47.82,60.75,52.33,52.33,52.33,11600.00
69,104.00,261.00,182.70,182.70,182.70,182.70,1,180,0,1,1,6601.43,38.45,42.48,45.96,52.33,52.33,52.33,10300.00
70,120.00,206.00,144.20,144.20,144.20,144.20,1,181,0,2,2,6938.04,53.97,58.76,65.61,28.67,28.67,28.67,23800.00
71,104.00,261.00,182.70,182.70,182.70,182.70,1,181,0,2,2,5894.09,55.07,59.87,71.19,52.33,52.33,52.33,6300.00
72,94.00,235.00,164.50,164.50,164.50,164.50,1,182,0,1,1,7590.15,28.21,30.96,34.99,47.00,47.00,47.00,11000.00
73,94.00,235.00,164.50,164.50,164.50,164.50,1,182,0,2,2,7260.22,44.43,49.22,56.16,47.00,47.00,47.00,17800.00
74,120.00,206.00,144.20,144.20,144.20,144.20,1,183,0,1,1,9228.00,53.96,60.17,73.22,28.67,28.67,28.67,38900.00
75,120.00,206.00,144.20,144.20,144.20,144.20,1,183,0,2,2,9601.85,34.70,36.87,41.63,28.67,28.67,28.67,15600.00
76,150.00,200.00,140.00,140.00,140.00,140.00,1,191,0,2,2,9745.37,47.87,52.52,61.26,16.67,16.67,16.67,24600.00
77,150.00,200.00,140.00,140.00,140.00,140.00,1,192,0,2,2,9566.59,42.49,47.00,52.33,16.67,16.67,16.67,19200.00
78,145.00,200.00,140.00,140.00,140.00,140.00,0,192,0,4,4,8814.31,47.43,51.48,59.56,18.33,18.33,18.33,35300.00
79,145.00,200.00,140.00,140.00,140.00,140.00,0,192,0,4,4,9096.99,52.68,57.63,64.20,18.33,18.33,18.33,15100.00
80,208.00,464.00,324.80,324.80,324.80,324.80,1,193,0,2,2,15023.62,53.02,58.64,73.09,85.33,85.33,85.33,51300.00
81,76.00,188.00,131.60,131.60,131.60,131.60,1,208,0,2,2,5359.00,37.28,41.12,46.64,37.33,37.33,37.33,15300.00
82,0.00,179.00,125.30,125.30,125.30,125.30,1,240,0,2,2,0.00,39.48,44.46,46.97,59.67,59.67,59.67,0.00
83,0.00,179.00,125.30,125.30,125.30,125.30,1,240,0,4,4,0.00,35.32,38.61,43.57,59.67,59.67,59.67,0.00
84,0.00,179.00,125.30,125.30,125.30,125.30,0,240,0,4,4,0.00,29.59,32.15,36.94,59.67,59.67,59.67,0.00
85,0.00,179.00,125.30,125.30,125.30,125.30,1,241,0,1,1,0.00,44.26,48.35,51.44,59.67,59.67,59.67,0.00
86,112.50,220.00,154.00,154.00,154.00,154.00,1,244,0,4,4,9927.98,43.13,47.27,54.39,35.83,35.83,35.83,26200.00
87,23.00,55.00,38.50,38.50,38.50,38.50,1,254,0,1,1,1380.57,28.84,30.94,36.86,10.67,10.67,10.67,3900.00
88,25.00,50.00,35.00,35.00,35.00,35.00,1,254,0,1,1,1962.65,52.34,58.50,65.84,8.33,8.33,8.33,4500.00
89,25.00,50.00,35.00,35.00,35.00,35.00,1,254,0,1,1,1717.11,21.07,23.98,29.77,8.33,8.33,8.33,5800.00
90,7.00,23.00,16.10,16.10,16.10,16.10,1,254,0,2,2,553.87,23.38,25.89,31.92,5.33,5.33,5.33,1100.00
91,0.45,2.10,1.47,1.47,1.47,1.47,1,267,0,2,2,32.35,39.95,43.26,50.73,0.55,0.55,0.55,0.00
92,0.45,2.10,1.47,1.47,1.47,1.47,1,268,0,1,1,41.26,51.02,54.91,62.61,0.55,0.55,0.55,0.00
93,5.85,7.15,5.00,5.00,5.00,5.00,0,278,0,1,1,402.78,50.13,55.65,61.28,0.43,0.43,0.43,1700.00
94,5.85,7.15,5.00,5.00,5.00,5.00,0,279,0,4,4,526.72,62.69,68.76,78.06,0.43,0.43,0.43,1300.00
95,1.00,5.00,3.50,3.50,3.50,3.50,1,295,0,1,1,70.30,41.46,46.02,51.59,1.33,1.33,1.33,0.00
96,1.00,5.00,3.50,3.50,3.50,3.50,1,295,0,1,1,77.95,45.08,49.75,57.16,1.33,1.33,1.33,0.00
97,1.00,5.00,3.50,3.50,3.50,3.50,1,295,0,2,2,71.18,38.03,41.58,47.74,1.33,1.33,1.33,0.00
98,1.00,5.00,3.50,3.50,3.50,3.50,1,295,0,2,2,62.51,2.55,2.78,3.36,1.33,1.33,1.33,0.00
99,240.00,370.00,259.00,259.00,259.00,259.00,1,310,0,2,2,18203.93,24.80,27.75,30.39,43.33,43.33,43.33,53600.00
100,1.00,5.73,4.01,4.01,4.01,4.01,0,316,0,4,4,71.53,36.53,39.71,44.41,1.58,1.58,1.58,0.00
101,1.00,5.73,4.01,4.01,4.01,4.01,0,316,0,1,1,54.34,33.03,35.84,42.65,1.58,1.58,1.58,0.00
102,5.40,6.60,4.62,4.62,4.62,4.62,1,376,0,4,4,347.62,53.07,59.57,68.31,0.40,0.40,0.40,1600.00
103,0.30,0.90,0.63,0.63,0.63,0.63,1,379,0,1,1,20.90,33.16,35.67,40.75,0.20,0.20,0.20,0.00
104,0.30,0.90,0.63,0.63,0.63,0.63,1,379,0,4,4,18.21,50.98,58.42,69.88,0.20,0.20,0.20,0.00
105,0.30,0.90,0.63,0.63,0.63,0.63,1,379,0,1,1,19.55,36.23,39.99,49.90,0.20,0.20,0.20,0.00
106,11.00,27.00,18.90,18.90,18.90,18.90,1,383,0,2,2,766.01,51.88,56.71,66.29,5.33,5.33,5.33,2500.00
107,11.00,30.00,21.00,21.00,21.00,21.00,1,383,0,1,1,890.49,57.93,61.14,71.14,6.33,6.33,6.33,3300.00
108,9.00,30.00,21.00,21.00,21.00,21.00,1,383,0,4,4,718.28,52.98,59.58,65.16,7.00,7.00,7.00,3200.00
109,20.00,55.00,38.50,38.50,38.50,38.50,1,384,0,2,2,1282.10,48.18,51.95,61.11,11.67,11.67,11.67,2900.00
110,20.00,55.00,38.50,38.50,38.50,38.50,1,384,0,2,2,1716.34,36.66,39.40,46.47,11.67,11.67,11.67,3700.00
111,10.00,40.00,28.00,28.00,28.00,28.00,1,385,0,2,2,647.13,24.35,26.53,32.02,10.00,10.00,10.00,1400.00
112,20.00,55.00,38.50,38.50,38.50,38.50,1,385,0,2,2,1491.40,54.23,61.64,71.06,11.67,11.67,11.67,4800.00
113,25.00,50.00,35.00,35.00,35.00,35.00,1,387,0,1,1,1982.49,48.41,52.03,61.27,8.33,8.33,8.33,5500.00
114,55.00,100.00,70.00,70.00,70.00,70.00,1,387,0,2,2,2986.90,25.22,27.17,31.46,15.00,15.00,15.00,10500.00
115,25.00,60.00,42.00,42.00,42.00,42.00,1,388,0,2,2,1494.38,48.44,54.20,62.76,11.67,11.67,11.67,5800.00
116,2.00,2.75,1.92,1.92,1.92,1.92,1,399,0,4,4,131.94,36.61,39.82,44.37,0.25,0.25,0.25,0.00
117,1.35,1.65,1.15,1.15,1.15,1.15,1,433,0,2,2,97.48,48.99,53.25,60.42,0.10,0.10,0.10,0.00
118,15.00,51.50,36.05,36.05,36.05,36.05,1,455,0,2,2,1020.99,43.01,46.56,54.28,12.17,12.17,12.17,4300.00
119,15.00,55.00,38.50,38.50,38.50,38.50,1,456,0,2,2,1150.37,25.49,28.26,35.97,13.33,13.33,13.33,2400.00
120,15.00,55.00,38.50,38.50,38.50,38.50,1,457,0,4,4,802.65,44.88,49.44,54.68,13.33,13.33,13.33,2000.00
121,3.00,77.00,53.90,53.90,53.90,53.90,1,457,0,4,4,142.42,45.53,49.02,58.46,24.67,24.67,24.67,0.00
122,15.00,55.00,38.50,38.50,38.50,38.50,1,458,0,1,1,874.98,46.52,52.16,60.52,13.33,13.33,13.33,2700.00
123,15.00,55.00,38.50,38.50,38.50,38.50,1,458,0,2,2,1103.04,22.53,24.79,28.88,13.33,13.33,13.33,3200.00
124,120.00,226.00,158.20,158.20,158.20,158.20,1,478,0,2,2,9242.53,48.36,54.22,61.74,35.33,35.33,35.33,36400.00
125,12.00,25.00,17.50,17.50,17.50,17.50,1,478,0,2,2,807.05,34.88,39.98,49.79,4.33,4.33,4.33,3000.00
126,10.00,17.00,11.90,11.90,11.90,11.90,1,479,0,4,4,686.09,38.38,42.24,51.74,2.33,2.33,2.33,2000.00
127,3.60,4.40,3.08,3.08,3.08,3.08,1,482,0,1,1,255.88,51.64,55.04,63.66,0.27,0.27,0.27,0.00
128,0.00,0.34,0.24,0.24,0.24,0.24,1,500,0,2,2,0.00,33.27,37.33,41.99,0.11,0.11,0.11,0.00
129,3.00,6.60,4.62,4.62,4.62,4.62,1,522,0,1,1,197.49,54.59,60.07,67.25,1.20,1.20,1.20,0.00
130,2.79,3.41,2.39,2.39,2.39,2.39,1,527,0,1,1,194.83,63.77,70.03,80.70,0.21,0.21,0.21,1100.00
131,1.00,6.50,4.55,4.55,4.55,4.55,1,532,0,4,4,57.76,30.49,33.50,40.21,1.83,1.83,1.83,0.00
132,1.00,6.50,4.55,4.55,4.55,4.55,1,532,0,1,1,51.99,37.34,42.23,50.53,1.83,1.83,1.83,0.00
133,1.00,6.50,4.55,4.55,4.55,4.55,1,532,0,4,4,86.35,33.90,36.92,42.14,1.83,1.83,1.83,0.00
134,2.43,2.97,2.08,2.08,2.08,2.08,1,543,0,2,2,194.13,37.31,42.34,47.43,0.18,0.18,0.18,0.00
135,2.88,3.52,2.46,2.46,2.46,2.46,0,572,0,2,2,214.79,41.96,47.02,52.98,0.21,0.21,0.21,0.00
136,1.00,1.70,1.19,1.19,1.19,1.19,1,597,0,2,2,75.55,48.60,53.16,57.80,0.23,0.23,0.23,0.00
137,1.00,1.70,1.19,1.19,1.19,1.19,0,597,0,2,2,83.07,37.37,41.39,45.37,0.23,0.23,0.23,0.00
138,3.00,4.40,3.08,3.08,3.08,3.08,1,603,0,2,2,196.78,51.41,57.25,64.10,0.47,0.47,0.47,0.00
139,37.00,52.00,36.40,36.40,36.40,36.40,1,670,0,4,4,2478.50,38.98,41.96,48.48,5.00,5.00,5.00,13300.00
140,10.00,30.00,21.00,21.00,21.00,21.00,1,670,0,2,2,749.88,39.23,41.91,48.04,6.67,6.67,6.67,2400.00
141,50.00,105.00,73.50,73.50,73.50,73.50,1,670,0,4,4,3088.00,41.21,46.30,52.16,18.33,18.33,18.33,4700.00
142,50.00,105.00,73.50,73.50,73.50,73.50,1,670,0,2,2,4160.28,50.77,54.93,63.90,18.33,18.33,18.33,8600.00
143,10.00,30.00,21.00,21.00,21.00,21.00,1,671,0,4,4,750.80,44.34,47.01,49.72,6.67,6.67,6.67,2900.00
144,10.00,30.00,21.00,21.00,21.00,21.00,1,671,0,2,2,634.66,40.56,44.24,48.49,6.67,6.67,6.67,2500.00
145,10.00,30.00,21.00,21.00,21.00,21.00,1,671,0,2,2,718.70,36.21,38.96,44.81,6.67,6.67,6.67,2500.00
146,68.00,125.00,87.50,87.50,87.50,87.50,1,671,0,1,1,4493.63,40.48,45.33,50.70,19.00,19.00,19.00,11700.00
147,50.00,105.00,73.50,73.50,73.50,73.50,1,671,0,4,4,3363.85,43.42,46.02,50.40,18.33,18.33,18.33,13000.00
148,1.26,1.54,1.08,1.08,1.08,1.08,1,692,0,1,1,87.98,55.68,62.00,73.10,0.09,0.09,0.09,0.00
149,0.00,1.40,0.98,0.98,0.98,0.98,1,694,0,4,4,0.00,39.52,44.39,51.79,0.47,0.47,0.47,0.00
150,9.00,35.00,24.50,24.50,24.50,24.50,1,700,0,1,1,687.20,31.78,33.79,36.71,8.67,8.67,8.67,3000.00
151,9.00,20.00,14.00,14.00,14.00,14.00,1,700,0,4,4,561.85,38.21,41.65,46.50,3.67,3.67,3.67,1700.00
152,9.00,35.00,24.50,24.50,24.50,24.50,1,701,0,1,1,694.63,38.33,43.52,48.94,8.67,8.67,8.67,1800.00
153,9.00,35.00,24.50,24.50,24.50,24.50,1,701,0,1,1,602.62,43.33,46.69,50.22,8.67,8.67,8.67,1000.00
154,9.00,35.00,24.50,24.50,24.50,24.50,1,701,0,4,4,479.00,34.55,39.60,46.86,8.67,8.67,8.67,1500.00
155,30.00,97.00,67.90,67.90,67.90,67.90,1,701,0,4,4,2228.10,33.46,37.85,40.08,22.33,22.33,22.33,8300.00
156,9.00,35.00,24.50,24.50,24.50,24.50,1,702,0,4,4,489.26,16.89,17.95,21.40,8.67,8.67,8.67,1100.00
157,9.00,30.00,21.00,21.00,21.00,21.00,1,702,0,4,4,596.93,56.12,61.69,72.17,7.00,7.00,7.00,1600.00
158,9.00,28.00,19.60,19.60,19.60,19.60,1,702,0,1,1,724.13,31.93,36.22,39.85,6.33,6.33,6.33,1900.00
159,1.00,8.00,5.60,5.60,5.60,5.60,1,735,0,4,4,82.20,45.58,50.11,59.81,2.33,2.33,2.33,0.00
160,1.00,2.00,1.40,1.40,1.40,1.40,1,735,0,2,2,67.52,45.80,49.62,55.67,0.33,0.33,0.33,0.00
161,3.60,4.40,3.08,3.08,3.08,3.08,1,752,0,4,4,237.02,27.94,28.73,33.51,0.27,0.27,0.27,0.00
162,0.00,2.70,1.89,1.89,1.89,1.89,1,766,0,4,4,0.00,40.27,44.51,48.92,0.90,0.90,0.90,0.00
163,0.00,4.90,3.43,3.43,3.43,3.43,1,775,0,2,2,0.00,45.03,50.98,57.75,1.63,1.63,1.63,0.00
164,0.00,93.00,65.10,65.10,65.10,65.10,1,798,0,2,2,0.00,55.43,60.18,68.24,31.00,31.00,31.00,0.00
165,0.00,35.90,25.13,25.13,25.13,25.13,1,798,0,2,2,0.00,48.88,54.37,61.41,11.97,11.97,11.97,0.00
166,0.00,2.50,1.75,1.75,1.75,1.75,0,801,0,2,2,0.00,19.56,21.71,22.33,0.83,0.83,0.83,0.00
167,0.00,6.00,4.20,4.20,4.20,4.20,1,808,0,2,2,0.00,31.91,35.57,41.85,2.00,2.00,2.00,0.00
168,0.00,6.00,4.20,4.20,4.20,4.20,1,809,0,2,2,0.00,35.64,38.06,42.81,2.00,2.00,2.00,0.00
169,130.00,225.00,157.50,157.50,157.50,157.50,1,846,0,1,1,11597.02,61.85,71.17,80.18,31.67,31.67,31.67,35500.00
170,110.00,225.00,157.50,157.50,157.50,157.50,1,847,0,2,2,8521.08,29.22,31.78,35.27,38.33,38.33,38.33,20400.00
171,0.00,2.50,1.75,1.75,1.75,1.75,1,854,0,4,4,0.00,62.13,68.10,72.79,0.83,0.83,0.83,0.00
172,0.00,12.00,8.40,8.40,8.40,8.40,1,860,0,1,1,0.00,44.47,47.25,54.09,4.00,4.00,4.00,0.00
173,66.00,170.00,119.00,119.00,119.00,119.00,1,870,0,2,2,5100.06,39.01,42.92,48.19,34.67,34.67,34.67,11300.00
174,34.00,61.00,42.70,42.70,42.70,42.70,1,870,0,4,4,2084.63,34.26,38.05,47.59,9.00,9.00,9.00,5200.00
175,0.00,21.00,14.70,14.70,14.70,14.70,1,876,0,1,1,0.00,57.28,65.95,74.05,7.00,7.00,7.00,0.00
176,0.00,7.00,4.90,4.90,4.90,4.90,1,890,0,4,4,0.00,36.48,39.79,44.46,2.33,2.33,2.33,0.00
177,0.00,10.00,7.00,7.00,7.00,7.00,0,893,0,2,2,0.00,46.14,48.81,54.92,3.33,3.33,3.33,0.00
178,0.00,30.40,21.28,21.28,21.28,21.28,1,908,0,2,2,0.00,38.09,42.04,48.19,10.13,10.13,10.13,0.00
179,0.00,2.00,1.40,1.40,1.40,1.40,1,913,0,2,2,0.00,30.20,33.08,40.04,0.67,0.67,0.67,0.00
180,0.00,1.90,1.33,1.33,1.33,1.33,0,918,0,1,1,0.00,22.68,25.04,30.11,0.63,0.63,0.63,0.00
181,1.34,2.02,1.41,1.41,1.41,1.41,0,929,0,2,2,86.20,41.84,45.61,47.71,0.23,0.23,0.23,0.00
182,129.00,225.00,157.50,157.50,157.50,157.50,1,934,0,1,1,8549.29,36.15,39.40,45.66,32.00,32.00,32.00,28400.00
183,0.00,36.00,25.20,25.20,25.20,25.20,1,936,0,1,1,0.00,27.94,30.16,32.15,12.00,12.00,12.00,0.00
184,1.78,2.68,1.88,1.88,1.88,1.88,0,939,0,4,4,155.84,20.80,22.75,26.73,0.30,0.30,0.30,0.00
185,49.00,101.00,70.70,70.70,70.70,70.70,1,959,0,2,2,4022.81,40.20,45.45,49.12,17.33,17.33,17.33,4400.00
186,0.00,12.00,8.40,8.40,8.40,8.40,0,965,0,1,1,0.00,26.50,28.86,33.43,4.00,4.00,4.00,0.00
187,0.00,12.00,8.40,8.40,8.40,8.40,1,980,0,1,1,0.00,44.11,49.47,53.76,4.00,4.00,4.00,0.00
188,0.91,1.60,1.12,1.12,1.12,1.12,0,982,0,1,1,57.92,55.93,61.06,69.35,0.23,0.23,0.23,0.00
189,1.00,6.00,4.20,4.20,4.20,4.20,1,984,0,1,1,66.04,59.09,65.23,73.80,1.67,1.67,1.67,0.00
190,0.00,8.30,5.81,5.81,5.81,5.81,1,989,0,4,4,0.00,57.55,61.89,75.03,2.77,2.77,2.77,0.00
191,5.00,68.00,47.60,47.60,47.60,47.60,1,993,0,1,1,313.29,37.28,41.71,43.30,21.00,21.00,21.00,0.00
192,5.00,68.00,47.60,47.60,47.60,47.60,0,993,0,1,1,313.57,52.90,57.81,64.83,21.00,21.00,21.00,0.00
193,0.00,31.00,21.70,21.70,21.70,21.70,0,993,0,4,4,0.00,37.68,41.75,50.87,10.33,10.33,10.33,0.00
194,0.00,31.00,21.70,21.70,21.70,21.70,0,993,0,2,2,0.00,44.29,47.74,57.67,10.33,10.33,10.33,0.00
195,0.00,50.00,35.00,35.00,35.00,35.00,0,1008,0,1,1,0.00,32.77,35.00,41.31,16.67,16.67,16.67,0.00
196,92.00,125.00,87.50,87.50,87.50,87.50,1,1008,0,1,1,7278.10,43.91,48.52,56.44,11.00,11.00,11.00,33100.00
