Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
107,48.00,240.00,168.00,168.00,168.00,168.00,1,1666,0,1,1,3885.79,28.40,31.23,35.94,64.00,64.00,64.00,11600.00
108,48.00,240.00,168.00,168.00,168.00,168.00,1,1667,0,2,2,3830.85,46.19,52.44,63.16,64.00,64.00,64.00,14600.00
109,232.72,942.72,659.90,659.90,659.90,659.90,1,1668,0,4,4,14918.54,53.74,59.87,66.96,236.67,236.67,236.67,76000.00
110,243.74,953.74,667.62,667.62,667.62,667.62,1,1669,0,2,2,20917.04,30.16,33.52,38.51,236.67,236.67,236.67,80400.00
111,242.74,952.74,666.92,666.92,666.92,666.92,1,1670,0,2,2,15708.35,49.31,54.48,64.52,236.67,236.67,236.67,36600.00
112,403.00,1503.00,1052.10,1052.10,1052.10,1052.10,1,1671,0,2,2,30051.72,31.88,34.55,40.63,366.67,366.67,366.67,119300.00
113,403.00,1503.00,1052.10,1052.10,1052.10,1052.10,1,1672,0,4,4,31957.77,21.70,23.56,27.31,366.67,366.67,366.67,85300.00
114,398.00,1498.00,1048.60,1048.60,1048.60,1048.60,1,1673,0,4,4,21614.30,38.61,45.54,52.84,366.67,366.67,366.67,60400.00
115,398.00,1498.00,1048.60,1048.60,1048.60,1048.60,1,1674,0,2,2,23790.50,43.34,48.71,55.37,366.67,366.67,366.67,47900.00
116,15.00,75.00,52.50,52.50,52.50,52.50,1,1675,0,1,1,989.58,44.89,48.28,55.52,20.00,20.00,20.00,2100.00
117,15.00,75.00,52.50,52.50,52.50,52.50,1,1676,0,1,1,1083.07,38.22,40.97,49.65,20.00,20.00,20.00,1900.00
118,15.00,75.00,52.50,52.50,52.50,52.50,1,1677,0,2,2,1020.99,61.22,65.65,72.81,20.00,20.00,20.00,3900.00
119,15.00,75.00,52.50,52.50,52.50,52.50,1,1678,0,4,4,1150.37,40.61,43.76,49.75,20.00,20.00,20.00,4000.00
120,8.50,95.00,66.50,66.50,66.50,66.50,1,1679,0,4,4,454.84,48.84,52.06,61.22,28.83,28.83,28.83,0.00
121,8.50,95.00,66.50,66.50,66.50,66.50,1,1680,0,1,1,403.51,33.91,37.68,43.60,28.83,28.83,28.83,2500.00
122,4.20,148.20,103.74,103.74,103.74,103.74,1,1681,0,2,2,244.99,39.28,41.65,47.65,48.00,48.00,48.00,0.00
123,180.00,685.00,479.50,479.50,479.50,479.50,1,1682,0,1,1,13236.49,45.44,49.15,60.20,168.33,168.33,168.33,62500.00
124,310.00,610.00,427.00,427.00,427.00,427.00,1,1683,0,2,2,23876.54,43.24,47.01,50.57,100.00,100.00,100.00,88100.00
125,310.00,610.00,427.00,427.00,427.00,427.00,1,1684,0,2,2,20848.84,23.17,25.13,26.80,100.00,100.00,100.00,96400.00
126,205.00,700.00,490.00,490.00,490.00,490.00,1,1685,0,2,2,14064.76,45.27,49.76,59.51,165.00,165.00,165.00,30300.00
127,10.00,50.00,35.00,35.00,35.00,35.00,1,1686,0,4,4,710.77,58.59,64.79,72.05,13.33,13.33,13.33,2200.00
128,10.00,50.00,35.00,35.00,35.00,35.00,1,1687,0,4,4,639.35,34.52,38.21,47.89,13.33,13.33,13.33,2300.00
129,10.00,50.00,35.00,35.00,35.00,35.00,1,1688,0,1,1,658.29,37.21,42.08,46.60,13.33,13.33,13.33,1800.00
130,10.00,50.00,35.00,35.00,35.00,35.00,1,1689,0,2,2,698.30,39.79,45.05,52.93,13.33,13.33,13.33,2100.00
131,10.00,50.00,35.00,35.00,35.00,35.00,1,1690,0,2,2,577.59,37.12,41.62,47.70,13.33,13.33,13.33,2100.00
132,10.00,50.00,35.00,35.00,35.00,35.00,1,1691,0,4,4,519.92,40.89,43.42,46.89,13.33,13.33,13.33,1700.00
133,280.00,1000.00,700.00,700.00,700.00,700.00,1,1692,0,2,2,24177.26,45.23,48.00,58.99,240.00,240.00,240.00,70600.00
134,280.00,1000.00,700.00,700.00,700.00,700.00,1,1693,0,4,4,22369.22,45.73,50.64,58.24,240.00,240.00,240.00,82100.00
135,280.00,1000.00,700.00,700.00,700.00,700.00,1,1694,0,4,4,20882.23,22.40,24.83,29.67,240.00,240.00,240.00,61400.00
136,280.00,930.00,651.00,651.00,651.00,651.00,0,1695,0,2,2,21154.43,51.28,55.90,63.01,216.67,216.67,216.67,77500.00
137,11.40,57.00,39.90,39.90,39.90,39.90,1,1696,0,4,4,946.97,55.69,61.86,68.46,15.20,15.20,15.20,1500.00
138,239.00,451.00,315.70,315.70,315.70,315.70,1,1697,0,4,4,15677.08,36.58,39.98,48.23,70.67,70.67,70.67,50700.00
139,21.00,63.00,44.10,44.10,44.10,44.10,1,1698,0,1,1,1406.72,39.90,41.67,48.04,14.00,14.00,14.00,2400.00
140,248.80,433.80,303.66,303.66,303.66,303.66,1,1699,0,4,4,18656.99,40.53,44.65,50.38,61.67,61.67,61.67,58400.00
141,81.81,168.17,117.72,117.72,117.72,117.72,1,1700,0,4,4,5052.59,39.58,44.02,50.83,28.79,28.79,28.79,18700.00
142,82.28,168.60,118.02,118.02,118.02,118.02,1,1701,0,4,4,6846.16,23.06,26.44,28.56,28.77,28.77,28.77,22500.00
143,53.91,248.21,173.75,173.75,173.75,173.75,1,1702,0,1,1,4047.54,36.38,41.90,51.24,64.77,64.77,64.77,7500.00
144,43.97,238.09,166.66,166.66,166.66,166.66,1,1703,0,2,2,2790.58,51.27,56.08,64.00,64.71,64.71,64.71,8600.00
145,229.69,919.69,643.78,643.78,643.78,643.78,1,1704,0,4,4,16507.77,61.84,69.20,78.70,230.00,230.00,230.00,25300.00
146,229.69,919.69,643.78,643.78,643.78,643.78,1,1705,0,4,4,15178.55,28.13,31.03,33.72,230.00,230.00,230.00,42600.00
147,236.69,926.69,648.68,648.68,648.68,648.68,1,1706,0,2,2,15923.81,43.34,48.35,56.70,230.00,230.00,230.00,50600.00
148,251.69,941.69,659.18,659.18,659.18,659.18,1,1707,0,4,4,17575.16,29.72,31.90,35.35,230.00,230.00,230.00,82800.00
149,6.40,32.00,22.40,22.40,22.40,22.40,1,1708,0,4,4,491.54,38.32,40.72,45.80,8.53,8.53,8.53,1800.00
150,7.98,39.88,27.92,27.92,27.92,27.92,1,1709,0,4,4,609.31,30.01,33.42,39.29,10.63,10.63,10.63,1300.00
151,7.98,39.88,27.92,27.92,27.92,27.92,1,1710,0,2,2,498.18,24.69,27.41,33.77,10.63,10.63,10.63,1700.00
152,7.98,39.88,27.92,27.92,27.92,27.92,1,1711,0,2,2,615.90,29.21,30.71,36.21,10.63,10.63,10.63,1000.00
153,340.00,1380.00,966.00,966.00,966.00,966.00,1,1712,0,2,2,22765.47,29.02,32.29,34.38,346.67,346.67,346.67,86600.00
154,340.00,1380.00,966.00,966.00,966.00,966.00,1,1713,0,1,1,18095.51,44.05,47.45,54.14,346.67,346.67,346.67,35100.00
155,4.80,24.00,16.80,16.80,16.80,16.80,1,1714,0,2,2,356.50,37.73,41.30,45.78,6.40,6.40,6.40,1300.00
156,4.80,24.00,16.80,16.80,16.80,16.80,1,1715,0,2,2,260.94,25.57,28.39,34.47,6.40,6.40,6.40,0.00
157,4.80,24.00,16.80,16.80,16.80,16.80,1,1716,0,4,4,318.36,25.77,27.96,31.59,6.40,6.40,6.40,0.00
158,4.80,24.00,16.80,16.80,16.80,16.80,1,1717,0,2,2,386.20,28.77,31.39,36.34,6.40,6.40,6.40,1400.00
159,4.80,23.99,16.79,16.79,16.79,16.79,1,1718,0,4,4,394.56,42.16,46.97,54.14,6.40,6.40,6.40,1200.00
160,4.80,23.99,16.79,16.79,16.79,16.79,1,1719,0,4,4,324.11,35.40,38.00,45.52,6.40,6.40,6.40,1000.00
161,4.80,23.99,16.79,16.79,16.79,16.79,1,1720,0,1,1,316.02,43.33,49.17,58.37,6.40,6.40,6.40,1200.00
162,4.80,23.99,16.79,16.79,16.79,16.79,1,1721,0,2,2,330.40,37.45,39.55,44.52,6.40,6.40,6.40,1400.00
163,4.80,23.99,16.79,16.79,16.79,16.79,1,1722,0,4,4,247.45,35.52,38.26,47.67,6.40,6.40,6.40,0.00
164,5.80,28.98,20.29,20.29,20.29,20.29,1,1723,0,2,2,525.99,27.39,30.58,34.17,7.73,7.73,7.73,2200.00
165,5.80,28.98,20.29,20.29,20.29,20.29,1,1724,0,4,4,360.94,51.65,54.78,62.52,7.73,7.73,7.73,1600.00
166,288.00,1308.00,915.60,915.60,915.60,915.60,1,1725,0,1,1,24307.68,33.79,37.56,42.52,340.00,340.00,340.00,94500.00
167,288.00,1308.00,915.60,915.60,915.60,915.60,1,1726,0,4,4,19841.59,32.01,35.06,39.65,340.00,340.00,340.00,70400.00
168,89.26,458.26,320.78,320.78,320.78,320.78,1,1727,0,2,2,7343.77,47.77,51.73,56.13,123.00,123.00,123.00,16000.00
169,237.00,947.00,662.90,662.90,662.90,662.90,1,1728,0,2,2,21142.26,33.87,37.35,43.94,236.67,236.67,236.67,46800.00
170,267.00,947.00,662.90,662.90,662.90,662.90,1,1729,0,1,1,20682.98,43.16,47.13,53.98,226.67,226.67,226.67,40000.00
171,237.00,947.00,662.90,662.90,662.90,662.90,1,1730,0,4,4,21862.44,48.38,53.74,62.88,236.67,236.67,236.67,66800.00
172,237.00,947.00,662.90,662.90,662.90,662.90,1,1731,0,4,4,14979.82,29.66,33.05,37.84,236.67,236.67,236.67,53400.00
173,237.00,947.00,662.90,662.90,662.90,662.90,1,1732,0,4,4,18313.86,44.34,49.40,56.89,236.67,236.67,236.67,60800.00
174,237.00,947.00,662.90,662.90,662.90,662.90,1,1733,0,2,2,14531.11,17.87,19.69,25.22,236.67,236.67,236.67,45300.00
175,125.00,240.00,168.00,168.00,168.00,168.00,1,1734,0,4,4,7232.69,47.58,51.98,57.74,38.33,38.33,38.33,16800.00
176,33.88,169.40,118.58,118.58,118.58,118.58,1,1735,0,2,2,2212.15,45.54,49.27,55.41,45.17,45.17,45.17,9000.00
177,33.88,169.40,118.58,118.58,118.58,118.58,1,1736,0,4,4,2060.16,43.39,47.92,50.27,45.17,45.17,45.17,5200.00
178,33.88,169.40,118.58,118.58,118.58,118.58,1,1737,0,2,2,2087.41,33.11,35.99,40.17,45.17,45.17,45.17,5800.00
179,33.88,169.40,118.58,118.58,118.58,118.58,1,1738,0,4,4,2519.03,31.84,35.34,45.35,45.17,45.17,45.17,9900.00
180,33.88,169.40,118.58,118.58,118.58,118.58,1,1739,0,2,2,2182.62,36.68,39.51,48.30,45.17,45.17,45.17,6700.00
181,33.88,169.40,118.58,118.58,118.58,118.58,1,1740,0,1,1,2179.35,64.06,70.33,83.11,45.17,45.17,45.17,4700.00
182,33.88,169.40,118.58,118.58,118.58,118.58,1,1741,0,2,2,2245.35,26.39,27.75,31.21,45.17,45.17,45.17,8900.00
183,33.88,169.40,118.58,118.58,118.58,118.58,1,1742,0,1,1,2057.68,33.30,37.80,44.44,45.17,45.17,45.17,8800.00
184,216.80,456.80,319.76,319.76,319.76,319.76,1,1743,0,1,1,18981.07,47.81,54.40,67.34,80.00,80.00,80.00,67400.00
185,130.00,260.00,182.00,182.00,182.00,182.00,1,1744,0,4,4,10672.75,36.04,40.12,44.18,43.33,43.33,43.33,16500.00
186,250.00,585.00,409.50,409.50,409.50,409.50,0,1745,0,2,2,20675.06,38.19,41.75,49.43,111.67,111.67,111.67,0.00
187,250.00,585.00,409.50,409.50,409.50,409.50,1,1746,0,1,1,15064.05,53.38,59.87,71.71,111.67,111.67,111.67,38200.00
188,4.00,19.98,13.99,13.99,13.99,13.99,1,1747,0,1,1,254.61,35.83,39.49,48.38,5.33,5.33,5.33,0.00
189,4.80,23.98,16.79,16.79,16.79,16.79,1,1748,0,4,4,317.01,43.29,45.59,50.70,6.39,6.39,6.39,0.00
190,4.80,23.98,16.79,16.79,16.79,16.79,1,1749,0,2,2,322.11,32.67,35.15,41.25,6.39,6.39,6.39,0.00
191,4.80,23.98,16.79,16.79,16.79,16.79,1,1750,0,4,4,300.75,41.38,45.60,56.35,6.39,6.39,6.39,0.00
192,4.80,23.98,16.79,16.79,16.79,16.79,1,1751,0,2,2,301.03,32.80,36.19,39.54,6.39,6.39,6.39,0.00
193,4.80,23.98,16.79,16.79,16.79,16.79,1,1752,0,2,2,376.26,59.28,64.50,74.18,6.39,6.39,6.39,1700.00
