Bus,Demand 1 (MW),Demand 2 (MW),Demand 3 (MW),Demand 4 (MW),Demand 5 (MW),Demand 6 (MW),Demand 7 (MW),Demand 8 (MW),Demand 9 (MW),Demand 10 (MW),Demand 11 (MW),Demand 12 (MW),Demand 13 (MW),Demand 14 (MW),Demand 15 (MW),Demand 16 (MW),Demand 17 (MW),Demand 18 (MW),Demand 19 (MW),Demand 20 (MW),Demand 21 (MW),Demand 22 (MW),Demand 23 (MW),Demand 24 (MW),Zone
39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
41,53.25,50.07,47.69,46.89,46.89,47.69,58.81,68.35,75.50,76.30,76.30,75.50,75.50,75.50,73.91,74.71,78.68,79.48,79.48,76.30,72.32,65.97,58.02,50.07,1
42,37.64,35.39,33.71,33.15,33.15,33.71,41.57,48.32,53.37,53.94,53.94,53.37,53.37,53.37,52.25,52.81,55.62,56.18,56.18,53.94,51.13,46.63,41.01,35.39,1
43,84.47,79.42,75.64,74.38,74.38,75.64,93.29,108.42,119.76,121.02,121.02,119.76,119.76,119.76,117.24,118.50,124.81,126.07,126.07,121.02,114.72,104.64,92.03,79.42,1
44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
45,56.00,52.66,50.15,49.32,49.32,50.15,61.86,71.89,79.41,80.24,80.24,79.41,79.41,79.41,77.74,78.57,82.75,83.59,83.59,80.24,76.07,69.38,61.02,52.66,1
46,63.35,59.57,56.73,55.78,55.78,56.73,69.97,81.31,89.82,90.77,90.77,89.82,89.82,89.82,87.93,88.88,93.61,94.55,94.55,90.77,86.04,78.48,69.02,59.57,1
47,9.18,8.63,8.22,8.08,8.08,8.22,10.14,11.78,13.02,13.15,13.15,13.02,13.02,13.02,12.74,12.88,13.57,13.70,13.70,13.15,12.47,11.37,10.00,8.63,1
48,20.20,18.99,18.09,17.79,17.79,18.09,22.31,25.93,28.64,28.94,28.94,28.64,28.64,28.64,28.04,28.34,29.85,30.15,30.15,28.94,27.43,25.02,22.01,18.99,1
49,89.97,84.60,80.57,79.23,79.23,80.57,99.37,115.49,127.57,128.92,128.92,127.57,127.57,127.57,124.89,126.23,132.95,134.29,134.29,128.92,122.20,111.46,98.03,84.60,1
50,12.85,12.09,11.51,11.32,11.32,11.51,14.20,16.50,18.22,18.42,18.42,18.22,18.22,18.22,17.84,18.03,18.99,19.18,19.18,18.42,17.46,15.92,14.00,12.09,1
51,200.15,188.20,179.24,176.25,176.25,179.24,221.06,256.90,283.79,286.78,286.78,283.79,283.79,283.79,277.81,280.80,295.74,298.73,298.73,286.78,271.84,247.94,218.07,188.20,1
52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
53,208.41,195.97,186.63,183.52,183.52,186.63,230.18,267.51,295.51,298.62,298.62,295.51,295.51,295.51,289.28,292.39,307.95,311.06,311.06,298.62,283.06,258.18,227.07,195.97,1
54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
55,64.27,60.43,57.55,56.59,56.59,57.55,70.98,82.49,91.12,92.08,92.08,91.12,91.12,91.12,89.21,90.17,94.96,95.92,95.92,92.08,87.29,79.61,70.02,60.43,1
56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
58,51.41,48.34,46.04,45.27,45.27,46.04,56.79,65.99,72.90,73.67,73.67,72.90,72.90,72.90,71.37,72.13,75.97,76.74,76.74,73.67,69.83,63.69,56.02,48.34,1
59,106.50,100.14,95.37,93.78,93.78,95.37,117.63,136.70,151.01,152.60,152.60,151.01,151.01,151.01,147.83,149.42,157.37,158.95,158.95,152.60,144.65,131.93,116.04,100.14,1
60,52.33,49.21,46.86,46.08,46.08,46.86,57.80,67.17,74.20,74.98,74.98,74.20,74.20,74.20,72.64,73.42,77.33,78.11,78.11,74.98,71.08,64.83,57.02,49.21,1
61,205.65,193.38,184.17,181.10,181.10,184.17,227.14,263.97,291.60,294.67,294.67,291.60,291.60,291.60,285.46,288.53,303.88,306.95,306.95,294.67,279.32,254.77,224.07,193.38,1
62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
63,190.97,179.56,171.01,168.16,168.16,171.01,210.92,245.12,270.77,273.62,273.62,270.77,270.77,270.77,265.07,267.92,282.17,285.02,285.02,273.62,259.37,236.57,208.07,179.56,1
64,67.94,63.88,60.84,59.83,59.83,60.84,75.04,87.21,96.33,97.35,97.35,96.33,96.33,96.33,94.30,95.32,100.39,101.40,101.40,97.35,92.28,84.16,74.02,63.88,1
65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
66,44.07,41.44,39.46,38.81,38.81,39.46,48.67,56.57,62.49,63.14,63.14,62.49,62.49,62.49,61.17,61.83,65.12,65.77,65.77,63.14,59.85,54.59,48.02,41.44,1
67,25.71,24.17,23.02,22.64,22.64,23.02,28.39,33.00,36.45,36.83,36.83,36.45,36.45,36.45,35.68,36.07,37.98,38.37,38.37,36.83,34.92,31.85,28.01,24.17,1
68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
69,33.97,31.94,30.42,29.91,29.91,30.42,37.52,43.60,48.17,48.67,48.67,48.17,48.17,48.17,47.15,47.66,50.19,50.70,50.70,48.67,46.14,42.08,37.01,31.94,1
70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
74,40.58,38.16,36.34,35.73,35.73,36.34,44.82,52.09,57.54,58.14,58.14,57.54,57.54,57.54,56.33,56.93,59.96,60.57,60.57,58.14,55.12,50.27,44.21,38.16,1
75,60.59,56.98,54.26,53.36,53.36,54.26,66.93,77.78,85.92,86.82,86.82,85.92,85.92,85.92,84.11,85.01,89.54,90.44,90.44,86.82,82.30,75.07,66.02,56.98,1
76,15.97,15.02,14.31,14.07,14.07,14.31,17.64,20.51,22.65,22.89,22.89,22.65,22.65,22.65,22.17,22.41,23.60,23.84,23.84,22.89,21.70,19.79,17.41,15.02,1
77,14.51,13.64,12.99,12.77,12.77,12.99,16.02,18.62,20.57,20.78,20.78,20.57,20.57,20.57,20.14,20.35,21.43,21.65,21.65,20.78,19.70,17.97,15.81,13.64,1
78,55.36,52.06,49.58,48.75,48.75,49.58,61.15,71.06,78.50,79.32,79.32,78.50,78.50,78.50,76.85,77.67,81.80,82.63,82.63,79.32,75.19,68.58,60.32,52.06,1
79,36.63,34.45,32.80,32.26,32.26,32.80,40.46,47.02,51.94,52.49,52.49,51.94,51.94,51.94,50.85,51.39,54.13,54.67,54.67,52.49,49.75,45.38,39.91,34.45,1
80,61.24,57.58,54.84,53.93,53.93,54.84,67.64,78.60,86.83,87.74,87.74,86.83,86.83,86.83,85.00,85.92,90.49,91.40,91.40,87.74,83.17,75.86,66.72,57.58,1
81,76.66,72.08,68.65,67.51,67.51,68.65,84.67,98.40,108.70,109.84,109.84,108.70,108.70,108.70,106.41,107.55,113.28,114.42,114.42,109.84,104.12,94.97,83.53,72.08,1
82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
83,71.43,67.16,63.97,62.90,62.90,63.97,78.89,91.68,101.28,102.34,102.34,101.28,101.28,101.28,99.15,100.21,105.54,106.61,106.61,102.34,97.01,88.49,77.82,67.16,1
84,29.38,27.63,26.31,25.87,25.87,26.31,32.45,37.71,41.66,42.10,42.10,41.66,41.66,41.66,40.78,41.22,43.41,43.85,43.85,42.10,39.90,36.40,32.01,27.63,1
85,7.90,7.42,7.07,6.95,6.95,7.07,8.72,10.13,11.20,11.31,11.31,11.20,11.20,11.20,10.96,11.08,11.67,11.78,11.78,11.31,10.72,9.78,8.60,7.42,1
86,45.54,42.82,40.78,40.10,40.10,40.78,50.30,58.45,64.57,65.25,65.25,64.57,64.57,64.57,63.21,63.89,67.29,67.97,67.97,65.25,61.85,56.41,49.62,42.82,1
87,4.22,3.97,3.78,3.72,3.72,3.78,4.66,5.42,5.99,6.05,6.05,5.99,5.99,5.99,5.86,5.93,6.24,6.30,6.30,6.05,5.74,5.23,4.60,3.97,1
88,102.92,96.77,92.17,90.63,90.63,92.17,113.67,132.11,145.93,147.47,147.47,145.93,145.93,145.93,142.86,144.39,152.07,153.61,153.61,147.47,139.79,127.50,112.14,96.77,1
89,28.19,26.50,25.24,24.82,24.82,25.24,31.13,36.18,39.96,40.39,40.39,39.96,39.96,39.96,39.12,39.54,41.65,42.07,42.07,40.39,38.28,34.92,30.71,26.50,1
90,57.84,54.39,51.80,50.93,50.93,51.80,63.88,74.24,82.01,82.88,82.88,82.01,82.01,82.01,80.29,81.15,85.47,86.33,86.33,82.88,78.56,71.65,63.02,54.39,1
91,17.99,16.92,16.11,15.85,15.85,16.11,19.87,23.10,25.51,25.78,25.78,25.51,25.51,25.51,24.98,25.25,26.59,26.86,26.86,25.78,24.44,22.29,19.61,16.92,1
92,24.05,22.62,21.54,21.18,21.18,21.54,26.57,30.88,34.11,34.47,34.47,34.11,34.11,34.11,33.39,33.75,35.54,35.90,35.90,34.47,32.67,29.80,26.21,22.62,1
93,16.71,15.71,14.96,14.71,14.71,14.96,18.46,21.45,23.69,23.94,23.94,23.69,23.69,23.69,23.19,23.44,24.69,24.94,24.94,23.94,22.69,20.70,18.21,15.71,1
94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
97,12.95,12.17,11.59,11.40,11.40,11.59,14.30,16.62,18.36,18.55,18.55,18.36,18.36,18.36,17.97,18.16,19.13,19.32,19.32,18.55,17.58,16.04,14.10,12.17,1
98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
99,713.36,670.78,638.83,628.19,628.19,638.83,787.90,915.66,1011.49,1022.13,1022.13,1011.49,1011.49,1011.49,990.19,1000.84,1054.08,1064.72,1064.72,1022.13,968.90,883.72,777.25,670.78,1
100,491.18,461.86,439.87,432.54,432.54,439.87,542.50,630.48,696.45,703.79,703.79,696.45,696.45,696.45,681.79,689.12,725.78,733.11,733.11,703.79,667.13,608.48,535.17,461.86,1
101,210.34,197.78,188.36,185.22,185.22,188.36,232.31,269.98,298.24,301.38,301.38,298.24,298.24,298.24,291.96,295.10,310.80,313.94,313.94,301.38,285.68,260.57,229.17,197.78,1
102,71.61,67.34,64.13,63.06,63.06,64.13,79.09,91.92,101.54,102.61,102.61,101.54,101.54,101.54,99.40,100.47,105.81,106.88,106.88,102.61,97.26,88.71,78.02,67.34,1
103,253.76,238.61,227.25,223.46,223.46,227.25,280.28,325.73,359.81,363.60,363.60,359.81,359.81,359.81,352.24,356.03,374.96,378.75,378.75,363.60,344.66,314.36,276.49,238.61,1
104,472.64,444.42,423.26,416.20,416.20,423.26,522.02,606.67,670.16,677.21,677.21,670.16,670.16,670.16,656.05,663.10,698.38,705.43,705.43,677.21,641.94,585.51,514.96,444.42,1
105,53.16,49.98,47.60,46.81,46.81,47.60,58.71,68.23,75.37,76.17,76.17,75.37,75.37,75.37,73.79,74.58,78.55,79.34,79.34,76.17,72.20,65.85,57.92,49.98,1
106,349.61,328.74,313.09,307.87,307.87,313.09,386.14,448.76,495.72,500.94,500.94,495.72,495.72,495.72,485.28,490.50,516.59,521.81,521.81,500.94,474.85,433.10,380.92,328.74,1
107,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
108,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
110,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
111,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
114,155.34,146.07,139.11,136.79,136.79,139.11,171.57,199.40,220.26,222.58,222.58,220.26,220.26,220.26,215.62,217.94,229.54,231.85,231.85,222.58,210.99,192.44,169.25,146.07,1
115,50.68,47.65,45.38,44.63,44.63,45.38,55.97,65.05,71.86,72.61,72.61,71.86,71.86,71.86,70.35,71.10,74.88,75.64,75.64,72.61,68.83,62.78,55.22,47.65,1
116,251.19,236.20,224.95,221.20,221.20,224.95,277.44,322.43,356.17,359.92,359.92,356.17,356.17,356.17,348.67,352.42,371.16,374.91,374.91,359.92,341.17,311.18,273.69,236.20,1
117,935.73,879.86,837.97,824.00,824.00,837.97,1033.49,1201.08,1326.78,1340.75,1340.75,1326.78,1326.78,1326.78,1298.85,1312.81,1382.64,1396.61,1396.61,1340.75,1270.91,1159.19,1019.53,879.86,1
118,546.27,513.66,489.20,481.04,481.04,489.20,603.34,701.18,774.56,782.72,782.72,774.56,774.56,774.56,758.26,766.41,807.18,815.33,815.33,782.72,741.95,676.72,595.19,513.66,1
119,355.95,334.70,318.76,313.45,313.45,318.76,393.14,456.89,504.70,510.01,510.01,504.70,504.70,504.70,494.08,499.39,525.95,531.27,531.27,510.01,483.45,440.95,387.82,334.70,1
120,133.12,125.18,119.22,117.23,117.23,119.22,147.03,170.88,188.76,190.75,190.75,188.76,188.76,188.76,184.78,186.77,196.71,198.69,198.69,190.75,180.81,164.92,145.05,125.18,1
121,51.87,48.78,46.45,45.68,45.68,46.45,57.29,66.58,73.55,74.33,74.33,73.55,73.55,73.55,72.00,72.78,76.65,77.42,77.42,74.33,70.45,64.26,56.52,48.78,1
122,82.17,77.26,73.59,72.36,72.36,73.59,90.75,105.47,116.51,117.74,117.74,116.51,116.51,116.51,114.06,115.28,121.42,122.64,122.64,117.74,111.60,101.79,89.53,77.26,1
123,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
124,22.03,20.72,19.73,19.40,19.40,19.73,24.34,28.28,31.24,31.57,31.57,31.24,31.24,31.24,30.59,30.91,32.56,32.89,32.89,31.57,29.93,27.30,24.01,20.72,1
125,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
126,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
127,57.84,54.39,51.80,50.93,50.93,51.80,63.88,74.24,82.01,82.88,82.88,82.01,82.01,82.01,80.29,81.15,85.47,86.33,86.33,82.88,78.56,71.65,63.02,54.39,1
128,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
129,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
131,15.61,14.68,13.98,13.74,13.74,13.98,17.24,20.03,22.13,22.36,22.36,22.13,22.13,22.13,21.66,21.90,23.06,23.30,23.30,22.36,21.20,19.33,17.01,14.68,1
132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1
133,64.27,60.43,57.55,56.59,56.59,57.55,70.98,82.49,91.12,92.08,92.08,91.12,91.12,91.12,89.21,90.17,94.96,95.92,95.92,92.08,87.29,79.61,70.02,60.43,1
134,183.62,172.66,164.44,161.70,161.70,164.44,202.80,235.69,260.36,263.10,263.10,260.36,260.36,260.36,254.88,257.62,271.32,274.06,274.06,263.10,249.39,227.47,200.06,172.66,1
