Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
55,102.00,120.00,84.00,84.00,84.00,84.00,0,135,0,2,2,8493.74,39.95,43.41,48.36,6.00,6.00,6.00,18900.00
56,30.00,50.00,35.00,35.00,35.00,35.00,1,146,0,2,2,1824.22,51.02,54.29,67.67,6.67,6.67,6.67,4000.00
57,30.00,50.00,35.00,35.00,35.00,35.00,1,146,0,1,1,1635.27,50.13,55.38,62.81,6.67,6.67,6.67,3400.00
58,90.00,120.00,84.00,84.00,84.00,84.00,0,147,0,4,4,6319.97,62.69,68.25,72.11,10.00,10.00,10.00,20400.00
59,90.00,222.00,155.40,155.40,155.40,155.40,1,148,0,1,1,6982.53,41.46,45.07,50.86,44.00,44.00,44.00,19500.00
60,135.00,205.00,143.50,143.50,143.50,143.50,0,148,0,4,4,8558.29,45.08,49.48,56.86,23.33,23.33,23.33,30200.00
61,135.00,205.00,143.50,143.50,143.50,143.50,0,148,0,1,1,10614.48,38.03,42.13,44.83,23.33,23.33,23.33,41300.00
62,90.00,222.00,155.40,155.40,155.40,155.40,1,148,0,4,4,6290.97,2.55,2.84,3.27,44.00,44.00,44.00,18700.00
63,90.00,222.00,155.40,155.40,155.40,155.40,1,150,0,1,1,6345.01,24.80,26.35,31.39,44.00,44.00,44.00,25400.00
64,90.00,222.00,155.40,155.40,155.40,155.40,1,151,0,1,1,6903.19,36.53,40.08,45.11,44.00,44.00,44.00,29300.00
65,90.00,222.00,155.40,155.40,155.40,155.40,0,151,0,4,4,7067.67,33.03,36.53,45.36,44.00,44.00,44.00,14500.00
66,94.00,235.00,164.50,164.50,164.50,164.50,1,155,0,4,4,5681.48,53.07,57.60,71.02,47.00,47.00,47.00,13900.00
67,94.00,235.00,164.50,164.50,164.50,164.50,1,155,0,4,4,6557.92,33.16,36.28,42.55,47.00,47.00,47.00,30100.00
68,130.00,205.00,143.50,143.50,143.50,143.50,0,155,0,4,4,6104.50,50.98,56.38,64.29,25.00,25.00,25.00,18500.00
69,104.00,261.00,182.70,182.70,182.70,182.70,1,155,0,1,1,6601.43,36.23,39.97,44.01,52.33,52.33,52.33,19300.00
70,130.00,205.00,143.50,143.50,143.50,143.50,0,156,0,4,4,7516.21,51.88,58.43,66.33,25.00,25.00,25.00,29600.00
71,130.00,205.00,143.50,143.50,143.50,143.50,1,156,0,2,2,7367.61,57.93,63.33,70.99,25.00,25.00,25.00,27500.00
72,120.00,206.00,144.20,144.20,144.20,144.20,1,156,0,4,4,9689.55,52.98,57.57,66.15,28.67,28.67,28.67,28200.00
73,120.00,206.00,144.20,144.20,144.20,144.20,1,156,0,4,4,9268.37,48.18,52.63,60.42,28.67,28.67,28.67,21300.00
74,120.00,206.00,144.20,144.20,144.20,144.20,1,159,0,2,2,9228.00,36.66,40.18,48.60,28.67,28.67,28.67,40200.00
75,150.00,200.00,140.00,140.00,140.00,140.00,1,165,0,2,2,12002.32,24.35,26.13,28.61,16.67,16.67,16.67,43400.00
76,150.00,200.00,140.00,140.00,140.00,140.00,0,165,0,2,2,9745.37,54.23,60.61,67.78,16.67,16.67,16.67,55700.00
77,150.00,200.00,140.00,140.00,140.00,140.00,1,166,0,2,2,9566.59,48.41,55.09,65.56,16.67,16.67,16.67,27700.00
78,150.00,200.00,140.00,140.00,140.00,140.00,0,165,0,2,2,9118.25,25.22,27.93,32.03,16.67,16.67,16.67,26100.00
79,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,2,2,0.00,48.44,52.46,59.92,0.00,0.00,0.00,0.00
80,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,1,1,0.00,36.61,39.40,47.13,0.00,0.00,0.00,0.00
81,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,2,2,0.00,48.99,54.38,67.86,0.00,0.00,0.00,0.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0,206,0,4,4,0.00,43.01,47.18,55.15,0.00,0.00,0.00,0.00
83,37.08,37.08,25.96,25.96,25.96,25.96,1,215,0,1,1,2898.36,25.49,28.29,32.92,0.00,0.00,0.00,6100.00
84,33.71,33.71,23.60,23.60,23.60,23.60,1,215,0,2,2,2505.72,44.88,49.53,54.17,0.00,0.00,0.00,5300.00
85,33.71,33.71,23.60,23.60,23.60,23.60,1,215,0,4,4,2700.26,45.53,49.78,58.56,0.00,0.00,0.00,14500.00
86,15.51,15.51,10.85,10.85,10.85,10.85,1,215,0,1,1,1368.39,46.52,50.65,59.74,0.00,0.00,0.00,4300.00
87,5.50,5.50,3.85,3.85,3.85,3.85,1,229,0,4,4,330.14,22.53,25.21,30.43,0.00,0.00,0.00,0.00
88,5.50,5.50,3.85,3.85,3.85,3.85,1,230,0,2,2,431.78,48.36,52.57,60.60,0.00,0.00,0.00,0.00
89,3.00,3.00,2.10,2.10,2.10,2.10,1,239,0,2,2,206.05,34.88,37.85,44.57,0.00,0.00,0.00,0.00
90,290.00,370.00,259.00,259.00,259.00,259.00,1,246,0,2,2,22946.00,38.38,43.08,49.89,26.67,26.67,26.67,89300.00
91,2.00,2.00,1.40,1.40,1.40,1.40,1,291,0,1,1,143.76,51.64,55.55,64.33,0.00,0.00,0.00,0.00
92,2.00,2.00,1.40,1.40,1.40,1.40,1,294,0,2,2,183.39,33.27,38.13,42.49,0.00,0.00,0.00,0.00
93,9.17,9.17,6.42,6.42,6.42,6.42,1,306,0,1,1,631.15,54.59,60.26,68.37,0.00,0.00,0.00,2400.00
94,16.30,16.30,11.41,11.41,11.41,11.41,1,306,0,1,1,1467.24,63.77,69.71,81.27,0.00,0.00,0.00,7200.00
95,11.20,11.20,7.84,7.84,7.84,7.84,1,306,0,4,4,787.60,30.49,32.18,40.96,0.00,0.00,0.00,1700.00
96,9.17,9.17,6.42,6.42,6.42,6.42,1,306,0,2,2,714.59,37.34,41.99,46.44,0.00,0.00,0.00,3100.00
97,9.17,9.17,6.42,6.42,6.42,6.42,1,306,0,1,1,652.52,33.90,36.55,43.59,0.00,0.00,0.00,2000.00
98,36.50,36.50,25.55,25.55,25.55,25.55,1,307,0,1,1,2281.79,37.31,40.09,46.52,0.00,0.00,0.00,5900.00
99,36.50,36.50,25.55,25.55,25.55,25.55,1,307,0,1,1,2768.51,41.96,45.72,53.27,0.00,0.00,0.00,4600.00
100,32.00,32.00,22.40,22.40,22.40,22.40,1,308,0,1,1,2288.86,48.60,55.24,62.90,0.00,0.00,0.00,7100.00
101,40.00,40.00,28.00,28.00,28.00,28.00,1,308,0,4,4,2173.74,37.37,40.17,50.02,0.00,0.00,0.00,8100.00
102,35.00,35.00,24.50,24.50,24.50,24.50,1,310,0,1,1,2253.11,51.41,55.39,67.84,0.00,0.00,0.00,5300.00
103,75.00,75.00,52.50,52.50,52.50,52.50,1,310,0,1,1,5225.50,38.98,43.61,50.44,0.00,0.00,0.00,14400.00
104,45.00,45.00,31.50,31.50,31.50,31.50,1,311,0,4,4,2731.95,39.23,42.67,48.00,0.00,0.00,0.00,7200.00
105,2.00,2.00,1.40,1.40,1.40,1.40,1,319,0,2,2,130.35,41.21,44.79,50.14,0.00,0.00,0.00,0.00
106,1.00,1.00,0.70,0.70,0.70,0.70,1,345,0,1,1,69.64,50.77,54.96,63.33,0.00,0.00,0.00,0.00
107,40.00,40.00,28.00,28.00,28.00,28.00,1,362,0,1,1,3238.16,44.34,49.16,59.01,0.00,0.00,0.00,5700.00
108,40.00,40.00,28.00,28.00,28.00,28.00,1,363,0,2,2,3192.37,40.56,44.69,53.47,0.00,0.00,0.00,10100.00
109,0.00,0.00,0.00,0.00,0.00,0.00,0,364,0,1,1,0.00,36.21,38.99,44.51,0.00,0.00,0.00,0.00
110,46.00,46.00,32.20,32.20,32.20,32.20,1,364,0,2,2,3947.58,40.48,45.38,50.84,0.00,0.00,0.00,16200.00
111,40.00,40.00,28.00,28.00,28.00,28.00,1,365,0,4,4,2588.51,43.42,47.78,53.84,0.00,0.00,0.00,6700.00
112,40.00,40.00,28.00,28.00,28.00,28.00,1,365,0,2,2,2982.80,55.68,62.42,67.87,0.00,0.00,0.00,12000.00
113,1.00,1.00,0.70,0.70,0.70,0.70,1,368,0,1,1,79.30,39.52,45.30,49.65,0.00,0.00,0.00,0.00
114,15.00,55.00,38.50,38.50,38.50,38.50,1,382,0,2,2,814.61,31.78,34.98,39.16,13.33,13.33,13.33,2200.00
115,120.00,226.00,158.20,158.20,158.20,158.20,1,382,0,2,2,7173.02,38.21,40.72,47.05,35.33,35.33,35.33,22000.00
116,15.00,55.00,38.50,38.50,38.50,38.50,1,383,0,1,1,989.58,38.33,43.01,49.30,13.33,13.33,13.33,2400.00
117,2.50,2.50,1.75,1.75,1.75,1.75,1,386,0,1,1,180.51,43.33,47.68,53.71,0.00,0.00,0.00,0.00
118,1.00,1.00,0.70,0.70,0.70,0.70,1,395,0,1,1,68.07,34.55,37.94,44.14,0.00,0.00,0.00,0.00
119,4.00,4.00,2.80,2.80,2.80,2.80,1,421,0,2,2,306.77,33.46,36.77,38.89,0.00,0.00,0.00,0.00
120,3.00,3.00,2.10,2.10,2.10,2.10,1,426,0,1,1,160.53,16.89,19.10,20.93,0.00,0.00,0.00,0.00
121,5.00,5.00,3.50,3.50,3.50,3.50,1,431,0,2,2,237.36,56.12,61.12,70.30,0.00,0.00,0.00,0.00
122,2.00,2.00,1.40,1.40,1.40,1.40,1,440,0,1,1,116.66,31.93,36.23,40.52,0.00,0.00,0.00,0.00
123,3.50,3.50,2.45,2.45,2.45,2.45,1,447,0,4,4,257.38,45.58,51.07,55.93,0.00,0.00,0.00,1100.00
124,3.50,3.50,2.45,2.45,2.45,2.45,1,447,0,1,1,269.57,45.80,50.10,59.07,0.00,0.00,0.00,0.00
125,0.00,0.00,0.00,0.00,0.00,0.00,0,463,0,2,2,0.00,27.94,30.95,36.11,0.00,0.00,0.00,0.00
126,1.40,1.40,0.98,0.98,0.98,0.98,1,482,0,1,1,96.05,40.27,44.84,48.71,0.00,0.00,0.00,0.00
127,3.00,3.00,2.10,2.10,2.10,2.10,1,490,0,2,2,213.23,45.03,48.47,54.11,0.00,0.00,0.00,0.00
128,0.00,0.00,0.00,0.00,0.00,0.00,0,522,0,4,4,0.00,55.43,59.22,66.59,0.00,0.00,0.00,0.00
129,0.50,0.50,0.35,0.35,0.35,0.35,1,533,0,4,4,32.91,48.88,54.91,59.06,0.00,0.00,0.00,0.00
130,35.89,35.89,25.12,25.12,25.12,25.12,1,534,0,2,2,2506.20,19.56,21.16,25.04,0.00,0.00,0.00,7400.00
131,22.09,22.09,15.46,15.46,15.46,15.46,1,534,0,2,2,1275.66,31.91,33.83,35.82,0.00,0.00,0.00,1400.00
132,22.09,22.09,15.46,15.46,15.46,15.46,1,534,0,1,1,1148.29,35.64,38.87,46.34,0.00,0.00,0.00,1600.00
133,72.47,72.47,50.73,50.73,50.73,50.73,1,534,0,4,4,6257.51,61.85,66.55,77.86,0.00,0.00,0.00,9500.00
134,72.47,72.47,50.73,50.73,50.73,50.73,1,534,0,1,1,5789.55,29.22,32.72,36.00,0.00,0.00,0.00,17600.00
135,24.57,24.57,17.20,17.20,17.20,17.20,1,535,0,1,1,1832.64,62.13,65.85,78.60,0.00,0.00,0.00,11600.00
136,23.80,23.80,16.66,16.66,16.66,16.66,1,535,0,1,1,1798.50,44.47,49.52,55.56,0.00,0.00,0.00,3200.00
137,95.99,95.99,67.19,67.19,67.19,67.19,1,535,0,4,4,7973.62,39.01,43.81,51.11,0.00,0.00,0.00,13700.00
138,80.63,80.63,56.44,56.44,56.44,56.44,1,535,0,4,4,5288.95,34.26,36.43,40.04,0.00,0.00,0.00,13900.00
139,1.00,1.00,0.70,0.70,0.70,0.70,1,549,0,2,2,66.99,57.28,62.44,70.74,0.00,0.00,0.00,0.00
140,25.72,25.72,18.01,18.01,18.01,18.01,1,557,0,1,1,1928.99,36.48,41.42,46.97,0.00,0.00,0.00,6300.00
141,21.18,21.18,14.83,14.83,14.83,14.83,1,557,0,4,4,1308.33,46.14,49.72,56.16,0.00,0.00,0.00,2900.00
142,19.67,19.67,13.77,13.77,13.77,13.77,1,557,0,1,1,1636.74,38.09,43.66,44.90,0.00,0.00,0.00,7500.00
143,22.70,22.70,15.89,15.89,15.89,15.89,1,557,0,1,1,1704.08,30.20,34.17,40.21,0.00,0.00,0.00,3000.00
144,25.72,25.72,18.01,18.01,18.01,18.01,1,557,0,1,1,1632.59,22.68,24.10,27.11,0.00,0.00,0.00,2100.00
145,31.03,31.03,21.72,21.72,21.72,21.72,1,558,0,2,2,2230.26,41.84,45.99,51.81,0.00,0.00,0.00,9200.00
146,31.03,31.03,21.72,21.72,21.72,21.72,1,558,0,1,1,2050.68,36.15,41.01,45.51,0.00,0.00,0.00,8800.00
147,22.82,22.82,15.97,15.97,15.97,15.97,1,558,0,4,4,1535.06,27.94,30.72,32.83,0.00,0.00,0.00,5100.00
148,30.12,30.12,21.08,21.08,21.08,21.08,1,558,0,4,4,2103.17,20.80,22.53,25.79,0.00,0.00,0.00,6700.00
149,3.00,3.00,2.10,2.10,2.10,2.10,1,581,0,1,1,230.41,40.20,41.34,46.41,0.00,0.00,0.00,0.00
150,2.07,2.07,1.45,1.45,1.45,1.45,1,594,0,2,2,158.06,26.50,29.29,36.63,0.00,0.00,0.00,0.00
151,4.05,4.05,2.83,2.83,2.83,2.83,1,601,0,2,2,252.83,44.11,49.94,56.07,0.00,0.00,0.00,0.00
152,110.00,110.00,77.00,77.00,77.00,77.00,1,622,0,2,2,8489.89,55.93,60.72,67.84,0.00,0.00,0.00,15500.00
153,0.00,0.00,0.00,0.00,0.00,0.00,0,622,0,2,2,0.00,59.09,65.73,73.96,0.00,0.00,0.00,0.00
154,2.25,2.25,1.58,1.58,1.58,1.58,1,626,0,4,4,119.75,57.55,63.87,73.21,0.00,0.00,0.00,0.00
155,4.50,4.50,3.15,3.15,3.15,3.15,1,630,0,2,2,334.21,37.28,41.56,50.31,0.00,0.00,0.00,0.00
156,5.40,5.40,3.78,3.78,3.78,3.78,1,631,0,4,4,293.56,52.90,56.49,67.94,0.00,0.00,0.00,0.00
157,0.81,0.81,0.57,0.57,0.57,0.57,1,655,0,2,2,53.72,37.68,43.36,45.36,0.00,0.00,0.00,0.00
158,135.00,225.00,157.50,157.50,157.50,157.50,1,660,0,1,1,10861.98,44.29,48.16,55.81,30.00,30.00,30.00,30800.00
159,135.00,225.00,157.50,157.50,157.50,157.50,1,661,0,1,1,11096.94,32.77,35.92,38.29,30.00,30.00,30.00,8300.00
160,1.89,1.89,1.32,1.32,1.32,1.32,1,667,0,1,1,127.62,43.91,46.66,54.83,0.00,0.00,0.00,0.00
161,7.65,7.65,5.36,5.36,5.36,5.36,1,671,0,2,2,503.66,56.60,62.28,67.32,0.00,0.00,0.00,1200.00
162,2.70,2.70,1.89,1.89,1.89,1.89,1,673,0,4,4,185.85,48.74,54.13,62.69,0.00,0.00,0.00,0.00
163,190.00,190.00,133.00,133.00,133.00,133.00,1,681,0,4,4,9794.90,28.20,32.47,35.29,0.00,0.00,0.00,45000.00
164,25.00,25.00,17.50,17.50,17.50,17.50,1,681,0,1,1,2267.00,37.91,41.35,46.96,0.00,0.00,0.00,7800.00
165,9.00,9.00,6.30,6.30,6.30,6.30,1,687,0,4,4,560.07,34.50,36.49,41.28,0.00,0.00,0.00,1600.00
166,5.40,5.40,3.78,3.78,3.78,3.78,1,699,0,4,4,455.77,27.47,30.32,36.76,0.00,0.00,0.00,1600.00
167,0.90,0.90,0.63,0.63,0.63,0.63,1,702,0,2,2,62.00,27.23,29.83,30.97,0.00,0.00,0.00,0.00
168,9.00,9.00,6.30,6.30,6.30,6.30,1,712,0,1,1,740.46,58.81,64.92,72.81,0.00,0.00,0.00,4500.00
169,1.44,1.44,1.01,1.01,1.01,1.01,1,718,0,1,1,128.46,51.08,55.68,67.85,0.00,0.00,0.00,0.00
170,2.25,2.25,1.58,1.58,1.58,1.58,1,722,0,2,2,174.29,22.48,24.50,29.60,0.00,0.00,0.00,0.00
171,1.35,1.35,0.94,0.94,0.94,0.94,1,731,0,4,4,124.53,30.26,32.66,38.55,0.00,0.00,0.00,0.00
172,130.00,225.00,157.50,157.50,157.50,157.50,1,736,0,1,1,8216.78,49.09,53.70,62.47,31.67,31.67,31.67,24800.00
173,1.80,1.80,1.26,1.26,1.26,1.26,1,740,0,2,2,139.09,34.91,39.47,46.08,0.00,0.00,0.00,0.00
174,4.68,4.68,3.28,3.28,3.28,3.28,1,747,0,2,2,286.94,29.77,32.42,38.07,0.00,0.00,0.00,1300.00
175,90.00,90.00,63.00,63.00,63.00,63.00,1,759,0,2,2,5207.53,35.88,40.24,46.11,0.00,0.00,0.00,10100.00
176,0.00,0.00,0.00,0.00,0.00,0.00,0,760,0,1,1,0.00,29.27,31.95,35.95,0.00,0.00,0.00,0.00
177,9.00,9.00,6.30,6.30,6.30,6.30,1,778,0,2,2,547.27,33.99,37.52,41.80,0.00,0.00,0.00,1900.00
178,1.26,1.26,0.88,0.88,0.88,0.88,1,780,0,2,2,77.63,42.22,45.40,51.84,0.00,0.00,0.00,0.00
179,6.00,6.00,4.20,4.20,4.20,4.20,1,783,0,4,4,446.11,49.49,55.37,62.56,0.00,0.00,0.00,1400.00
180,2.00,2.00,1.40,1.40,1.40,1.40,1,788,0,2,2,128.84,47.04,51.41,57.29,0.00,0.00,0.00,0.00
181,0.00,0.00,0.00,0.00,0.00,0.00,0,792,0,4,4,0.00,26.41,29.27,33.84,0.00,0.00,0.00,0.00
182,0.00,0.00,0.00,0.00,0.00,0.00,0,792,0,2,2,0.00,51.48,55.49,63.50,0.00,0.00,0.00,0.00
183,0.00,0.00,0.00,0.00,0.00,0.00,0,792,0,2,2,0.00,38.38,40.99,44.37,0.00,0.00,0.00,0.00
184,0.00,0.00,0.00,0.00,0.00,0.00,0,792,0,4,4,0.00,33.73,37.27,41.31,0.00,0.00,0.00,0.00
185,0.00,55.00,38.50,38.50,38.50,38.50,0,803,0,2,2,0.00,46.18,51.90,60.63,18.33,18.33,18.33,0.00
186,0.00,120.00,84.00,84.00,84.00,84.00,0,804,0,4,4,0.00,25.51,27.55,30.93,40.00,40.00,40.00,0.00
187,0.00,0.00,0.00,0.00,0.00,0.00,0,809,0,1,1,0.00,50.11,55.14,66.11,0.00,0.00,0.00,0.00
188,2.70,2.70,1.89,1.89,1.89,1.89,1,815,0,4,4,171.86,34.00,38.32,43.58,0.00,0.00,0.00,0.00
189,0.90,0.90,0.63,0.63,0.63,0.63,1,834,0,2,2,59.44,48.63,52.73,61.99,0.00,0.00,0.00,0.00
190,25.00,25.00,17.50,17.50,17.50,17.50,1,840,0,4,4,1677.64,56.62,62.25,73.83,0.00,0.00,0.00,7000.00
191,25.00,25.00,17.50,17.50,17.50,17.50,1,840,0,1,1,1566.43,31.49,35.18,41.13,0.00,0.00,0.00,5800.00
192,1.90,1.90,1.33,1.33,1.33,1.33,1,844,0,2,2,119.16,42.08,46.83,56.20,0.00,0.00,0.00,0.00
193,3.01,3.01,2.11,2.11,2.11,2.11,1,848,0,1,1,236.03,38.73,42.78,44.24,0.00,0.00,0.00,0.00
194,7.00,7.00,4.90,4.90,4.90,4.90,1,854,0,1,1,508.68,42.79,47.29,55.46,0.00,0.00,0.00,2300.00
195,68.00,68.00,47.60,47.60,47.60,47.60,1,873,0,4,4,5250.41,47.19,51.60,59.27,0.00,0.00,0.00,11200.00
