Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
118,0.00,0.00,0.00,0.00,0.00,0.00,0,452,0,1,1,0.00,57.21,62.86,68.23,0.00,0.00,0.00,0.00
119,1.40,1.40,0.98,0.98,0.98,0.98,1,485,0,4,4,107.37,38.28,41.42,46.54,0.00,0.00,0.00,0.00
120,40.00,40.00,28.00,28.00,28.00,28.00,1,536,0,2,2,2140.41,31.72,34.81,38.06,0.00,0.00,0.00,4100.00
121,0.00,0.00,0.00,0.00,0.00,0.00,0,536,0,2,2,0.00,43.71,46.83,52.68,0.00,0.00,0.00,0.00
122,0.00,0.00,0.00,0.00,0.00,0.00,0,536,0,2,2,0.00,33.26,36.17,40.28,0.00,0.00,0.00,0.00
123,0.00,0.00,0.00,0.00,0.00,0.00,0,536,0,1,1,0.00,22.88,24.95,27.97,0.00,0.00,0.00,0.00
124,0.00,0.00,0.00,0.00,0.00,0.00,0,536,0,4,4,0.00,32.62,35.50,41.41,0.00,0.00,0.00,0.00
125,25.00,25.00,17.50,17.50,17.50,17.50,1,537,0,4,4,1681.36,43.92,48.45,53.71,0.00,0.00,0.00,3600.00
126,25.00,25.00,17.50,17.50,17.50,17.50,1,537,0,4,4,1715.21,57.63,63.61,71.44,0.00,0.00,0.00,3800.00
127,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,4,4,0.00,39.45,43.83,49.17,0.00,0.00,0.00,0.00
128,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,2,2,0.00,33.43,36.88,44.11,0.00,0.00,0.00,0.00
129,1.40,1.40,0.98,0.98,0.98,0.98,1,551,0,2,2,92.16,24.50,27.10,31.06,0.00,0.00,0.00,0.00
130,30.00,30.00,21.00,21.00,21.00,21.00,1,559,0,2,2,2094.90,39.56,42.59,48.39,0.00,0.00,0.00,7100.00
131,0.00,0.00,0.00,0.00,0.00,0.00,0,559,0,1,1,0.00,46.81,52.66,60.22,0.00,0.00,0.00,0.00
132,0.00,0.00,0.00,0.00,0.00,0.00,0,559,0,4,4,0.00,30.46,33.11,35.76,0.00,0.00,0.00,0.00
133,0.00,0.00,0.00,0.00,0.00,0.00,0,559,0,4,4,0.00,21.43,23.10,26.28,0.00,0.00,0.00,0.00
134,0.00,0.00,0.00,0.00,0.00,0.00,0,559,0,1,1,0.00,44.49,50.98,60.74,0.00,0.00,0.00,0.00
135,30.00,30.00,21.00,21.00,21.00,21.00,1,560,0,4,4,2237.38,39.38,42.41,49.28,0.00,0.00,0.00,8500.00
136,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,1,1,0.00,52.34,58.49,64.59,0.00,0.00,0.00,0.00
137,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,1,1,0.00,47.06,50.72,52.68,0.00,0.00,0.00,0.00
138,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,4,4,0.00,26.91,31.15,34.79,0.00,0.00,0.00,0.00
139,1.00,1.00,0.70,0.70,0.70,0.70,1,573,0,4,4,66.99,24.63,26.59,30.15,0.00,0.00,0.00,0.00
140,78.00,78.00,54.60,54.60,54.60,54.60,1,626,0,2,2,5849.06,45.32,50.43,59.25,0.00,0.00,0.00,22000.00
141,30.00,30.00,21.00,21.00,21.00,21.00,1,626,0,2,2,1852.80,60.48,67.47,78.87,0.00,0.00,0.00,2000.00
142,130.00,225.00,157.50,157.50,157.50,157.50,1,664,0,2,2,10816.74,44.47,50.57,55.46,31.67,31.67,31.67,49400.00
143,130.00,225.00,157.50,157.50,157.50,157.50,0,665,0,2,2,9760.35,37.76,43.37,50.43,31.67,31.67,31.67,37300.00
144,150.00,150.00,105.00,105.00,105.00,105.00,1,685,0,4,4,9519.84,40.93,45.58,57.23,0.00,0.00,0.00,36200.00
145,50.00,50.00,35.00,35.00,35.00,35.00,1,685,0,1,1,3593.49,47.16,52.47,58.68,0.00,0.00,0.00,14900.00
146,2.43,2.43,1.70,1.70,1.70,1.70,1,691,0,1,1,160.58,46.57,53.16,64.77,0.00,0.00,0.00,0.00
147,1.47,1.47,1.03,1.03,1.03,1.03,1,716,0,4,4,98.90,39.33,42.09,46.36,0.00,0.00,0.00,0.00
148,129.00,225.00,157.50,157.50,157.50,157.50,1,740,0,4,4,9007.89,48.39,53.34,63.09,32.00,32.00,32.00,41100.00
149,86.00,86.00,60.20,60.20,60.20,60.20,1,763,0,1,1,6605.08,38.83,42.19,46.05,0.00,0.00,0.00,11500.00
150,1.00,1.00,0.70,0.70,0.70,0.70,1,792,0,4,4,76.36,34.82,37.05,42.60,0.00,0.00,0.00,0.00
151,5.00,68.10,47.67,47.67,47.67,47.67,1,796,0,2,2,312.14,38.83,42.90,47.74,21.03,21.03,21.03,1300.00
152,5.00,68.10,47.67,47.67,47.67,47.67,0,796,0,2,2,385.90,63.90,69.57,85.57,21.03,21.03,21.03,1200.00
153,16.00,31.00,21.70,21.70,21.70,21.70,0,796,0,1,1,1071.32,30.68,33.35,36.83,5.00,5.00,5.00,2000.00
154,16.00,31.00,21.70,21.70,21.70,21.70,0,796,0,1,1,851.55,37.71,41.39,52.57,5.00,5.00,5.00,2000.00
155,84.00,125.00,87.50,87.50,87.50,87.50,0,807,0,2,2,6238.67,28.60,31.69,35.51,13.67,13.67,13.67,21300.00
156,92.00,125.00,87.50,87.50,87.50,87.50,1,808,0,2,2,5001.36,44.40,49.51,57.20,11.00,11.00,11.00,14900.00
157,15.00,15.00,10.50,10.50,10.50,10.50,1,845,0,2,2,994.88,31.76,33.75,38.58,0.00,0.00,0.00,3100.00
158,15.00,15.00,10.50,10.50,10.50,10.50,1,845,0,1,1,1206.89,34.79,38.17,41.68,0.00,0.00,0.00,3000.00
159,0.00,0.00,0.00,0.00,0.00,0.00,0,845,0,1,1,0.00,43.50,48.11,56.82,0.00,0.00,0.00,0.00
160,0.00,0.00,0.00,0.00,0.00,0.00,0,845,0,2,2,0.00,42.04,45.63,55.61,0.00,0.00,0.00,0.00
161,35.00,35.00,24.50,24.50,24.50,24.50,1,877,0,2,2,2304.32,41.33,45.21,49.77,0.00,0.00,0.00,6400.00
162,0.00,0.00,0.00,0.00,0.00,0.00,0,900,0,2,2,0.00,43.28,47.86,57.27,0.00,0.00,0.00,0.00
163,50.00,50.00,35.00,35.00,35.00,35.00,1,900,0,2,2,2577.61,40.72,44.92,49.83,0.00,0.00,0.00,11900.00
164,0.00,0.00,0.00,0.00,0.00,0.00,0,900,0,1,1,0.00,41.32,46.53,49.25,0.00,0.00,0.00,0.00
165,0.00,0.00,0.00,0.00,0.00,0.00,0,975,0,4,4,0.00,27.03,29.55,33.78,0.00,0.00,0.00,0.00
166,100.00,100.00,70.00,70.00,70.00,70.00,1,976,0,1,1,8440.17,49.98,54.31,63.36,0.00,0.00,0.00,28100.00
167,0.00,0.00,0.00,0.00,0.00,0.00,0,980,0,4,4,0.00,48.71,53.21,62.49,0.00,0.00,0.00,0.00
168,220.00,386.00,270.20,270.20,270.20,270.20,1,1001,0,2,2,18100.25,30.09,32.98,37.63,55.33,55.33,55.33,78600.00
169,220.00,370.00,259.00,259.00,259.00,259.00,1,1002,0,1,1,19625.73,41.52,44.55,55.96,50.00,50.00,50.00,32100.00
170,6.00,6.00,4.20,4.20,4.20,4.20,1,1006,0,2,2,464.79,52.66,58.86,67.87,0.00,0.00,0.00,1900.00
171,4.00,4.00,2.80,2.80,2.80,2.80,1,1005,0,1,1,368.99,37.98,43.22,51.61,0.00,0.00,0.00,1100.00
172,4.00,4.00,2.80,2.80,2.80,2.80,1,1006,0,4,4,252.82,40.51,44.86,50.22,0.00,0.00,0.00,0.00
173,0.00,0.00,0.00,0.00,0.00,0.00,0,1006,0,2,2,0.00,46.40,50.25,57.61,0.00,0.00,0.00,0.00
174,0.00,0.00,0.00,0.00,0.00,0.00,0,1007,0,1,1,0.00,45.98,49.49,58.26,0.00,0.00,0.00,0.00
175,15.00,15.00,10.50,10.50,10.50,10.50,1,1013,0,4,4,867.92,32.03,35.55,41.46,0.00,0.00,0.00,2100.00
176,0.00,0.00,0.00,0.00,0.00,0.00,0,1013,0,1,1,0.00,44.73,49.06,52.29,0.00,0.00,0.00,0.00
177,0.00,0.00,0.00,0.00,0.00,0.00,0,1013,0,4,4,0.00,45.22,50.19,59.04,0.00,0.00,0.00,0.00
178,0.00,0.00,0.00,0.00,0.00,0.00,0,1015,0,4,4,0.00,34.54,38.12,47.38,0.00,0.00,0.00,0.00
179,0.00,0.00,0.00,0.00,0.00,0.00,0,1015,0,1,1,0.00,32.66,35.71,40.09,0.00,0.00,0.00,0.00
180,12.00,12.00,8.40,8.40,8.40,8.40,1,1024,0,1,1,773.06,53.03,57.73,65.58,0.00,0.00,0.00,2900.00
181,0.00,0.00,0.00,0.00,0.00,0.00,0,1025,0,1,1,0.00,40.22,45.00,51.70,0.00,0.00,0.00,0.00
182,0.00,0.00,0.00,0.00,0.00,0.00,0,1026,0,2,2,0.00,43.64,47.44,53.87,0.00,0.00,0.00,0.00
183,0.00,0.00,0.00,0.00,0.00,0.00,0,1113,0,4,4,0.00,30.77,33.39,38.55,0.00,0.00,0.00,0.00
184,0.00,0.00,0.00,0.00,0.00,0.00,0,1114,0,2,2,0.00,43.13,48.41,56.94,0.00,0.00,0.00,0.00
185,50.00,50.00,35.00,35.00,35.00,35.00,1,1113,0,1,1,4104.90,28.72,30.89,36.41,0.00,0.00,0.00,6700.00
186,0.00,0.00,0.00,0.00,0.00,0.00,0,1115,0,4,4,0.00,36.67,42.02,44.62,0.00,0.00,0.00,0.00
187,17.00,17.00,11.90,11.90,11.90,11.90,1,1152,0,1,1,1024.36,34.85,38.47,46.41,0.00,0.00,0.00,3300.00
188,0.00,0.00,0.00,0.00,0.00,0.00,0,1152,0,4,4,0.00,34.40,37.60,46.19,0.00,0.00,0.00,0.00
189,17.00,17.00,11.90,11.90,11.90,11.90,1,1153,0,2,2,1122.73,32.17,33.95,38.46,0.00,0.00,0.00,4300.00
190,0.00,0.00,0.00,0.00,0.00,0.00,0,1153,0,1,1,0.00,22.02,24.76,28.46,0.00,0.00,0.00,0.00
191,16.00,16.00,11.20,11.20,11.20,11.20,1,1154,0,2,2,1002.51,38.27,41.26,47.56,0.00,0.00,0.00,0.00
192,0.00,0.00,0.00,0.00,0.00,0.00,0,1154,0,4,4,0.00,46.80,50.29,57.73,0.00,0.00,0.00,0.00
193,70.00,70.00,49.00,49.00,49.00,49.00,1,1179,0,1,1,5487.14,56.08,61.11,65.10,0.00,0.00,0.00,20000.00
194,0.00,0.00,0.00,0.00,0.00,0.00,0,1180,0,2,2,0.00,42.00,47.74,54.04,0.00,0.00,0.00,0.00
195,0.00,0.00,0.00,0.00,0.00,0.00,0,1180,0,2,2,0.00,31.66,34.03,41.05,0.00,0.00,0.00,0.00
