Line,Source,Target,Reactance,Flow Limit (MW),Vulnerable?,Zone
147,101,70,0.00487600,269,0,1
148,93,127,0.02754400,831,1,2
149,82,127,0.02431900,1386,1,2
150,122,115,0.01040000,1150,1,1
151,123,121,0.03563100,831,1,1
152,115,128,0.01051200,1150,1,1
153,173,156,0.07334900,427,1,2
154,174,155,0.07334900,427,1,2
155,176,155,0.07955000,324,1,2
156,177,156,0.07955000,324,1,2
157,176,144,0.04401000,316,1,2
158,165,140,0.08057000,404,1,2
159,137,155,0.04231000,383,1,2
160,170,173,0.09559900,305,1,2
161,152,174,0.05300000,385,1,2
162,154,156,0.09135900,453,1,2
163,136,137,0.03653900,305,1,2
164,148,143,0.07789100,383,1,2
165,153,181,0.05691700,316,1,2
166,153,180,0.01667400,333,0,2
167,175,147,0.08955400,246,1,2
168,175,169,0.01318000,341,1,2
169,169,140,0.02593000,404,1,2
170,170,167,0.07621900,324,1,2
171,169,152,0.05225000,305,1,2
172,146,135,0.03252100,356,1,2
173,147,134,0.03188000,453,1,2
174,164,147,0.00331000,404,1,2
175,165,146,0.00331000,404,1,2
176,154,143,0.07685900,316,1,2
177,159,148,0.03465100,383,1,2
178,149,141,0.04130000,383,1,2
179,168,141,0.00721100,316,1,2
180,168,159,0.04483100,316,1,2
181,176,136,0.01655000,316,1,2
182,178,177,0.03697900,316,1,2
183,181,173,0.01778900,381,1,2
184,157,138,0.02696000,977,1,2
185,163,139,0.01733000,915,1,2
186,161,162,0.01574000,1469,1,2
187,171,151,0.04326000,693,1,2
188,188,193,0.13758100,299,1,2
189,197,203,0.16014000,269,1,2
190,189,208,0.11132000,269,1,2
191,191,194,0.05919000,316,1,2
192,193,182,0.02114100,633,1,2
193,202,204,0.05578900,274,1,2
194,190,201,0.04196100,274,1,2
195,208,183,0.04236000,366,1,2
196,200,184,0.01548000,1150,1,2
197,186,192,0.02583000,831,1,2
198,195,187,0.02475000,1150,1,2
199,205,199,0.01768000,831,1,2
200,186,205,0.01569000,831,1,2
201,187,206,0.01569000,831,1,2
202,394,1,0.06612000,160,1,2
203,395,2,0.06612000,160,1,2
204,247,246,0.04727300,300,1,2
205,247,29,0.03678000,426,1,2
206,249,3,0.06736000,160,1,2
207,250,3,0.06736000,160,1,2
208,277,4,0.06901000,160,1,2
209,278,5,0.06901000,160,1,2
210,343,6,0.06859900,160,1,2
211,343,6,0.06859900,160,1,2
212,344,9,0.06188000,250,1,2
213,355,10,0.06775000,160,1,2
214,356,11,0.06775000,160,1,2
215,357,12,0.06775000,160,1,2
216,362,14,0.05244000,330,1,2
217,370,15,0.05244000,330,1,2
218,387,17,0.06839100,160,1,2
219,386,18,0.06839100,160,1,2
220,392,19,0.06901000,160,1,2
221,393,20,0.06901000,160,1,2
222,399,21,0.06612000,160,1,2
223,400,21,0.06612000,160,1,2
224,405,23,0.06901000,160,1,2
225,406,23,0.06901000,160,1,1
226,407,24,0.06797900,160,1,2
227,408,24,0.06901000,160,1,2
228,414,25,0.06188000,250,1,2
229,466,30,0.06818000,160,1,2
230,490,31,0.06119000,250,1,2
231,491,31,0.06119000,250,1,2
232,546,32,0.06901000,160,1,2
233,575,33,0.06901000,160,1,2
234,576,33,0.06901000,160,1,2
235,589,34,0.06680000,160,1,1
236,589,34,0.06680000,160,1,1
237,594,35,0.06715100,160,1,1
238,614,37,0.07808100,160,1,1
239,618,38,0.06615900,160,1,1
240,666,42,0.06775000,160,1,1
241,668,46,0.06946100,160,1,1
242,670,48,0.06052000,250,1,1
243,697,49,0.06052000,250,1,1
244,698,49,0.06156000,250,1,1
245,716,50,0.06615900,160,1,1
246,732,53,0.06235000,250,1,1
247,735,52,0.05984000,250,1,1
248,742,55,0.06839100,160,1,1
249,760,60,0.06775000,160,1,1
250,759,60,0.06775000,160,1,1
251,770,61,0.06783100,160,1,1
252,769,62,0.06831000,160,1,1
253,779,63,0.06080000,250,1,1
254,780,64,0.06235000,250,1,1
255,808,66,0.06753900,160,1,1
256,833,68,0.06762000,160,1,1
257,855,69,0.06777100,160,1,2
258,885,72,0.06797900,160,1,1
259,902,75,0.06921100,160,1,1
260,1002,82,0.06269000,250,1,2
261,1003,82,0.06269000,250,1,2
262,1092,83,0.06694000,160,1,2
263,1093,83,0.06653100,160,1,2
264,1115,84,0.06550000,160,1,1
265,1114,85,0.07045000,160,1,1
266,1188,88,0.06983100,160,1,1
267,1189,89,0.06777100,160,1,1
268,1234,94,0.06736000,160,1,1
269,1233,95,0.06694000,160,1,1
270,1248,96,0.06839100,160,1,1
271,1256,100,0.06694000,160,1,1
272,1255,101,0.06694000,160,1,1
273,1287,102,0.06756000,160,1,1
274,1286,103,0.06756000,160,1,1
275,1289,104,0.06653100,160,1,1
276,1364,105,0.06859900,160,1,1
277,1352,106,0.09359900,160,1,1
278,1354,107,0.09277100,160,1,1
279,1389,108,0.06715100,160,1,1
280,1395,110,0.06570000,160,1,1
281,1433,111,0.06756000,160,1,1
282,1570,113,0.06756000,160,1,1
283,1630,115,0.06269000,250,1,1
284,1632,115,0.06294000,250,1,1
285,1675,116,0.06736000,160,1,1
286,1685,119,0.06674000,160,1,1
287,1791,120,0.05988000,250,1,1
288,1793,122,0.06119000,250,1,1
289,1794,123,0.06269000,250,1,1
290,1819,124,0.06694000,160,1,1
291,1839,125,0.06859900,160,1,1
292,1838,126,0.06818000,160,1,1
293,1859,129,0.06756000,160,1,1
294,1860,130,0.06550000,160,1,1
295,1930,134,0.06250000,160,1,2
296,1951,136,0.06818000,160,1,2
297,1952,136,0.06818000,160,1,2
298,1975,137,0.06688000,160,1,2
299,1977,138,0.06206000,250,1,2
300,1978,139,0.06206000,250,1,2
301,1983,140,0.06688000,160,1,2
302,2009,141,0.06688000,160,1,2
303,2015,143,0.06653100,160,1,2
304,2016,143,0.06653100,160,1,2
305,2077,144,0.06818000,160,1,2
306,2078,144,0.06818000,160,1,2
307,2093,146,0.06851000,160,1,2
308,2092,147,0.23140100,80,1,2
309,2094,2092,0.45247900,80,1,2
310,2094,147,0.22624000,80,1,2
311,2104,148,0.06135900,160,1,2
312,2146,152,0.05930000,160,1,2
313,2154,153,0.05930000,160,1,2
314,2155,154,0.05930000,160,1,2
315,2171,156,0.09277100,160,1,2
316,2172,155,0.06694000,160,1,2
317,2178,159,0.06135900,160,1,2
318,2179,159,0.06859900,160,1,2
319,2210,161,0.06188000,330,1,2
320,2213,162,0.06188000,330,1,2
321,2214,162,0.05931000,250,1,2
322,2215,164,0.07033100,160,1,2
323,2234,167,0.05930000,160,1,2
324,2235,167,0.05930000,160,1,2
325,2236,168,0.10601000,100,1,2
326,2237,168,0.10601000,100,1,2
327,2239,170,0.05930000,160,1,2
328,2238,171,0.06188000,330,1,2
329,2239,171,0.06206000,250,1,2
330,2252,173,0.06653100,160,1,2
331,2253,174,0.06775000,160,1,2
332,2258,175,0.05228900,160,1,2
333,2320,176,0.06818000,160,1,2
334,2321,177,0.06818000,160,1,2
335,2424,178,0.06632000,160,1,2
336,2446,181,0.06632000,160,1,2
337,2445,181,0.06632000,160,1,2
338,2467,182,0.06584700,160,1,2
339,2490,185,0.05968700,250,1,2
340,2499,186,0.06436900,250,1,2
341,2500,187,0.06436900,250,1,2
342,2503,189,0.18657000,120,1,2
343,2504,188,0.06694200,160,1,2
344,2520,190,0.06671500,160,1,2
345,2522,191,0.06671500,160,1,2
346,2521,192,0.04206300,330,1,2
347,2528,193,0.06735500,160,1,2
348,2529,194,0.06735500,160,1,2
349,2594,196,0.05411300,330,1,2
350,2595,197,0.06756200,160,1,2
351,2596,198,0.06756200,160,1,2
352,2661,199,0.04206300,330,1,2
353,2681,202,0.10619800,100,1,2
354,2680,201,0.06750000,160,1,2
355,2698,203,0.06735500,160,1,2
356,2698,204,0.06671500,160,1,2
357,2718,205,0.05968700,250,1,2
358,2719,205,0.05968700,250,1,2
359,2721,207,0.06797500,160,1,2
360,2722,208,0.06774800,160,1,2
361,2585,350,0.10132200,76,1,2
362,2083,293,0.06124000,51,1,2
363,2118,316,0.06281000,62,1,2
364,1929,420,0.10860300,62,1,2
365,2065,221,0.10504100,59,1,2
366,2378,524,0.10396700,59,1,2
367,1264,243,0.08099200,120,1,2
368,1274,440,0.07106600,90,1,2
369,677,381,0.08387600,78,1,1
370,629,406,0.13024800,78,1,1
371,775,464,0.09008300,78,1,1
372,829,1280,0.07933900,90,1,1
373,678,1576,0.06033100,58,1,1
374,742,1655,0.13966900,90,1,1
375,768,1362,0.05371900,51,1,1
376,1739,598,0.04909100,76,1,1
377,2204,1150,0.06612400,90,1,2
378,2417,1149,0.12066100,67,0,2
379,2423,985,0.02727300,90,1,2
380,2652,2153,0.18429800,50,1,2
381,2486,2358,0.06074400,69,1,2
382,2687,2012,0.05115700,78,1,2
383,2673,2215,0.09668600,102,1,2
384,2609,2216,0.20008300,102,1,2
385,2614,2215,0.11520700,102,1,2
386,2562,2092,0.08760300,87,1,2
387,2560,1934,0.10743800,87,1,2
388,2579,2216,0.18322300,123,1,2
389,1689,791,0.06446300,58,1,1
390,2649,2203,0.07438000,123,1,2
391,665,453,0.32396700,123,1,1
392,1292,2075,0.05041300,57,1,2
393,524,1214,0.11322300,90,1,2
394,665,464,0.05314100,120,1,1
395,666,253,0.13050400,78,1,1
396,511,1018,0.02975200,137,1,2
397,2534,2389,0.08925600,78,1,2
398,763,381,0.04504100,123,1,1
399,711,334,0.10148800,78,1,1
400,696,453,0.13024800,84,1,1
401,2552,255,0.12644600,76,1,2
402,2585,241,0.06719000,76,1,2
403,729,480,0.05570300,123,1,1
404,829,1669,0.04298400,114,1,1
405,1769,710,0.04049600,120,1,1
406,1707,710,0.03387600,57,1,1
407,1593,741,0.06281000,58,1,1
408,761,334,0.07528900,78,1,1
409,2671,373,0.13041300,69,1,2
410,2457,337,0.09504100,69,1,2
411,666,471,0.18586800,123,1,1
412,713,449,0.09668600,34,1,1
413,2540,2332,0.07190100,69,1,2
414,659,1022,0.05867800,90,1,1
415,2584,2389,0.09917300,69,1,2
416,2581,348,0.06760300,19,0,2
417,1520,2135,0.03719000,114,1,2
418,429,357,0.02867800,133,1,2
419,318,220,0.06355400,133,1,2
420,566,519,0.02206600,133,1,2
421,428,566,0.01801700,133,1,2
422,566,570,0.00949600,133,0,2
423,347,343,0.06106600,120,0,2
424,346,344,0.06190100,120,1,2
425,389,343,0.04487600,120,1,2
426,477,344,0.05958700,120,1,2
427,262,405,0.05851200,90,0,2
428,263,406,0.06124000,90,0,1
429,460,344,0.00776900,137,1,2
430,481,405,0.07612400,90,1,2
431,519,460,0.04396700,137,1,2
432,427,349,0.07157000,90,1,2
433,371,240,0.05991700,90,1,2
434,426,238,0.07966900,133,1,2
435,481,274,0.12165300,90,1,2
436,463,451,0.19074400,90,1,2
437,466,254,0.10008300,133,1,2
438,289,277,0.06455400,133,1,2
439,304,278,0.06876000,133,0,2
440,331,393,0.07736400,120,1,2
441,332,331,0.00801700,120,1,2
442,335,260,0.08281000,90,1,2
443,377,278,0.07446300,133,1,2
444,578,431,0.09512400,133,1,2
445,390,316,0.04455400,133,1,2
446,339,239,0.07685900,120,1,2
447,386,328,0.10347100,133,1,2
448,387,374,0.08314100,90,1,2
449,374,290,0.07975200,133,1,2
450,391,355,0.02024800,90,1,2
451,419,375,0.12132200,133,1,2
452,536,466,0.07322300,133,1,2
453,586,329,0.10455400,90,1,2
454,466,223,0.08263600,133,1,2
455,465,479,0.15504100,133,1,2
456,455,427,0.07809900,133,1,2
457,292,403,0.02281000,133,1,2
458,492,456,0.04438000,137,1,2
459,537,295,0.05272700,120,1,2
460,273,321,0.03041300,133,1,2
461,321,353,0.01933900,137,1,2
462,569,518,0.01471100,133,0,2
463,211,355,0.01933900,137,1,2
464,211,362,0.01991700,137,1,2
465,551,355,0.01082600,133,1,2
466,560,504,0.02066100,120,1,2
467,561,505,0.02066100,120,1,2
468,505,495,0.01776900,133,1,2
469,496,356,0.01900800,133,1,2
470,546,358,0.02694200,120,1,2
471,534,356,0.03396700,120,1,2
472,528,355,0.02719000,120,1,2
473,544,533,0.00942100,120,1,2
474,538,564,0.02528900,120,1,2
475,492,355,0.00512400,133,1,2
476,493,355,0.00668600,133,1,2
477,538,527,0.04801600,120,1,2
478,541,551,0.03966900,133,1,2
479,539,538,0.01057800,120,1,2
480,540,537,0.01057800,120,1,2
481,561,545,0.01760300,120,1,2
482,561,502,0.00305800,120,1,2
483,541,504,0.00694200,133,1,2
484,519,344,0.04446300,133,1,2
485,568,276,0.01579300,120,1,2
486,529,276,0.03471100,120,1,2
487,343,275,0.02825600,120,1,2
488,340,275,0.00528900,120,1,2
489,537,340,0.01958700,120,1,2
490,553,341,0.03214900,120,1,2
491,542,497,0.00165300,109,1,2
492,497,564,0.00720700,120,1,2
493,534,564,0.00354500,120,1,2
494,357,363,0.03917400,133,1,2
495,520,363,0.01413200,133,1,2
496,352,508,0.03562000,133,1,2
497,560,352,0.00148800,133,1,2
498,547,273,0.01165300,133,1,2
499,505,422,0.00586800,95,1,2
500,355,580,0.01694200,133,1,2
501,357,517,0.01281000,133,1,2
502,526,546,0.00190100,98,1,2
503,533,528,0.00793400,120,1,2
504,548,493,0.00991700,133,1,2
505,508,581,0.00174400,133,1,2
506,544,537,0.01066100,120,1,2
507,553,502,0.02462800,120,1,2
508,550,533,0.02231400,133,1,2
509,550,537,0.01893400,133,1,2
510,535,534,0.00686000,133,1,2
511,538,535,0.04132200,133,1,2
512,520,581,0.01139700,133,1,2
513,353,509,0.00148800,133,1,2
514,522,580,0.00694200,133,1,2
515,521,516,0.00785100,133,1,2
516,561,547,0.00991700,133,1,2
517,560,220,0.02975200,120,1,2
518,538,506,0.03876000,120,1,2
519,503,341,0.05355400,120,1,2
520,506,503,0.00851200,120,1,2
521,545,519,0.02206600,120,1,2
522,552,518,0.01231400,120,1,2
523,549,405,0.06355400,133,1,2
524,527,406,0.04017400,120,1,2
525,518,498,0.02785100,133,1,2
526,519,403,0.06644600,133,1,2
527,546,543,0.00371900,109,1,2
528,343,568,0.01331400,120,1,2
529,531,525,0.00231400,98,1,2
530,423,532,0.00231400,98,1,2
531,552,529,0.01099200,120,1,2
532,509,362,0.01272700,133,1,2
533,471,334,0.10785100,133,1,1
534,359,297,0.06975200,133,1,2
535,412,345,0.12000000,90,1,1
536,585,467,0.07628100,90,1,2
537,523,428,0.03719000,120,1,2
538,412,253,0.03124000,90,1,1
539,467,451,0.09586800,90,1,2
540,382,240,0.03075200,90,1,2
541,417,382,0.01966900,90,1,2
542,254,232,0.02982600,133,1,2
543,424,232,0.02544600,133,1,2
544,452,451,0.02090900,133,1,2
545,523,437,0.03925600,90,1,2
546,558,438,0.13933900,90,1,2
547,530,523,0.01157000,90,0,2
548,485,212,0.08272700,90,0,2
549,429,425,0.01420700,120,1,2
550,426,387,0.19198300,133,1,2
551,514,240,0.00925600,133,1,2
552,386,384,0.01298400,133,1,2
553,571,384,0.05512400,133,1,2
554,557,554,0.01933900,90,1,2
555,477,294,0.03041300,133,1,2
556,421,349,0.10124000,90,1,2
557,383,386,0.01446300,133,1,2
558,421,383,0.01206600,90,1,2
559,387,385,0.12860300,133,1,2
560,385,339,0.05586800,120,1,2
561,558,339,0.13512400,120,1,2
562,501,339,0.12768600,133,1,2
563,319,375,0.06405000,133,1,2
564,391,223,0.10818200,90,1,2
565,268,425,0.01090900,133,1,2
566,268,424,0.01132200,133,1,2
567,559,212,0.06843000,90,0,2
568,560,498,0.01736400,120,1,2
569,530,485,0.05743800,90,0,2
570,455,240,0.04298400,90,1,2
571,294,283,0.02917400,133,1,2
572,359,346,0.07520700,133,1,2
573,451,297,0.03793400,133,1,2
574,514,319,0.02256200,90,1,2
575,499,240,0.01139700,133,1,2
576,453,452,0.02074400,133,1,1
577,320,318,0.02281000,133,1,2
578,571,397,0.06479300,133,1,2
579,554,397,0.08462800,90,1,2
580,585,501,0.01752100,133,1,2
581,245,386,0.05661200,133,0,2
582,365,245,0.08809900,133,0,2
583,345,476,0.07157000,133,1,2
584,499,292,0.04471100,133,1,2
585,417,375,0.01752100,133,1,2
586,295,405,0.01776900,120,1,2
587,456,406,0.03420700,137,1,2
588,282,389,0.01851200,133,1,2
589,325,315,0.00727300,120,1,2
590,314,277,0.00958700,120,1,2
591,322,308,0.01661200,120,1,2
592,436,277,0.04636400,120,1,2
593,512,278,0.01487600,120,1,2
594,333,277,0.02272700,133,1,2
595,307,242,0.00281000,120,1,2
596,312,242,0.02636400,120,1,2
597,482,312,0.01387600,120,1,2
598,309,313,0.01190100,120,1,2
599,584,311,0.00198300,120,1,2
600,309,584,0.00991700,120,1,2
601,575,311,0.01644600,123,1,2
602,567,330,0.02387600,120,1,2
603,301,567,0.00644600,120,1,2
604,575,567,0.01818200,120,1,2
605,446,310,0.01239700,120,1,2
606,446,393,0.01793400,120,1,2
607,576,482,0.01298400,120,1,2
608,575,447,0.02263600,120,1,2
609,393,237,0.03628100,120,1,2
610,315,237,0.04701700,120,1,2
611,326,310,0.01612400,120,1,2
612,338,278,0.02801700,120,1,2
613,327,310,0.00860300,120,1,2
614,330,327,0.00033100,120,1,2
615,338,307,0.01124000,120,1,2
616,313,301,0.00677700,120,1,2
617,472,260,0.03231400,120,1,2
618,447,472,0.04785100,120,1,2
619,314,308,0.01371900,120,1,2
620,230,575,0.00429800,11,0,2
621,288,277,0.05198400,120,1,2
622,392,288,0.04668600,120,1,2
623,392,351,0.01017400,120,1,2
624,231,576,0.00429800,11,0,2
625,513,314,0.00825600,120,1,2
626,333,323,0.02471100,120,1,2
627,513,323,0.00818200,120,1,2
628,430,351,0.01446300,120,1,2
629,470,393,0.02537200,120,1,2
630,470,325,0.03057900,120,1,2
631,392,322,0.04115700,120,1,2
632,306,392,0.01975200,120,1,2
633,296,392,0.03860300,120,1,2
634,296,306,0.01809900,120,1,2
635,576,390,0.07214900,120,1,2
636,512,315,0.01256200,120,1,2
637,575,436,0.01495900,120,1,2
638,302,576,0.01520700,120,0,2
639,487,407,0.08867800,120,1,2
640,432,259,0.08223100,120,1,2
641,444,432,0.00471100,120,1,2
642,416,408,0.02139700,120,1,2
643,483,466,0.03544600,90,1,2
644,587,219,0.02612400,90,1,2
645,587,360,0.03768600,90,1,2
646,574,332,0.04652900,120,1,2
647,285,235,0.03038800,183,1,2
648,577,468,0.05387600,91,1,2
649,574,450,0.03272700,90,1,2
650,450,420,0.07331400,120,1,2
651,398,420,0.01256200,90,0,2
652,574,300,0.04363600,120,1,2
653,448,300,0.07942200,120,1,2
654,490,457,0.02628100,120,1,2
655,457,448,0.06181800,120,1,2
656,376,289,0.01347100,133,1,2
657,380,487,0.08512400,133,1,1
658,458,376,0.13263600,133,1,2
659,500,459,0.00843000,133,1,2
660,279,468,0.03727300,90,1,2
661,445,486,0.01247900,90,1,2
662,488,445,0.01174400,90,1,2
663,489,487,0.02447100,69,1,2
664,465,329,0.09471100,90,1,2
665,434,377,0.10603300,90,1,1
666,444,439,0.00785100,120,1,2
667,486,224,0.03893400,120,1,2
668,474,408,0.03479300,114,1,2
669,474,224,0.03198300,114,1,2
670,510,491,0.04214900,133,1,2
671,490,244,0.00942100,120,1,2
672,442,395,0.02420700,183,1,2
673,394,233,0.04446300,120,1,2
674,443,265,0.01111600,183,1,2
675,395,213,0.06380200,120,1,2
676,234,380,0.01157000,133,1,1
677,404,364,0.09314100,120,1,1
678,233,214,0.02214900,120,1,2
679,416,213,0.07247900,120,1,2
680,582,434,0.04768600,120,1,1
681,582,449,0.06331400,120,1,1
682,579,214,0.06694200,120,1,2
683,360,274,0.02793400,120,1,2
684,410,407,0.01586800,120,1,2
685,465,229,0.02768600,120,1,2
686,410,394,0.13701700,120,1,2
687,305,488,0.07893400,120,0,2
688,395,265,0.01272700,183,1,2
689,394,266,0.01206600,183,1,2
690,235,246,0.05314900,183,1,2
691,442,246,0.00719000,229,1,2
692,284,266,0.02272700,183,1,2
693,395,562,0.00008300,137,1,2
694,562,258,0.06314100,120,1,2
695,228,500,0.11719000,120,1,2
696,222,279,0.09347100,90,1,2
697,524,491,0.06247900,133,1,2
698,336,329,0.02322300,90,1,2
699,574,577,0.03933900,120,1,2
700,234,364,0.09438000,120,1,1
701,219,483,0.05933900,90,1,2
702,480,404,0.06438000,120,1,1
703,573,524,0.07933900,133,1,2
704,573,279,0.07281000,133,1,2
705,402,413,0.02619800,90,0,2
706,400,396,0.02544600,133,1,2
707,401,366,0.03000000,120,0,2
708,415,367,0.05405000,133,0,2
709,413,269,0.06438000,133,1,2
710,563,298,0.01867800,133,1,2
711,563,269,0.05387600,133,1,2
712,563,461,0.03495900,133,0,2
713,316,299,0.08743800,133,1,2
714,264,238,0.06272700,133,1,2
715,379,264,0.06495900,133,1,2
716,469,414,0.08223100,133,1,2
717,225,469,0.02298400,133,1,2
718,401,252,0.07413200,133,1,2
719,435,372,0.12760300,133,1,2
720,473,396,0.06024800,133,1,2
721,473,419,0.09966900,133,1,2
722,462,299,0.02950400,133,0,2
723,586,298,0.06380200,90,1,2
724,484,241,0.07157000,133,1,2
725,418,399,0.00619800,133,1,2
726,433,399,0.01710700,90,1,2
727,270,401,0.01000000,133,1,2
728,400,369,0.03099200,133,0,2
729,414,368,0.03462800,133,0,2
730,411,361,0.01298400,133,1,2
731,371,238,0.15900800,90,1,2
732,583,241,0.10420700,133,1,2
733,433,413,0.01603300,133,1,2
734,372,236,0.03000000,133,1,2
735,236,238,0.02214900,133,1,2
736,299,293,0.04298400,120,1,2
737,415,361,0.03776900,133,1,2
738,414,401,0.04115700,133,1,2
739,435,414,0.14528900,133,1,2
740,415,399,0.07429800,120,1,2
741,484,337,0.07239700,133,1,2
742,536,270,0.13371900,133,1,2
743,350,379,0.03157000,90,1,2
744,479,252,0.06694200,133,1,2
745,583,225,0.10124000,133,1,2
746,418,411,0.00818200,133,1,2
747,217,215,0.02256200,133,1,2
748,227,370,0.11628100,90,1,2
749,227,209,0.17736400,90,1,2
750,271,227,0.09000000,90,1,2
751,280,218,0.08719000,133,1,2
752,515,280,0.09124000,133,1,2
753,257,256,0.01991700,133,1,2
754,572,328,0.08190100,133,1,2
755,374,324,0.03380200,90,1,2
756,226,290,0.08214900,133,1,2
757,378,248,0.08966900,90,1,2
758,478,249,0.02387600,133,1,2
759,475,210,0.11710700,133,1,2
760,281,328,0.01214900,133,1,2
761,250,248,0.04272700,90,1,2
762,257,250,0.06314100,90,1,2
