Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
21,250.00,560.00,392.00,392.00,392.00,392.00,0,44,0,1,1,16150.65,47.20,51.06,60.77,103.33,103.33,103.33,16400.00
22,129.00,225.00,157.50,157.50,157.50,157.50,0,54,0,4,4,9645.31,43.81,47.63,55.11,32.00,32.00,32.00,14100.00
23,129.00,225.00,157.50,157.50,157.50,157.50,1,55,0,4,4,13221.14,50.03,54.27,61.05,32.00,32.00,32.00,31400.00
24,129.00,225.00,157.50,157.50,157.50,157.50,0,54,0,1,1,7712.62,16.84,18.51,21.17,32.00,32.00,32.00,13800.00
25,129.00,225.00,157.50,157.50,157.50,157.50,1,56,0,4,4,8285.56,44.57,49.29,57.71,32.00,32.00,32.00,33800.00
26,129.00,225.00,157.50,157.50,157.50,157.50,1,57,0,4,4,9190.12,39.74,43.98,51.91,32.00,32.00,32.00,21000.00
27,129.00,225.00,157.50,157.50,157.50,157.50,0,57,0,2,2,9420.37,6.01,6.80,8.55,32.00,32.00,32.00,24600.00
28,129.00,225.00,157.50,157.50,157.50,157.50,0,57,0,4,4,9705.67,30.25,34.25,41.00,32.00,32.00,32.00,24800.00
29,39.70,39.70,27.79,27.79,27.79,27.79,1,58,0,2,2,2779.37,33.15,37.17,41.01,0.00,0.00,0.00,9700.00
30,140.00,225.00,157.50,157.50,157.50,157.50,1,78,0,2,2,11681.33,33.54,35.61,40.73,28.33,28.33,28.33,22200.00
31,140.00,225.00,157.50,157.50,157.50,157.50,1,78,0,4,4,8801.04,39.69,42.12,48.86,28.33,28.33,28.33,31300.00
32,140.00,220.00,154.00,154.00,154.00,154.00,0,79,0,4,4,8636.39,29.88,33.09,38.35,26.67,26.67,26.67,15100.00
33,140.00,225.00,157.50,157.50,157.50,157.50,0,79,0,1,1,6481.68,38.77,42.98,48.74,28.33,28.33,28.33,23300.00
34,140.00,225.00,157.50,157.50,157.50,157.50,1,79,0,4,4,7194.93,35.61,38.82,41.54,28.33,28.33,28.33,21500.00
35,220.00,380.00,266.00,266.00,266.00,266.00,1,82,0,4,4,13506.33,52.14,57.91,62.89,53.33,53.33,53.33,60700.00
36,220.00,370.00,259.00,259.00,259.00,259.00,0,82,0,1,1,16632.32,33.62,36.74,45.01,50.00,50.00,50.00,36400.00
37,9.00,9.00,6.30,6.30,6.30,6.30,1,98,0,1,1,515.95,36.26,37.87,44.79,0.00,0.00,0.00,1800.00
38,6.00,6.00,4.20,4.20,4.20,4.20,1,98,0,2,2,427.05,39.47,43.48,49.31,0.00,0.00,0.00,0.00
39,134.00,225.00,157.50,157.50,157.50,157.50,1,104,0,1,1,7954.89,38.95,43.32,51.89,30.33,30.33,30.33,20100.00
40,134.00,225.00,157.50,157.50,157.50,157.50,0,105,0,4,4,9826.06,43.94,50.39,58.61,30.33,30.33,30.33,37200.00
41,79.00,120.00,84.00,84.00,84.00,84.00,1,106,0,4,4,3666.06,38.68,44.55,51.59,13.67,13.67,13.67,10500.00
42,79.00,120.00,84.00,84.00,84.00,84.00,0,107,0,4,4,5372.36,34.71,37.97,42.58,13.67,13.67,13.67,22500.00
43,90.00,120.00,84.00,84.00,84.00,84.00,0,116,0,2,2,4912.20,43.04,48.16,56.23,10.00,10.00,10.00,21200.00
44,70.00,120.00,84.00,84.00,84.00,84.00,1,117,0,1,1,4220.48,31.10,34.31,41.37,16.67,16.67,16.67,8600.00
45,80.00,110.00,77.00,77.00,77.00,77.00,0,118,0,1,1,4554.38,38.27,42.70,51.63,10.00,10.00,10.00,15300.00
46,160.00,215.00,150.50,150.50,150.50,150.50,0,125,0,1,1,11658.16,46.43,49.84,59.96,18.33,18.33,18.33,25400.00
47,140.00,225.00,157.50,157.50,157.50,157.50,0,126,0,4,4,10329.18,27.46,29.18,34.30,28.33,28.33,28.33,45800.00
48,160.00,215.00,150.50,150.50,150.50,150.50,1,126,0,2,2,9993.78,41.17,45.85,50.58,18.33,18.33,18.33,14600.00
49,140.00,225.00,157.50,157.50,157.50,157.50,1,127,0,4,4,10263.80,48.67,54.02,60.65,28.33,28.33,28.33,35000.00
50,160.00,220.00,154.00,154.00,154.00,154.00,0,127,0,4,4,13359.59,50.79,53.40,62.99,20.00,20.00,20.00,65800.00
51,0.00,0.00,0.00,0.00,0.00,0.00,0,132,0,4,4,0.00,36.03,40.09,49.07,0.00,0.00,0.00,0.00
52,0.00,0.00,0.00,0.00,0.00,0.00,0,132,0,4,4,0.00,54.88,59.12,68.29,0.00,0.00,0.00,0.00
53,0.00,0.00,0.00,0.00,0.00,0.00,0,133,0,4,4,0.00,45.58,49.89,58.04,0.00,0.00,0.00,0.00
54,0.00,0.00,0.00,0.00,0.00,0.00,0,133,0,2,2,0.00,46.14,51.22,58.91,0.00,0.00,0.00,0.00
55,100.00,120.00,84.00,84.00,84.00,84.00,0,134,0,4,4,8327.19,44.28,48.04,49.01,6.67,6.67,6.67,20900.00
56,100.00,120.00,84.00,84.00,84.00,84.00,0,134,0,1,1,6080.74,37.28,40.67,43.61,6.67,6.67,6.67,8700.00
57,100.00,120.00,84.00,84.00,84.00,84.00,1,135,0,4,4,5450.89,47.39,52.80,63.63,6.67,6.67,6.67,22100.00
58,30.00,50.00,35.00,35.00,35.00,35.00,0,146,0,2,2,2106.66,34.92,37.49,44.15,6.67,6.67,6.67,2700.00
59,30.00,50.00,35.00,35.00,35.00,35.00,0,146,0,1,1,2327.51,53.15,60.31,65.47,6.67,6.67,6.67,7700.00
60,90.00,120.00,84.00,84.00,84.00,84.00,0,147,0,1,1,5705.53,44.46,46.95,54.90,10.00,10.00,10.00,17900.00
61,90.00,222.00,155.40,155.40,155.40,155.40,0,148,0,1,1,7076.32,45.73,49.26,52.42,44.00,44.00,44.00,23000.00
62,135.00,205.00,143.50,143.50,143.50,143.50,0,148,0,1,1,9436.46,41.93,46.81,51.45,23.33,23.33,23.33,35400.00
63,135.00,205.00,143.50,143.50,143.50,143.50,0,148,0,2,2,9517.51,44.43,47.12,54.31,23.33,23.33,23.33,39900.00
64,90.00,222.00,155.40,155.40,155.40,155.40,1,148,0,1,1,6903.19,52.80,58.68,68.96,44.00,44.00,44.00,25900.00
65,90.00,222.00,155.40,155.40,155.40,155.40,1,150,0,1,1,7067.67,45.75,50.12,56.28,44.00,44.00,44.00,23300.00
66,90.00,222.00,155.40,155.40,155.40,155.40,1,151,0,2,2,5439.72,44.34,48.01,54.00,44.00,44.00,44.00,13000.00
67,90.00,222.00,155.40,155.40,155.40,155.40,0,151,0,4,4,6278.86,32.34,35.66,42.31,44.00,44.00,44.00,24900.00
68,94.00,235.00,164.50,164.50,164.50,164.50,1,155,0,2,2,4414.02,27.63,30.17,35.35,47.00,47.00,47.00,9300.00
69,94.00,235.00,164.50,164.50,164.50,164.50,0,155,0,1,1,5966.68,34.63,38.47,42.06,47.00,47.00,47.00,20400.00
70,104.00,261.00,182.70,182.70,182.70,182.70,0,155,0,2,2,6012.97,58.55,65.24,79.67,52.33,52.33,52.33,13800.00
71,104.00,261.00,182.70,182.70,182.70,182.70,0,155,0,4,4,5894.09,30.80,34.32,39.93,52.33,52.33,52.33,17900.00
72,104.00,261.00,182.70,182.70,182.70,182.70,0,156,0,1,1,8397.61,38.92,42.89,47.49,52.33,52.33,52.33,24600.00
73,130.00,205.00,143.50,143.50,143.50,143.50,1,156,0,1,1,10040.73,41.52,45.36,50.92,25.00,25.00,25.00,24900.00
74,120.00,206.00,144.20,144.20,144.20,144.20,1,156,0,4,4,9228.00,49.43,53.47,59.84,28.67,28.67,28.67,28200.00
75,120.00,206.00,144.20,144.20,144.20,144.20,0,156,0,4,4,9601.85,29.05,32.09,38.57,28.67,28.67,28.67,31500.00
76,120.00,206.00,144.20,144.20,144.20,144.20,1,158,0,2,2,7796.30,38.56,41.91,46.29,28.67,28.67,28.67,21400.00
77,150.00,200.00,140.00,140.00,140.00,140.00,0,164,0,1,1,9566.59,59.56,66.11,77.78,16.67,16.67,16.67,28000.00
78,150.00,200.00,140.00,140.00,140.00,140.00,1,164,0,2,2,9118.25,37.09,39.95,45.93,16.67,16.67,16.67,33100.00
79,150.00,200.00,140.00,140.00,140.00,140.00,1,165,0,1,1,9410.68,41.05,45.07,49.29,16.67,16.67,16.67,23300.00
80,150.00,200.00,140.00,140.00,140.00,140.00,0,165,0,1,1,10834.34,41.40,43.53,51.30,16.67,16.67,16.67,30400.00
81,120.00,120.00,84.00,84.00,84.00,84.00,1,180,0,1,1,8461.58,37.16,42.18,46.69,0.00,0.00,0.00,18000.00
82,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,4,4,0.00,32.92,37.46,40.54,0.00,0.00,0.00,0.00
83,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,1,1,0.00,64.63,71.94,82.53,0.00,0.00,0.00,0.00
84,0.00,0.00,0.00,0.00,0.00,0.00,0,205,0,1,1,0.00,42.17,46.11,52.78,0.00,0.00,0.00,0.00
85,0.00,0.00,0.00,0.00,0.00,0.00,0,206,0,4,4,0.00,39.89,44.74,55.15,0.00,0.00,0.00,0.00
86,23.00,23.00,16.10,16.10,16.10,16.10,1,215,0,2,2,2029.72,39.94,44.02,47.65,0.00,0.00,0.00,3200.00
87,0.00,0.00,0.00,0.00,0.00,0.00,0,215,0,2,2,0.00,44.90,47.29,53.09,0.00,0.00,0.00,0.00
88,0.00,0.00,0.00,0.00,0.00,0.00,0,215,0,4,4,0.00,37.23,40.06,48.05,0.00,0.00,0.00,0.00
89,7.00,7.00,4.90,4.90,4.90,4.90,1,215,0,1,1,480.79,32.93,36.29,45.73,0.00,0.00,0.00,1900.00
90,1.55,1.55,1.08,1.08,1.08,1.08,1,221,0,1,1,122.64,34.40,37.95,44.45,0.00,0.00,0.00,0.00
91,1.55,1.55,1.08,1.08,1.08,1.08,1,222,0,4,4,111.42,67.36,73.29,85.35,0.00,0.00,0.00,0.00
92,6.30,6.30,4.41,4.41,4.41,4.41,1,240,0,4,4,577.68,49.27,53.41,63.06,0.00,0.00,0.00,0.00
93,290.00,370.00,259.00,259.00,259.00,259.00,1,247,0,2,2,19966.71,55.14,61.68,69.35,26.67,26.67,26.67,60400.00
94,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,1,1,0.00,45.39,49.22,54.82,0.00,0.00,0.00,0.00
95,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,4,4,0.00,52.74,59.25,73.15,0.00,0.00,0.00,0.00
96,11.00,11.00,7.70,7.70,7.70,7.70,1,310,0,2,2,857.48,46.68,52.22,59.27,0.00,0.00,0.00,3200.00
97,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,4,4,0.00,30.31,33.30,40.91,0.00,0.00,0.00,0.00
98,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,1,1,0.00,56.76,65.70,77.07,0.00,0.00,0.00,0.00
99,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,2,2,0.00,31.82,35.46,39.58,0.00,0.00,0.00,0.00
100,0.00,0.00,0.00,0.00,0.00,0.00,0,310,0,1,1,0.00,40.50,46.06,50.34,0.00,0.00,0.00,0.00
101,0.00,0.00,0.00,0.00,0.00,0.00,0,311,0,4,4,0.00,59.51,67.34,73.30,0.00,0.00,0.00,0.00
102,0.00,0.00,0.00,0.00,0.00,0.00,0,311,0,1,1,0.00,72.60,78.48,85.70,0.00,0.00,0.00,0.00
103,16.00,16.00,11.20,11.20,11.20,11.20,1,312,0,2,2,1114.77,49.63,54.18,61.44,0.00,0.00,0.00,1500.00
104,0.00,0.00,0.00,0.00,0.00,0.00,0,312,0,2,2,0.00,52.01,54.93,66.16,0.00,0.00,0.00,0.00
105,25.00,25.00,17.50,17.50,17.50,17.50,1,314,0,4,4,1629.36,21.48,23.97,26.48,0.00,0.00,0.00,4800.00
106,0.00,0.00,0.00,0.00,0.00,0.00,0,314,0,1,1,0.00,64.07,70.93,79.92,0.00,0.00,0.00,0.00
107,0.00,0.00,0.00,0.00,0.00,0.00,0,315,0,2,2,0.00,48.41,51.63,58.05,0.00,0.00,0.00,0.00
108,2.50,2.50,1.75,1.75,1.75,1.75,1,323,0,1,1,199.52,32.51,35.35,43.51,0.00,0.00,0.00,0.00
109,40.00,40.00,28.00,28.00,28.00,28.00,1,366,0,2,2,2564.20,10.10,11.14,12.36,0.00,0.00,0.00,9400.00
110,40.00,40.00,28.00,28.00,28.00,28.00,1,367,0,1,1,3432.68,27.05,30.91,35.92,0.00,0.00,0.00,14000.00
111,40.00,40.00,28.00,28.00,28.00,28.00,1,368,0,4,4,2588.51,23.10,24.85,26.95,0.00,0.00,0.00,6800.00
112,40.00,40.00,28.00,28.00,28.00,28.00,1,369,0,2,2,2982.80,66.28,71.88,84.06,0.00,0.00,0.00,6600.00
113,140.00,210.00,147.00,147.00,147.00,147.00,1,386,0,1,1,11101.96,35.75,38.68,47.56,23.33,23.33,23.33,39000.00
114,12.00,25.00,17.50,17.50,17.50,17.50,0,386,0,2,2,651.69,26.86,30.37,36.25,4.33,4.33,4.33,1700.00
115,10.00,17.00,11.90,11.90,11.90,11.90,1,387,0,2,2,597.75,39.89,44.38,51.78,2.33,2.33,2.33,1000.00
116,1.50,1.50,1.05,1.05,1.05,1.05,1,444,0,4,4,98.96,35.03,37.32,44.13,0.00,0.00,0.00,0.00
117,5.21,5.21,3.65,3.65,3.65,3.65,1,453,0,4,4,376.19,49.64,54.86,62.59,0.00,0.00,0.00,1300.00
118,0.00,0.00,0.00,0.00,0.00,0.00,0,453,0,1,1,0.00,32.94,36.73,43.16,0.00,0.00,0.00,0.00
119,1.40,1.40,0.98,0.98,0.98,0.98,1,486,0,2,2,107.37,56.86,63.32,77.15,0.00,0.00,0.00,0.00
120,25.00,25.00,17.50,17.50,17.50,17.50,1,537,0,2,2,1337.75,30.72,33.97,40.59,0.00,0.00,0.00,4300.00
121,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,2,2,0.00,35.95,39.65,46.88,0.00,0.00,0.00,0.00
122,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,2,2,0.00,38.63,41.28,46.30,0.00,0.00,0.00,0.00
123,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,4,4,0.00,35.78,36.72,41.16,0.00,0.00,0.00,0.00
124,0.00,0.00,0.00,0.00,0.00,0.00,0,537,0,1,1,0.00,19.58,21.85,24.31,0.00,0.00,0.00,0.00
125,20.00,20.00,14.00,14.00,14.00,14.00,1,538,0,1,1,1345.09,36.81,40.61,48.89,0.00,0.00,0.00,3400.00
126,20.00,20.00,14.00,14.00,14.00,14.00,1,538,0,1,1,1372.17,44.41,50.29,56.27,0.00,0.00,0.00,5700.00
127,0.00,0.00,0.00,0.00,0.00,0.00,0,538,0,1,1,0.00,29.75,31.47,39.15,0.00,0.00,0.00,0.00
128,0.00,0.00,0.00,0.00,0.00,0.00,0,538,0,1,1,0.00,45.61,51.41,62.36,0.00,0.00,0.00,0.00
129,1.40,1.40,0.98,0.98,0.98,0.98,1,552,0,2,2,92.16,39.38,45.35,52.86,0.00,0.00,0.00,0.00
130,22.50,22.50,15.75,15.75,15.75,15.75,1,560,0,1,1,1571.17,54.41,59.52,68.76,0.00,0.00,0.00,4600.00
131,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,2,2,0.00,48.66,52.37,60.87,0.00,0.00,0.00,0.00
132,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,4,4,0.00,35.58,39.74,42.93,0.00,0.00,0.00,0.00
133,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,1,1,0.00,45.08,48.85,54.54,0.00,0.00,0.00,0.00
134,0.00,0.00,0.00,0.00,0.00,0.00,0,560,0,4,4,0.00,28.78,31.19,34.98,0.00,0.00,0.00,0.00
135,22.50,22.50,15.75,15.75,15.75,15.75,1,561,0,1,1,1678.04,34.84,38.78,43.86,0.00,0.00,0.00,6200.00
136,0.00,0.00,0.00,0.00,0.00,0.00,0,561,0,1,1,0.00,47.18,52.32,57.69,0.00,0.00,0.00,0.00
137,0.00,0.00,0.00,0.00,0.00,0.00,0,561,0,4,4,0.00,20.70,22.87,25.08,0.00,0.00,0.00,0.00
138,0.00,0.00,0.00,0.00,0.00,0.00,0,561,0,1,1,0.00,65.28,73.23,79.34,0.00,0.00,0.00,0.00
139,1.00,1.00,0.70,0.70,0.70,0.70,1,574,0,4,4,66.99,47.31,51.98,57.21,0.00,0.00,0.00,0.00
140,76.00,76.00,53.20,53.20,53.20,53.20,1,627,0,4,4,5699.08,47.44,51.33,58.06,0.00,0.00,0.00,22400.00
141,30.00,30.00,21.00,21.00,21.00,21.00,1,627,0,1,1,1852.80,21.99,24.13,28.67,0.00,0.00,0.00,7700.00
142,130.00,225.00,157.50,157.50,157.50,157.50,1,665,0,2,2,10816.74,44.00,47.14,54.35,31.67,31.67,31.67,43000.00
143,130.00,225.00,157.50,157.50,157.50,157.50,0,666,0,4,4,9760.35,36.23,39.40,46.53,31.67,31.67,31.67,57900.00
144,140.00,140.00,98.00,98.00,98.00,98.00,1,686,0,1,1,8885.19,22.19,24.19,27.23,0.00,0.00,0.00,35300.00
145,47.00,47.00,32.90,32.90,32.90,32.90,1,686,0,1,1,3377.88,37.28,40.57,46.09,0.00,0.00,0.00,11400.00
146,1.98,1.98,1.39,1.39,1.39,1.39,1,692,0,2,2,130.84,29.80,32.88,38.48,0.00,0.00,0.00,0.00
147,1.32,1.32,0.92,0.92,0.92,0.92,1,717,0,2,2,88.81,44.03,48.60,58.38,0.00,0.00,0.00,0.00
148,129.00,225.00,157.50,157.50,157.50,157.50,1,741,0,2,2,9007.89,55.55,61.72,71.76,32.00,32.00,32.00,6500.00
149,82.00,82.00,57.40,57.40,57.40,57.40,1,764,0,4,4,6297.86,47.56,52.47,60.57,0.00,0.00,0.00,19600.00
150,1.00,1.00,0.70,0.70,0.70,0.70,1,793,0,4,4,76.36,53.57,59.27,68.37,0.00,0.00,0.00,0.00
151,0.00,0.00,0.00,0.00,0.00,0.00,0,797,0,4,4,0.00,28.35,30.52,34.22,0.00,0.00,0.00,0.00
152,0.00,0.00,0.00,0.00,0.00,0.00,0,797,0,1,1,0.00,28.64,32.22,39.03,0.00,0.00,0.00,0.00
153,0.00,0.00,0.00,0.00,0.00,0.00,0,797,0,1,1,0.00,25.25,27.44,30.24,0.00,0.00,0.00,0.00
154,0.00,0.00,0.00,0.00,0.00,0.00,0,797,0,2,2,0.00,46.18,49.77,61.03,0.00,0.00,0.00,0.00
155,84.00,125.00,87.50,87.50,87.50,87.50,0,808,0,1,1,6238.67,44.42,50.90,60.64,13.67,13.67,13.67,17900.00
156,92.00,125.00,87.50,87.50,87.50,87.50,1,809,0,1,1,5001.36,26.73,28.79,34.42,11.00,11.00,11.00,17800.00
157,15.00,15.00,10.50,10.50,10.50,10.50,1,846,0,4,4,994.61,49.27,55.06,62.97,0.00,0.00,0.00,2800.00
158,15.00,15.00,10.50,10.50,10.50,10.50,1,846,0,4,4,1206.57,38.84,41.86,49.47,0.00,0.00,0.00,4400.00
159,0.00,0.00,0.00,0.00,0.00,0.00,0,846,0,2,2,0.00,49.43,57.22,61.42,0.00,0.00,0.00,0.00
160,0.00,0.00,0.00,0.00,0.00,0.00,0,846,0,1,1,0.00,36.51,39.41,42.78,0.00,0.00,0.00,0.00
161,34.99,34.99,24.49,24.49,24.49,24.49,1,878,0,2,2,2303.66,45.30,50.41,56.65,0.00,0.00,0.00,5800.00
162,0.00,0.00,0.00,0.00,0.00,0.00,0,901,0,2,2,0.00,34.91,38.95,42.59,0.00,0.00,0.00,0.00
163,44.99,44.99,31.49,31.49,31.49,31.49,1,901,0,4,4,2319.23,42.31,48.12,54.14,0.00,0.00,0.00,6600.00
164,0.00,0.00,0.00,0.00,0.00,0.00,0,901,0,2,2,0.00,39.34,45.18,50.31,0.00,0.00,0.00,0.00
165,0.00,0.00,0.00,0.00,0.00,0.00,0,976,0,4,4,0.00,37.51,41.77,46.82,0.00,0.00,0.00,0.00
166,99.97,99.97,69.98,69.98,69.98,69.98,1,977,0,1,1,8437.89,34.13,37.97,44.29,0.00,0.00,0.00,34200.00
167,0.00,0.00,0.00,0.00,0.00,0.00,0,981,0,2,2,0.00,29.78,34.00,37.69,0.00,0.00,0.00,0.00
168,220.00,386.00,270.20,270.20,270.20,270.20,1,1002,0,2,2,18100.25,50.61,54.17,60.84,55.33,55.33,55.33,44700.00
169,220.00,370.00,259.00,259.00,259.00,259.00,0,1003,0,2,2,19625.73,49.55,54.62,61.28,50.00,50.00,50.00,74300.00
170,6.00,6.00,4.20,4.20,4.20,4.20,1,1007,0,4,4,464.63,34.88,37.90,45.33,0.00,0.00,0.00,2200.00
171,4.00,4.00,2.80,2.80,2.80,2.80,1,1006,0,2,2,368.89,26.12,27.79,31.85,0.00,0.00,0.00,0.00
172,4.00,4.00,2.80,2.80,2.80,2.80,1,1007,0,1,1,252.76,47.68,52.67,59.84,0.00,0.00,0.00,0.00
173,0.00,0.00,0.00,0.00,0.00,0.00,0,1007,0,4,4,0.00,28.36,30.88,35.31,0.00,0.00,0.00,0.00
174,0.00,0.00,0.00,0.00,0.00,0.00,0,1008,0,2,2,0.00,55.27,60.08,64.90,0.00,0.00,0.00,0.00
175,15.00,15.00,10.50,10.50,10.50,10.50,1,1014,0,2,2,867.69,42.88,47.07,53.55,0.00,0.00,0.00,3600.00
176,0.00,0.00,0.00,0.00,0.00,0.00,0,1014,0,4,4,0.00,47.15,52.24,62.24,0.00,0.00,0.00,0.00
177,0.00,0.00,0.00,0.00,0.00,0.00,0,1014,0,1,1,0.00,36.54,40.75,47.35,0.00,0.00,0.00,0.00
178,0.00,0.00,0.00,0.00,0.00,0.00,0,1016,0,2,2,0.00,44.71,47.51,52.46,0.00,0.00,0.00,0.00
179,0.00,0.00,0.00,0.00,0.00,0.00,0,1016,0,2,2,0.00,28.78,31.58,32.80,0.00,0.00,0.00,0.00
180,12.00,12.00,8.40,8.40,8.40,8.40,1,1025,0,2,2,772.87,24.56,27.16,30.33,0.00,0.00,0.00,2600.00
181,0.00,0.00,0.00,0.00,0.00,0.00,0,1026,0,2,2,0.00,57.21,62.10,70.42,0.00,0.00,0.00,0.00
182,0.00,0.00,0.00,0.00,0.00,0.00,0,1027,0,2,2,0.00,38.28,41.88,49.21,0.00,0.00,0.00,0.00
183,0.00,0.00,0.00,0.00,0.00,0.00,0,1114,0,1,1,0.00,31.72,35.08,41.01,0.00,0.00,0.00,0.00
184,0.00,0.00,0.00,0.00,0.00,0.00,0,1115,0,4,4,0.00,43.71,48.22,52.88,0.00,0.00,0.00,0.00
185,39.99,39.99,27.99,27.99,27.99,27.99,1,1114,0,1,1,3283.02,33.26,37.46,43.56,0.00,0.00,0.00,9600.00
186,0.00,0.00,0.00,0.00,0.00,0.00,0,1116,0,4,4,0.00,22.88,25.01,31.40,0.00,0.00,0.00,0.00
187,17.00,17.00,11.90,11.90,11.90,11.90,1,1153,0,4,4,1024.05,32.62,35.45,39.64,0.00,0.00,0.00,3200.00
188,0.00,0.00,0.00,0.00,0.00,0.00,0,1153,0,2,2,0.00,43.92,47.98,58.46,0.00,0.00,0.00,0.00
189,17.00,17.00,11.90,11.90,11.90,11.90,1,1154,0,2,2,1122.40,57.63,63.16,69.57,0.00,0.00,0.00,1000.00
190,0.00,0.00,0.00,0.00,0.00,0.00,0,1154,0,2,2,0.00,39.45,42.33,50.06,0.00,0.00,0.00,0.00
191,16.00,16.00,11.20,11.20,11.20,11.20,1,1155,0,4,4,1002.26,33.43,37.37,40.79,0.00,0.00,0.00,3700.00
192,0.00,0.00,0.00,0.00,0.00,0.00,0,1155,0,1,1,0.00,24.50,27.88,32.06,0.00,0.00,0.00,0.00
193,59.98,59.98,41.99,41.99,41.99,41.99,1,1180,0,2,2,4702.01,39.56,43.80,48.74,0.00,0.00,0.00,12600.00
194,0.00,0.00,0.00,0.00,0.00,0.00,0,1181,0,1,1,0.00,46.81,50.69,62.34,0.00,0.00,0.00,0.00
195,0.00,0.00,0.00,0.00,0.00,0.00,0,1181,0,4,4,0.00,30.46,32.78,36.20,0.00,0.00,0.00,0.00
