Line,Source,Target,Reactance,Normal Flow Limit (MW),Emergency Flow Limit (MW),Vulnerable?,Zone
54,30,38,0.05400000,99999,99999,1,1
55,39,40,0.06050000,99999,99999,1,1
56,40,41,0.04870000,99999,99999,1,1
57,40,42,0.18300000,99999,99999,1,1
58,41,42,0.13500000,99999,99999,1,1
59,43,44,0.24540000,99999,99999,1,1
60,34,43,0.16810000,99999,99999,1,1
61,44,45,0.09010000,99999,99999,1,1
62,45,46,0.13560000,99999,99999,1,1
63,46,47,0.12700000,99999,99999,1,1
64,46,48,0.18900000,99999,99999,1,1
65,47,49,0.06250000,99999,99999,1,1
66,42,49,0.32300000,99999,99999,1,1
67,42,49,0.32300000,99999,99999,1,1
68,45,49,0.18600000,99999,99999,1,1
69,48,49,0.05050000,99999,99999,1,1
70,49,50,0.07520000,99999,99999,1,1
71,49,51,0.13700000,99999,99999,1,1
72,51,52,0.05880000,99999,99999,1,1
73,52,53,0.16350000,99999,99999,1,1
74,53,54,0.12200000,99999,99999,1,1
75,49,54,0.28900000,99999,99999,1,1
76,49,54,0.29100000,99999,99999,1,1
77,54,55,0.07070000,99999,99999,1,1
78,54,56,0.00955000,99999,99999,1,1
79,55,56,0.01510000,99999,99999,1,1
80,56,57,0.09660000,99999,99999,1,1
81,50,57,0.13400000,99999,99999,1,1
82,56,58,0.09660000,99999,99999,1,1
83,51,58,0.07190000,99999,99999,1,1
84,54,59,0.22930000,99999,99999,1,1
85,56,59,0.25100000,99999,99999,1,1
86,56,59,0.23900000,99999,99999,1,1
87,55,59,0.21580000,99999,99999,1,1
88,59,60,0.14500000,99999,99999,1,1
89,59,61,0.15000000,99999,99999,1,1
90,60,61,0.01350000,99999,99999,1,1
91,60,62,0.05610000,99999,99999,1,1
92,61,62,0.03760000,99999,99999,1,1
93,63,59,0.03860000,99999,99999,1,1
94,63,64,0.02000000,99999,99999,1,1
95,64,61,0.02680000,99999,99999,1,1
96,38,65,0.09860000,99999,99999,1,1
97,64,65,0.03020000,99999,99999,1,1
98,49,66,0.09190000,99999,99999,1,1
99,49,66,0.09190000,99999,99999,1,1
100,62,66,0.21800000,99999,99999,1,1
101,62,67,0.11700000,99999,99999,1,1
102,65,66,0.03700000,99999,99999,1,1
103,66,67,0.10150000,99999,99999,1,1
104,65,68,0.01600000,99999,99999,1,1
105,47,69,0.27780000,99999,99999,1,1
106,49,69,0.32400000,99999,99999,1,1
107,68,69,0.03700000,99999,99999,1,1
108,69,70,0.12700000,99999,99999,1,1
109,24,70,0.41150000,99999,99999,1,1
110,70,71,0.03550000,99999,99999,1,1
111,24,72,0.19600000,99999,99999,1,1
112,71,72,0.18000000,99999,99999,1,1
113,71,73,0.04540000,99999,99999,0,1
114,70,74,0.13230000,99999,99999,1,1
115,70,75,0.14100000,99999,99999,1,1
116,69,75,0.12200000,99999,99999,1,1
117,74,75,0.04060000,99999,99999,1,1
118,76,77,0.14800000,99999,99999,1,1
119,69,77,0.10100000,99999,99999,1,1
120,75,77,0.19990000,99999,99999,1,1
121,77,78,0.01240000,99999,99999,1,1
122,78,79,0.02440000,99999,99999,1,1
123,77,80,0.04850000,99999,99999,1,1
124,77,80,0.10500000,99999,99999,1,1
125,79,80,0.07040000,99999,99999,1,1
126,68,81,0.02020000,99999,99999,1,1
127,81,80,0.03700000,99999,99999,1,1
128,77,82,0.08530000,99999,99999,1,1
129,82,83,0.03665000,99999,99999,1,1
130,83,84,0.13200000,99999,99999,1,1
131,83,85,0.14800000,99999,99999,1,1
132,84,85,0.06410000,99999,99999,1,1
133,85,86,0.12300000,99999,99999,0,1
134,86,87,0.20740000,99999,99999,0,1
135,85,88,0.10200000,99999,99999,1,1
136,85,89,0.17300000,99999,99999,1,1
137,88,89,0.07120000,99999,99999,1,1
138,89,90,0.18800000,99999,99999,1,1
139,89,90,0.09970000,99999,99999,1,1
140,90,91,0.08360000,99999,99999,1,1
141,89,92,0.05050000,99999,99999,1,1
142,89,92,0.15810000,99999,99999,1,1
143,91,92,0.12720000,99999,99999,1,1
144,92,93,0.08480000,99999,99999,1,1
145,92,94,0.15800000,99999,99999,1,1
146,93,94,0.07320000,99999,99999,1,1
147,94,95,0.04340000,99999,99999,1,1
148,80,96,0.18200000,99999,99999,1,1
149,82,96,0.05300000,99999,99999,1,1
150,94,96,0.08690000,99999,99999,1,1
151,80,97,0.09340000,99999,99999,1,1
152,80,98,0.10800000,99999,99999,1,1
153,80,99,0.20600000,99999,99999,1,1
154,92,100,0.29500000,99999,99999,1,1
155,94,100,0.05800000,99999,99999,1,1
156,95,96,0.05470000,99999,99999,1,1
157,96,97,0.08850000,99999,99999,1,1
158,98,100,0.17900000,99999,99999,1,1
159,99,100,0.08130000,99999,99999,1,1
160,100,101,0.12620000,99999,99999,1,1
161,92,102,0.05590000,99999,99999,1,1
162,101,102,0.11200000,99999,99999,1,1
163,100,103,0.05250000,99999,99999,1,1
164,100,104,0.20400000,99999,99999,1,1
165,103,104,0.15840000,99999,99999,1,1
166,103,105,0.16250000,99999,99999,1,1
167,100,106,0.22900000,99999,99999,1,1
168,104,105,0.03780000,99999,99999,1,1
169,105,106,0.05470000,99999,99999,1,1
170,105,107,0.18300000,99999,99999,1,1
171,105,108,0.07030000,99999,99999,1,1
172,106,107,0.18300000,99999,99999,1,1
173,108,109,0.02880000,99999,99999,1,1
174,103,110,0.18130000,99999,99999,1,1
175,109,110,0.07620000,99999,99999,1,1
176,110,111,0.07550000,99999,99999,0,1
177,110,112,0.06400000,99999,99999,0,1
178,17,113,0.03010000,99999,99999,1,1
179,32,113,0.20300000,99999,99999,1,1
180,32,114,0.06120000,99999,99999,1,1
181,27,115,0.07410000,99999,99999,1,1
182,114,115,0.01040000,99999,99999,1,1
183,68,116,0.00405000,99999,99999,0,1
184,12,117,0.14000000,99999,99999,0,1
185,75,118,0.04810000,99999,99999,1,1
186,76,118,0.05440000,99999,99999,1,1
