Unit,Min Power (MW),Max Power (MW),Ramp-Down Limit (MW),Ramp-Up Limit (MW),Shutdown Ramp Limit (MW),Startup Ramp Limit (MW),Initial State,Bus,Always On,Minimum Uptime (h),Minimum Downtime (h),Price Min Power ($),Price Segment 1 ($/MW),Price Segment 2 ($/MW),Price Segment 3 ($/MW),Offer Segment 1 (MW),Offer Segment 2 (MW),Offer Segment 3 (MW),Startup Cost ($)
33,0,100.00,70.00,70.00,70.00,70.00,0,73,0,4,4,0.00,47.21,50.75,56.27,33.33,33.33,33.33,0.00
34,0,100.00,70.00,70.00,70.00,70.00,0,74,0,2,2,0.00,49.11,55.07,66.97,33.33,33.33,33.33,0.00
35,0,100.00,70.00,70.00,70.00,70.00,0,76,0,1,1,0.00,29.79,32.67,38.40,33.33,33.33,33.33,0.00
36,0,100.00,70.00,70.00,70.00,70.00,0,77,0,4,4,0.00,25.87,29.05,32.46,33.33,33.33,33.33,0.00
37,0,577.00,403.90,403.90,403.90,403.90,1,80,0,4,4,0.00,52.97,58.52,67.85,192.33,192.33,192.33,0.00
38,0,100.00,70.00,70.00,70.00,70.00,0,85,0,4,4,0.00,42.52,49.08,55.48,33.33,33.33,33.33,0.00
39,0,104.00,72.80,72.80,72.80,72.80,1,87,0,1,1,0.00,51.27,56.25,63.92,34.67,34.67,34.67,0.00
40,0,707.00,494.90,494.90,494.90,494.90,1,89,0,4,4,0.00,34.32,39.47,45.36,235.67,235.67,235.67,0.00
41,0,100.00,70.00,70.00,70.00,70.00,0,90,0,2,2,0.00,43.09,47.43,56.16,33.33,33.33,33.33,0.00
42,0,100.00,70.00,70.00,70.00,70.00,0,91,0,2,2,0.00,34.23,38.33,45.30,33.33,33.33,33.33,0.00
43,0,100.00,70.00,70.00,70.00,70.00,0,92,0,4,4,0.00,28.31,31.22,34.72,33.33,33.33,33.33,0.00
44,0,100.00,70.00,70.00,70.00,70.00,0,99,0,4,4,0.00,31.75,34.33,40.71,33.33,33.33,33.33,0.00
45,0,352.00,246.40,246.40,246.40,246.40,1,100,0,2,2,0.00,13.56,15.11,17.15,117.33,117.33,117.33,0.00
46,0,140.00,98.00,98.00,98.00,98.00,1,103,0,2,2,0.00,38.47,42.46,45.27,46.67,46.67,46.67,0.00
47,0,100.00,70.00,70.00,70.00,70.00,0,104,0,2,2,0.00,32.48,34.46,40.36,33.33,33.33,33.33,0.00
48,0,100.00,70.00,70.00,70.00,70.00,0,105,0,2,2,0.00,38.67,41.99,45.01,33.33,33.33,33.33,0.00
49,0,100.00,70.00,70.00,70.00,70.00,0,107,0,2,2,0.00,54.57,59.98,67.87,33.33,33.33,33.33,0.00
50,0,100.00,70.00,70.00,70.00,70.00,0,110,0,4,4,0.00,46.10,49.64,59.68,33.33,33.33,33.33,0.00
51,0,136.00,95.20,95.20,95.20,95.20,1,111,0,2,2,0.00,35.06,38.14,46.19,45.33,45.33,45.33,0.00
52,0,100.00,70.00,70.00,70.00,70.00,0,112,0,2,2,0.00,52.40,57.59,65.52,33.33,33.33,33.33,0.00
53,0,100.00,70.00,70.00,70.00,70.00,0,113,0,4,4,0.00,38.64,43.56,49.19,33.33,33.33,33.33,0.00
54,0,100.00,70.00,70.00,70.00,70.00,0,116,0,4,4,0.00,54.30,61.06,69.86,33.33,33.33,33.33,0.00
